s,age,class,mean_diff
SSP5-RCP8.5,13,Deciduous transient,0.29483735998987043
SSP5-RCP8.5,14,Direct conifer recovery,0.20112433479533437
SSP5-RCP8.5,14,Deciduous transient,0.3231380778567758
SSP5-RCP8.5,15,Direct conifer recovery,0.2151717849243433
SSP5-RCP8.5,15,Deciduous transient,0.35010276361226444
SSP5-RCP8.5,16,Direct conifer recovery,0.22913974182965216
SSP5-RCP8.5,16,Deciduous transient,0.3761585279516039
SSP5-RCP8.5,17,Direct conifer recovery,0.2442486203653687
SSP5-RCP8.5,17,Deciduous transient,0.40157027054348093
SSP5-RCP8.5,18,Direct conifer recovery,0.25808903210687884
SSP5-RCP8.5,18,Deciduous transient,0.4268471484305691
SSP5-RCP8.5,19,Direct conifer recovery,0.2717988723305978
SSP5-RCP8.5,19,Deciduous transient,0.45185162859226585
SSP5-RCP8.5,20,Direct conifer recovery,0.28651899755001414
SSP5-RCP8.5,20,Deciduous transient,0.477010399321067
SSP5-RCP8.5,21,Direct conifer recovery,0.30169840536152764
SSP5-RCP8.5,21,Deciduous transient,0.5022749915595763
SSP5-RCP8.5,22,Direct conifer recovery,0.3169258074745969
SSP5-RCP8.5,22,Deciduous transient,0.5265793762123311
SSP5-RCP8.5,23,Direct conifer recovery,0.3311849485143219
SSP5-RCP8.5,23,Deciduous transient,0.5502616614628738
SSP5-RCP8.5,24,Direct conifer recovery,0.3453004691014785
SSP5-RCP8.5,24,Deciduous transient,0.5732604028605625
SSP5-RCP8.5,25,Direct conifer recovery,0.35949583176612016
SSP5-RCP8.5,25,Deciduous transient,0.5958416989928483
SSP5-RCP8.5,26,Direct conifer recovery,0.3731665717918005
SSP5-RCP8.5,26,Deciduous transient,0.6179257789219779
SSP5-RCP8.5,27,Direct conifer recovery,0.38647672936261557
SSP5-RCP8.5,27,Deciduous transient,0.6388720068975947
SSP5-RCP8.5,28,Direct conifer recovery,0.3983863662266854
SSP5-RCP8.5,28,Deciduous transient,0.65880772274269
SSP5-RCP8.5,29,Direct conifer recovery,0.41046114275273266
SSP5-RCP8.5,29,Deciduous transient,0.6788313402471795
SSP5-RCP8.5,30,Direct conifer recovery,0.4219575834255786
SSP5-RCP8.5,30,Deciduous transient,0.6982080926048855
SSP5-RCP8.5,31,Direct conifer recovery,0.43280167876199316
SSP5-RCP8.5,31,Deciduous transient,0.717087559783918
SSP5-RCP8.5,32,Direct conifer recovery,0.44385617287411666
SSP5-RCP8.5,32,Deciduous transient,0.7365720553271623
SSP5-RCP8.5,33,Direct conifer recovery,0.4550067997250224
SSP5-RCP8.5,33,Deciduous transient,0.7541346901104734
SSP5-RCP8.5,34,Direct conifer recovery,0.4664396567235531
SSP5-RCP8.5,34,Deciduous transient,0.7711336496889138
SSP5-RCP8.5,35,Direct conifer recovery,0.4769055198806221
SSP5-RCP8.5,35,Deciduous transient,0.7892758072330702
SSP5-RCP8.5,36,Direct conifer recovery,0.48691866277941465
SSP5-RCP8.5,36,Deciduous transient,0.8065733539493257
SSP5-RCP8.5,37,Direct conifer recovery,0.4970158790449936
SSP5-RCP8.5,37,Deciduous transient,0.8244966250930142
SSP5-RCP8.5,38,Direct conifer recovery,0.5071011419354419
SSP5-RCP8.5,38,Deciduous transient,0.8404757576609463
SSP5-RCP8.5,39,Direct conifer recovery,0.5166286582918713
SSP5-RCP8.5,39,Deciduous transient,0.8568819693066991
SSP5-RCP8.5,40,Direct conifer recovery,0.5256983861058543
SSP5-RCP8.5,40,Deciduous transient,0.8734109604882028
SSP5-RCP8.5,41,Direct conifer recovery,0.5351739730199953
SSP5-RCP8.5,41,Deciduous transient,0.8896860472768134
SSP5-RCP8.5,42,Direct conifer recovery,0.5455851191681301
SSP5-RCP8.5,42,Deciduous transient,0.9058281550014261
SSP5-RCP8.5,43,Direct conifer recovery,0.5562003549538213
SSP5-RCP8.5,43,Deciduous transient,0.9224289460610918
SSP5-RCP8.5,44,Direct conifer recovery,0.5673064079140764
SSP5-RCP8.5,44,Deciduous transient,0.9384555355865177
SSP5-RCP8.5,45,Direct conifer recovery,0.5775550936701447
SSP5-RCP8.5,45,Deciduous transient,0.9544480801159972
SSP5-RCP8.5,46,Direct conifer recovery,0.5889787883142767
SSP5-RCP8.5,46,Deciduous transient,0.9706611828678864
SSP5-RCP8.5,47,Direct conifer recovery,0.6002610824240597
SSP5-RCP8.5,47,Deciduous transient,0.9869628878201082
SSP5-RCP8.5,48,Direct conifer recovery,0.6109729477128495
SSP5-RCP8.5,48,Deciduous transient,NA
SSP5-RCP8.5,49,Direct conifer recovery,0.6214377252320257
SSP5-RCP8.5,49,Deciduous transient,NA
SSP5-RCP8.5,50,Direct conifer recovery,0.6321313034239842
SSP5-RCP8.5,50,Deciduous transient,NA
SSP5-RCP8.5,51,Direct conifer recovery,0.6427015747241788
SSP5-RCP8.5,51,Deciduous transient,NA
SSP5-RCP8.5,52,Direct conifer recovery,0.6526083154987247
SSP5-RCP8.5,52,Deciduous transient,NA
SSP5-RCP8.5,53,Direct conifer recovery,0.6618888429111999
SSP5-RCP8.5,53,Deciduous transient,NA
SSP5-RCP8.5,54,Direct conifer recovery,0.6712764595910353
SSP5-RCP8.5,54,Deciduous transient,NA
SSP5-RCP8.5,55,Direct conifer recovery,0.6803031083103925
SSP5-RCP8.5,55,Deciduous transient,NA
SSP5-RCP8.5,56,Direct conifer recovery,0.6891661398007427
SSP5-RCP8.5,56,Deciduous transient,NA
SSP5-RCP8.5,57,Direct conifer recovery,0.6989345934898339
SSP5-RCP8.5,57,Deciduous transient,NA
SSP5-RCP8.5,58,Direct conifer recovery,0.7091289772114411
SSP5-RCP8.5,58,Deciduous transient,NA
SSP5-RCP8.5,59,Direct conifer recovery,0.7192685152398136
SSP5-RCP8.5,59,Deciduous transient,NA
SSP5-RCP8.5,60,Direct conifer recovery,0.7292276497040318
SSP5-RCP8.5,60,Deciduous transient,NA
SSP5-RCP8.5,61,Direct conifer recovery,0.7396179781868255
SSP5-RCP8.5,61,Deciduous transient,NA
SSP5-RCP8.5,62,Direct conifer recovery,0.7493132525071594
SSP5-RCP8.5,62,Deciduous transient,NA
SSP5-RCP8.5,63,Direct conifer recovery,0.760199366257693
SSP5-RCP8.5,63,Deciduous transient,NA
SSP5-RCP8.5,64,Direct conifer recovery,0.7713750056262744
SSP5-RCP8.5,64,Deciduous transient,NA
SSP5-RCP8.5,65,Direct conifer recovery,0.7827211525596937
SSP5-RCP8.5,65,Deciduous transient,NA
SSP5-RCP8.5,66,Direct conifer recovery,0.794161031803127
SSP5-RCP8.5,66,Deciduous transient,NA
SSP5-RCP8.5,67,Direct conifer recovery,0.8045490313195889
SSP5-RCP8.5,67,Deciduous transient,NA
SSP5-RCP8.5,68,Direct conifer recovery,0.8151638860230982
SSP5-RCP8.5,68,Deciduous transient,NA
SSP5-RCP8.5,69,Direct conifer recovery,0.82471861546442
SSP5-RCP8.5,69,Deciduous transient,NA
SSP5-RCP8.5,70,Direct conifer recovery,0.8351062979552066
SSP5-RCP8.5,70,Deciduous transient,NA
SSP5-RCP8.5,71,Direct conifer recovery,0.8451946628490786
SSP5-RCP8.5,71,Deciduous transient,NA
SSP5-RCP8.5,72,Direct conifer recovery,0.8549010340539728
SSP5-RCP8.5,72,Deciduous transient,NA
SSP5-RCP8.5,73,Direct conifer recovery,0.8648089600370927
SSP5-RCP8.5,73,Deciduous transient,NA
SSP5-RCP8.5,74,Direct conifer recovery,0.8755315426142879
SSP5-RCP8.5,74,Deciduous transient,NA
SSP5-RCP8.5,75,Direct conifer recovery,0.8858053028677518
SSP5-RCP8.5,75,Deciduous transient,NA
SSP5-RCP8.5,76,Direct conifer recovery,0.896600943447728
SSP5-RCP8.5,76,Deciduous transient,NA
SSP5-RCP8.5,77,Direct conifer recovery,0.9078731629429055
SSP5-RCP8.5,77,Deciduous transient,NA
SSP5-RCP8.5,78,Direct conifer recovery,0.9193522307836234
SSP5-RCP8.5,78,Deciduous transient,NA
SSP5-RCP8.5,79,Direct conifer recovery,0.9301384352908132
SSP5-RCP8.5,79,Deciduous transient,NA
SSP5-RCP8.5,80,Direct conifer recovery,0.9413580744133341
SSP5-RCP8.5,80,Deciduous transient,NA
SSP5-RCP8.5,81,Direct conifer recovery,0.9529692823956795
SSP5-RCP8.5,81,Deciduous transient,NA
SSP5-RCP8.5,82,Direct conifer recovery,0.9639063535822529
SSP5-RCP8.5,82,Deciduous transient,NA
SSP5-RCP8.5,83,Direct conifer recovery,0.9749814460627282
SSP5-RCP8.5,83,Deciduous transient,NA
SSP5-RCP8.5,84,Direct conifer recovery,0.9855611101200127
SSP5-RCP8.5,84,Deciduous transient,NA
SSP5-RCP8.5,85,Direct conifer recovery,0.9968891130204665
SSP5-RCP8.5,85,Deciduous transient,NA
SSP5-RCP8.5,86,Direct conifer recovery,NA
SSP5-RCP8.5,86,Deciduous transient,NA
SSP5-RCP8.5,87,Direct conifer recovery,NA
SSP5-RCP8.5,87,Deciduous transient,NA
SSP5-RCP8.5,88,Direct conifer recovery,NA
SSP5-RCP8.5,88,Deciduous transient,NA
SSP5-RCP8.5,89,Direct conifer recovery,NA
SSP5-RCP8.5,89,Deciduous transient,NA
SSP5-RCP8.5,90,Direct conifer recovery,NA
SSP5-RCP8.5,90,Deciduous transient,NA
SSP5-RCP8.5,91,Direct conifer recovery,NA
SSP5-RCP8.5,91,Deciduous transient,NA
SSP5-RCP8.5,92,Direct conifer recovery,NA
SSP5-RCP8.5,92,Deciduous transient,NA
SSP5-RCP8.5,93,Direct conifer recovery,NA
SSP5-RCP8.5,93,Deciduous transient,NA
SSP5-RCP8.5,94,Direct conifer recovery,NA
SSP5-RCP8.5,94,Deciduous transient,NA
SSP5-RCP8.5,95,Direct conifer recovery,NA
SSP5-RCP8.5,95,Deciduous transient,NA
SSP5-RCP8.5,96,Direct conifer recovery,NA
SSP5-RCP8.5,96,Deciduous transient,NA
SSP5-RCP8.5,97,Direct conifer recovery,NA
SSP5-RCP8.5,97,Deciduous transient,NA
SSP5-RCP8.5,98,Direct conifer recovery,NA
SSP5-RCP8.5,98,Deciduous transient,NA
SSP5-RCP8.5,99,Direct conifer recovery,NA
SSP5-RCP8.5,99,Deciduous transient,NA
SSP5-RCP8.5,100,Direct conifer recovery,NA
SSP5-RCP8.5,100,Deciduous transient,NA
SSP5-RCP8.5,101,Direct conifer recovery,NA
SSP5-RCP8.5,101,Deciduous transient,NA
SSP5-RCP8.5,102,Direct conifer recovery,NA
SSP5-RCP8.5,102,Deciduous transient,NA
SSP5-RCP8.5,103,Direct conifer recovery,NA
SSP5-RCP8.5,103,Deciduous transient,NA
SSP5-RCP8.5,104,Direct conifer recovery,NA
SSP5-RCP8.5,104,Deciduous transient,NA
SSP5-RCP8.5,105,Direct conifer recovery,NA
SSP5-RCP8.5,105,Deciduous transient,NA
SSP5-RCP8.5,106,Direct conifer recovery,NA
SSP5-RCP8.5,106,Deciduous transient,NA
SSP5-RCP8.5,107,Direct conifer recovery,NA
SSP5-RCP8.5,107,Deciduous transient,NA
SSP5-RCP8.5,108,Direct conifer recovery,NA
SSP5-RCP8.5,108,Deciduous transient,NA
SSP5-RCP8.5,109,Direct conifer recovery,NA
SSP5-RCP8.5,109,Deciduous transient,NA
SSP5-RCP8.5,110,Direct conifer recovery,NA
SSP5-RCP8.5,110,Deciduous transient,NA
SSP5-RCP8.5,111,Direct conifer recovery,NA
SSP5-RCP8.5,111,Deciduous transient,NA
SSP5-RCP8.5,112,Direct conifer recovery,NA
SSP5-RCP8.5,112,Deciduous transient,NA
SSP5-RCP8.5,113,Direct conifer recovery,NA
SSP5-RCP8.5,113,Deciduous transient,NA
SSP5-RCP8.5,114,Direct conifer recovery,NA
SSP5-RCP8.5,114,Deciduous transient,NA
SSP5-RCP8.5,115,Direct conifer recovery,NA
SSP5-RCP8.5,115,Deciduous transient,NA
SSP5-RCP8.5,116,Direct conifer recovery,NA
SSP5-RCP8.5,116,Deciduous transient,NA
SSP5-RCP8.5,117,Direct conifer recovery,NA
SSP5-RCP8.5,117,Deciduous transient,NA
SSP5-RCP8.5,118,Direct conifer recovery,NA
SSP5-RCP8.5,118,Deciduous transient,NA
SSP5-RCP8.5,119,Direct conifer recovery,NA
SSP5-RCP8.5,119,Deciduous transient,NA
SSP5-RCP8.5,120,Direct conifer recovery,NA
SSP5-RCP8.5,120,Deciduous transient,NA
SSP5-RCP8.5,121,Direct conifer recovery,NA
SSP5-RCP8.5,121,Deciduous transient,NA
SSP5-RCP8.5,122,Direct conifer recovery,NA
SSP5-RCP8.5,122,Deciduous transient,NA
SSP5-RCP8.5,123,Direct conifer recovery,NA
SSP5-RCP8.5,123,Deciduous transient,NA
SSP5-RCP8.5,124,Direct conifer recovery,NA
SSP5-RCP8.5,124,Deciduous transient,NA
SSP5-RCP8.5,125,Direct conifer recovery,NA
SSP5-RCP8.5,125,Deciduous transient,NA
