tas_smoothed,class,length_transient,Lon,Lat,PID,s,length_transient_trans
281.38511962890624,0,0,-104.25,57.75,18,SSP5-RCP8.5,0
281.0143249511719,1,35,-104.25,57.75,22,SSP5-RCP8.5,0.7720340221751378
280.1704833984375,0,0,-104.25,58.75,20,SSP5-RCP8.5,0
279.8979095458984,0,0,-103.25,58.75,23,SSP5-RCP8.5,0
280.57130126953126,2,0,-102.75,58.25,20,SSP5-RCP8.5,0
280.2741973876953,0,0,-102.75,58.25,22,SSP5-RCP8.5,0
279.9291290283203,0,0,-100.25,57.75,19,SSP5-RCP8.5,0
279.85450134277346,2,5,-100.25,57.75,23,SSP5-RCP8.5,0.34948500216800943
280.91062622070314,1,54,-99.75,57.25,16,SSP5-RCP8.5,0.8661968799114843
280.117724609375,1,65,-99.75,57.75,19,SSP5-RCP8.5,0.9064566783214277
279.7544372558594,0,0,-98.75,57.75,18,SSP5-RCP8.5,0
279.79047241210935,0,0,-98.75,57.75,20,SSP5-RCP8.5,0
279.7376251220703,0,0,-97.75,57.75,19,SSP5-RCP8.5,0
278.80226745605466,0,0,-95.25,58.25,22,SSP5-RCP8.5,0
281.7280975341797,0,0,-77.75,55.25,23,SSP5-RCP8.5,0
283.02667541503905,0,0,-77.25,53.25,20,SSP5-RCP8.5,0
281.8148712158203,0,0,-77.25,53.25,23,SSP5-RCP8.5,0
280.7938751220703,0,0,-77.25,54.25,20,SSP5-RCP8.5,0
281.3462860107422,0,0,-77.25,54.75,17,SSP5-RCP8.5,0
280.4530883789063,0,0,-77.25,54.75,20,SSP5-RCP8.5,0
281.77183532714844,0,0,-77.25,55.25,22,SSP5-RCP8.5,0
284.87119750976564,2,20,-76.75,48.75,23,SSP5-RCP8.5,0.6505149978319906
279.275390625,0,0,-76.75,55.75,21,SSP5-RCP8.5,0
278.6881896972656,0,0,-76.75,55.75,22,SSP5-RCP8.5,0
284.6950653076172,2,15,-76.25,48.75,20,SSP5-RCP8.5,0.5880456295278407
283.843359375,0,0,-76.25,50.75,17,SSP5-RCP8.5,0
282.25233459472656,0,0,-76.25,51.75,19,SSP5-RCP8.5,0
282.5337890625,0,0,-76.25,51.75,21,SSP5-RCP8.5,0
282.3375640869141,0,0,-76.25,51.75,23,SSP5-RCP8.5,0
282.4292510986328,0,0,-76.25,51.75,24,SSP5-RCP8.5,0
282.9019287109375,0,0,-76.25,52.25,22,SSP5-RCP8.5,0
282.1211334228516,0,0,-76.25,53.25,17,SSP5-RCP8.5,0
282.01524963378904,0,0,-76.25,53.75,20,SSP5-RCP8.5,0
282.70680236816406,0,0,-75.75,51.25,17,SSP5-RCP8.5,0
282.5623260498047,0,0,-75.75,51.75,22,SSP5-RCP8.5,0
281.8922454833984,0,0,-75.75,52.25,20,SSP5-RCP8.5,0
281.8953521728516,0,0,-75.75,52.75,23,SSP5-RCP8.5,0
282.2393493652344,0,0,-75.75,53.25,24,SSP5-RCP8.5,0
281.0985626220703,0,0,-75.75,53.75,21,SSP5-RCP8.5,0
280.672265625,0,0,-75.75,53.75,24,SSP5-RCP8.5,0
279.73432006835935,0,0,-75.75,54.25,16,SSP5-RCP8.5,0
279.5965515136719,0,0,-75.75,54.75,20,SSP5-RCP8.5,0
285.290283203125,2,0,-75.25,49.75,17,SSP5-RCP8.5,0
283.14772033691406,2,0,-75.25,50.75,16,SSP5-RCP8.5,0
283.7760437011719,2,0,-75.25,50.75,17,SSP5-RCP8.5,0
283.58726196289064,2,2,-75.25,50.75,24,SSP5-RCP8.5,0.1505149978319906
283.1397308349609,0,0,-75.25,51.25,24,SSP5-RCP8.5,0
282.1171813964844,0,0,-75.25,51.75,22,SSP5-RCP8.5,0
282.33091735839844,0,0,-75.25,53.25,20,SSP5-RCP8.5,0
281.25352478027344,0,0,-75.25,53.25,24,SSP5-RCP8.5,0
280.4673736572266,0,0,-75.25,53.75,16,SSP5-RCP8.5,0
280.2751983642578,0,0,-75.25,54.25,16,SSP5-RCP8.5,0
280.2893310546875,0,0,-75.25,54.25,23,SSP5-RCP8.5,0
280.4338409423828,0,0,-75.25,54.75,17,SSP5-RCP8.5,0
280.5559600830078,0,0,-75.25,54.75,19,SSP5-RCP8.5,0
280.5108123779297,0,0,-75.25,54.75,21,SSP5-RCP8.5,0
284.20301513671876,2,4,-74.75,49.75,23,SSP5-RCP8.5,0.3010299956639812
282.71648864746095,0,0,-74.75,51.25,19,SSP5-RCP8.5,0
280.92689208984376,0,0,-74.75,52.25,24,SSP5-RCP8.5,0
280.52594299316405,0,0,-74.75,52.75,16,SSP5-RCP8.5,0
279.6637237548828,0,0,-74.75,54.75,19,SSP5-RCP8.5,0
278.95326843261716,0,0,-74.75,55.25,24,SSP5-RCP8.5,0
282.43152770996096,0,0,-74.25,51.25,21,SSP5-RCP8.5,0
281.64154663085935,0,0,-74.25,51.75,17,SSP5-RCP8.5,0
280.5525726318359,0,0,-74.25,53.25,19,SSP5-RCP8.5,0
280.4364776611328,0,0,-74.25,53.75,18,SSP5-RCP8.5,0
280.45567932128904,0,0,-74.25,53.75,21,SSP5-RCP8.5,0
280.01589050292966,0,0,-74.25,54.25,19,SSP5-RCP8.5,0
279.8211700439453,0,0,-74.25,54.25,24,SSP5-RCP8.5,0
279.42608032226565,0,0,-74.25,54.75,20,SSP5-RCP8.5,0
284.62708435058596,2,0,-73.75,49.75,23,SSP5-RCP8.5,0
283.3167236328125,2,0,-73.75,50.25,16,SSP5-RCP8.5,0
282.73020935058594,0,0,-73.75,51.25,18,SSP5-RCP8.5,0
282.3276062011719,0,0,-73.75,51.25,22,SSP5-RCP8.5,0
280.5005187988281,0,0,-73.75,53.75,19,SSP5-RCP8.5,0
280.11679992675784,0,0,-73.75,53.75,20,SSP5-RCP8.5,0
284.97431030273435,2,2,-73.25,49.25,19,SSP5-RCP8.5,0.1505149978319906
283.8537628173828,2,2,-73.25,49.75,19,SSP5-RCP8.5,0.1505149978319906
283.8537628173828,2,5,-73.25,49.75,24,SSP5-RCP8.5,0.34948500216800943
283.81223754882814,2,0,-73.25,50.25,24,SSP5-RCP8.5,0
283.2832885742188,0,0,-73.25,51.25,19,SSP5-RCP8.5,0
281.0114990234375,0,0,-73.25,52.75,19,SSP5-RCP8.5,0
279.32969055175784,0,0,-73.25,54.25,20,SSP5-RCP8.5,0
282.8117401123047,0,0,-72.75,50.25,18,SSP5-RCP8.5,0
283.1334625244141,0,0,-72.75,50.25,21,SSP5-RCP8.5,0
282.75184326171876,0,0,-72.75,50.75,18,SSP5-RCP8.5,0
282.99664611816405,0,0,-72.75,51.25,20,SSP5-RCP8.5,0
282.30011596679685,0,0,-72.75,51.25,24,SSP5-RCP8.5,0
282.6014373779297,0,0,-72.75,51.75,17,SSP5-RCP8.5,0
281.6504272460937,0,0,-72.75,51.75,21,SSP5-RCP8.5,0
281.72393188476565,0,0,-72.75,51.75,23,SSP5-RCP8.5,0
279.7751922607422,0,0,-72.75,52.75,24,SSP5-RCP8.5,0
285.10935974121094,2,0,-72.25,49.25,20,SSP5-RCP8.5,0
285.29612426757814,2,0,-72.25,49.75,24,SSP5-RCP8.5,0
283.7193206787109,0,0,-72.25,50.25,17,SSP5-RCP8.5,0
281.6233154296875,0,0,-72.25,51.25,24,SSP5-RCP8.5,0
281.51463623046874,0,0,-72.25,51.75,16,SSP5-RCP8.5,0
280.956689453125,0,0,-72.25,53.25,19,SSP5-RCP8.5,0
279.7688690185547,0,0,-72.25,53.75,16,SSP5-RCP8.5,0
282.58447265625,0,0,-71.75,50.25,19,SSP5-RCP8.5,0
281.2835632324219,0,0,-71.75,51.25,18,SSP5-RCP8.5,0
280.8642211914063,0,0,-71.75,51.75,19,SSP5-RCP8.5,0
281.079052734375,0,0,-71.75,51.75,22,SSP5-RCP8.5,0
283.6906280517578,0,0,-71.25,49.25,23,SSP5-RCP8.5,0
282.27032165527345,0,0,-71.25,50.75,17,SSP5-RCP8.5,0
284.7590087890625,2,0,-70.75,48.75,16,SSP5-RCP8.5,0
283.129736328125,0,0,-70.75,50.75,24,SSP5-RCP8.5,0
281.1235870361328,0,0,-70.75,51.75,16,SSP5-RCP8.5,0
285.0764953613281,0,0,-70.25,49.25,23,SSP5-RCP8.5,0
282.2540740966797,0,0,-70.25,51.25,22,SSP5-RCP8.5,0
283.42775268554686,0,0,-69.75,49.75,21,SSP5-RCP8.5,0
283.97755432128906,0,0,-69.75,50.25,16,SSP5-RCP8.5,0
282.1678161621094,0,0,-69.75,50.75,18,SSP5-RCP8.5,0
281.4768310546875,0,0,-69.75,50.75,22,SSP5-RCP8.5,0
282.4517517089844,0,0,-69.75,50.75,24,SSP5-RCP8.5,0
282.2453216552734,0,0,-69.75,51.75,16,SSP5-RCP8.5,0
280.1938934326172,0,0,-69.75,53.75,24,SSP5-RCP8.5,0
279.27862243652345,0,0,-69.75,54.25,16,SSP5-RCP8.5,0
279.43805236816405,0,0,-69.75,54.25,17,SSP5-RCP8.5,0
279.8259643554687,0,0,-69.75,54.25,19,SSP5-RCP8.5,0
285.5198150634766,0,0,-69.25,49.25,18,SSP5-RCP8.5,0
284.1553009033203,0,0,-69.25,50.25,24,SSP5-RCP8.5,0
282.1294921875,0,0,-69.25,50.75,23,SSP5-RCP8.5,0
283.03285522460936,0,0,-69.25,51.25,17,SSP5-RCP8.5,0
