s,age,PFT,relative_mean
Control,119,Conifers (other),0.21255847497395514
Control,119,Pioneering broadleaf,0.26239478598879906
Control,119,Needleleaf evergreen,0.4245609758656166
Control,120,Non-tree V.,0.08746131361298527
Control,120,Temperate broadleaf,0.014675718304390899
Control,120,Conifers (other),0.2113486556660274
Control,120,Pioneering broadleaf,0.25938170574618946
Control,120,Needleleaf evergreen,0.4271326066704064
Control,121,Non-tree V.,0.089085585572683465
Control,121,Temperate broadleaf,0.016404457268571388
Control,121,Conifers (other),0.2088533942958196
Control,121,Pioneering broadleaf,0.2574530825220953
Control,121,Needleleaf evergreen,0.42820348034083067
Control,122,Non-tree V.,0.09178424700292553
Control,122,Temperate broadleaf,0.01685594745938804
Control,122,Conifers (other),0.20938870461407882
Control,122,Pioneering broadleaf,0.2537780613466168
Control,122,Needleleaf evergreen,0.4281930395769908
Control,123,Non-tree V.,0.0890854010629235
Control,123,Temperate broadleaf,0.015234553102460231
Control,123,Conifers (other),0.2103509751391046
Control,123,Pioneering broadleaf,0.2544820178273816
Control,123,Needleleaf evergreen,0.4308470528681303
Control,124,Non-tree V.,0.09570301278806835
Control,124,Temperate broadleaf,0.013791676529195333
Control,124,Conifers (other),0.2114216771260712
Control,124,Pioneering broadleaf,0.24174746905861916
Control,124,Needleleaf evergreen,0.43733616449804597
Control,125,Non-tree V.,0.09422814589575794
Control,125,Temperate broadleaf,0.006117874331881593
Control,125,Conifers (other),0.20420777213810587
Control,125,Pioneering broadleaf,0.25422477283074724
Control,125,Needleleaf evergreen,0.44122143480350734
SSP1-RCP2.6,0,Non-tree V.,0
SSP1-RCP2.6,0,Temperate broadleaf,0
SSP1-RCP2.6,0,Conifers (other),0
SSP1-RCP2.6,0,Pioneering broadleaf,0
SSP1-RCP2.6,0,Needleleaf evergreen,0
SSP1-RCP2.6,1,Non-tree V.,0
SSP1-RCP2.6,1,Temperate broadleaf,0
SSP1-RCP2.6,1,Conifers (other),0
SSP1-RCP2.6,1,Pioneering broadleaf,0
SSP1-RCP2.6,1,Needleleaf evergreen,0
SSP1-RCP2.6,2,Non-tree V.,0.9083391794189745
SSP1-RCP2.6,2,Temperate broadleaf,1.1968688029760268e-4
SSP1-RCP2.6,2,Conifers (other),0.05181988363438101
SSP1-RCP2.6,2,Pioneering broadleaf,0.033178319189598196
SSP1-RCP2.6,2,Needleleaf evergreen,0.0065429308767487974
SSP1-RCP2.6,3,Non-tree V.,0.9020863089959532
SSP1-RCP2.6,3,Temperate broadleaf,6.192063090129826e-4
SSP1-RCP2.6,3,Conifers (other),0.05278919522283281
SSP1-RCP2.6,3,Pioneering broadleaf,0.034255845010376866
SSP1-RCP2.6,3,Needleleaf evergreen,0.010249444461824252
SSP1-RCP2.6,4,Non-tree V.,0.8917199380070587
SSP1-RCP2.6,4,Temperate broadleaf,9.921207911518194e-4
SSP1-RCP2.6,4,Conifers (other),0.05683526314638084
SSP1-RCP2.6,4,Pioneering broadleaf,0.03840661970283455
SSP1-RCP2.6,4,Needleleaf evergreen,0.012046058352574038
SSP1-RCP2.6,5,Non-tree V.,0.8794432333816296
SSP1-RCP2.6,5,Temperate broadleaf,0.0012161672058528653
SSP1-RCP2.6,5,Conifers (other),0.06137028795039066
SSP1-RCP2.6,5,Pioneering broadleaf,0.044140033377000364
SSP1-RCP2.6,5,Needleleaf evergreen,0.013830278085126567
SSP1-RCP2.6,6,Non-tree V.,0.8624025959599684
SSP1-RCP2.6,6,Temperate broadleaf,0.0013885738293935082
SSP1-RCP2.6,6,Conifers (other),0.06999295889050812
SSP1-RCP2.6,6,Pioneering broadleaf,0.05002576482896941
SSP1-RCP2.6,6,Needleleaf evergreen,0.01619010649116058
SSP1-RCP2.6,7,Non-tree V.,0.8191329139115462
SSP1-RCP2.6,7,Temperate broadleaf,0.0022577492010324566
SSP1-RCP2.6,7,Conifers (other),0.07991396058363379
SSP1-RCP2.6,7,Pioneering broadleaf,0.05646676238614407
SSP1-RCP2.6,7,Needleleaf evergreen,0.0422286139176436
SSP1-RCP2.6,8,Non-tree V.,0.7939165500702344
SSP1-RCP2.6,8,Temperate broadleaf,0.0026872244252275144
SSP1-RCP2.6,8,Conifers (other),0.09151948992725495
SSP1-RCP2.6,8,Pioneering broadleaf,0.0629415807949298
SSP1-RCP2.6,8,Needleleaf evergreen,0.04893515478235339
SSP1-RCP2.6,9,Non-tree V.,0.765019234861038
SSP1-RCP2.6,9,Temperate broadleaf,0.0031463145715993172
SSP1-RCP2.6,9,Conifers (other),0.10400983189462419
SSP1-RCP2.6,9,Pioneering broadleaf,0.0701128202033666
SSP1-RCP2.6,9,Needleleaf evergreen,0.0577117984693722
SSP1-RCP2.6,10,Non-tree V.,0.7353295488163456
SSP1-RCP2.6,10,Temperate broadleaf,0.0037724776320747417
SSP1-RCP2.6,10,Conifers (other),0.11619496006880312
SSP1-RCP2.6,10,Pioneering broadleaf,0.07746177646745782
SSP1-RCP2.6,10,Needleleaf evergreen,0.0672412370153184
SSP1-RCP2.6,11,Non-tree V.,0.703804872889723
SSP1-RCP2.6,11,Temperate broadleaf,0.0044805861338301665
SSP1-RCP2.6,11,Conifers (other),0.1287671568641873
SSP1-RCP2.6,11,Pioneering broadleaf,0.08550570953711313
SSP1-RCP2.6,11,Needleleaf evergreen,0.07744167457514614
SSP1-RCP2.6,12,Non-tree V.,0.6656824523930285
SSP1-RCP2.6,12,Temperate broadleaf,0.005410795924242415
SSP1-RCP2.6,12,Conifers (other),0.13925393985011908
SSP1-RCP2.6,12,Pioneering broadleaf,0.09330208300838952
SSP1-RCP2.6,12,Needleleaf evergreen,0.09635072882422085
SSP1-RCP2.6,13,Non-tree V.,0.6323803822118855
SSP1-RCP2.6,13,Temperate broadleaf,0.00627023388419302
SSP1-RCP2.6,13,Conifers (other),0.15087916769648085
SSP1-RCP2.6,13,Pioneering broadleaf,0.102083366262929
SSP1-RCP2.6,13,Needleleaf evergreen,0.10838684994451236
SSP1-RCP2.6,14,Non-tree V.,0.598773764039329
SSP1-RCP2.6,14,Temperate broadleaf,0.0071028269297297945
SSP1-RCP2.6,14,Conifers (other),0.16199047751360407
SSP1-RCP2.6,14,Pioneering broadleaf,0.11123712749795268
SSP1-RCP2.6,14,Needleleaf evergreen,0.12089580401938395
SSP1-RCP2.6,15,Non-tree V.,0.5663009810511977
SSP1-RCP2.6,15,Temperate broadleaf,0.00800758040130636
SSP1-RCP2.6,15,Conifers (other),0.17205541624959406
SSP1-RCP2.6,15,Pioneering broadleaf,0.12038162340195249
SSP1-RCP2.6,15,Needleleaf evergreen,0.13325439889595
SSP1-RCP2.6,16,Non-tree V.,0.5349891795838372
SSP1-RCP2.6,16,Temperate broadleaf,0.008870832468411098
SSP1-RCP2.6,16,Conifers (other),0.1812707866806835
SSP1-RCP2.6,16,Pioneering broadleaf,0.12957771143416075
SSP1-RCP2.6,16,Needleleaf evergreen,0.14529148983290785
SSP1-RCP2.6,17,Non-tree V.,0.5032712119020014
SSP1-RCP2.6,17,Temperate broadleaf,0.009795608015533646
SSP1-RCP2.6,17,Conifers (other),0.1882252312109155
SSP1-RCP2.6,17,Pioneering broadleaf,0.1384178131870116
SSP1-RCP2.6,17,Needleleaf evergreen,0.16029013568453848
SSP1-RCP2.6,18,Non-tree V.,0.4747833957543523
SSP1-RCP2.6,18,Temperate broadleaf,0.01069480232390711
SSP1-RCP2.6,18,Conifers (other),0.19535167758237115
SSP1-RCP2.6,18,Pioneering broadleaf,0.14733118732524744
SSP1-RCP2.6,18,Needleleaf evergreen,0.17183893701412264
SSP1-RCP2.6,19,Non-tree V.,0.4480278469941884
SSP1-RCP2.6,19,Temperate broadleaf,0.011461874329842567
SSP1-RCP2.6,19,Conifers (other),0.20151367684481705
SSP1-RCP2.6,19,Pioneering broadleaf,0.15621139523877683
SSP1-RCP2.6,19,Needleleaf evergreen,0.1827852065923742
SSP1-RCP2.6,20,Non-tree V.,0.42384592406992516
SSP1-RCP2.6,20,Temperate broadleaf,0.012296506290022546
SSP1-RCP2.6,20,Conifers (other),0.2062934041276014
SSP1-RCP2.6,20,Pioneering broadleaf,0.16481250706372566
SSP1-RCP2.6,20,Needleleaf evergreen,0.19275165844872602
SSP1-RCP2.6,21,Non-tree V.,0.40094983514788096
SSP1-RCP2.6,21,Temperate broadleaf,0.012974260969795924
SSP1-RCP2.6,21,Conifers (other),0.21066071373634163
SSP1-RCP2.6,21,Pioneering broadleaf,0.17325454203974114
SSP1-RCP2.6,21,Needleleaf evergreen,0.2021606481062397
SSP1-RCP2.6,22,Non-tree V.,0.3788657406214269
SSP1-RCP2.6,22,Temperate broadleaf,0.013629459511830113
SSP1-RCP2.6,22,Conifers (other),0.21339528371084995
SSP1-RCP2.6,22,Pioneering broadleaf,0.18165869097624038
SSP1-RCP2.6,22,Needleleaf evergreen,0.21245082517965172
SSP1-RCP2.6,23,Non-tree V.,0.35865298560697934
SSP1-RCP2.6,23,Temperate broadleaf,0.014203900265029006
SSP1-RCP2.6,23,Conifers (other),0.21630259276075733
SSP1-RCP2.6,23,Pioneering broadleaf,0.19010872418322786
SSP1-RCP2.6,23,Needleleaf evergreen,0.2207317971840053
SSP1-RCP2.6,24,Non-tree V.,0.3391891593528045
SSP1-RCP2.6,24,Temperate broadleaf,0.014776271637219689
SSP1-RCP2.6,24,Conifers (other),0.21886740279539768
SSP1-RCP2.6,24,Pioneering broadleaf,0.19854474122784357
SSP1-RCP2.6,24,Needleleaf evergreen,0.22862242498673568
SSP1-RCP2.6,25,Non-tree V.,0.32096334980377933
SSP1-RCP2.6,25,Temperate broadleaf,0.015396766396086987
SSP1-RCP2.6,25,Conifers (other),0.2209257244074372
SSP1-RCP2.6,25,Pioneering broadleaf,0.2066889462957919
SSP1-RCP2.6,25,Needleleaf evergreen,0.2360252130969044
SSP1-RCP2.6,26,Non-tree V.,0.3039797835124238
SSP1-RCP2.6,26,Temperate broadleaf,0.015841643809461625
SSP1-RCP2.6,26,Conifers (other),0.2225950782777236
SSP1-RCP2.6,26,Pioneering broadleaf,0.21469903000058796
SSP1-RCP2.6,26,Needleleaf evergreen,0.24288446439980105
SSP1-RCP2.6,27,Non-tree V.,0.2879321324447444
SSP1-RCP2.6,27,Temperate broadleaf,0.0163884409884194
SSP1-RCP2.6,27,Conifers (other),0.22340197462325143
SSP1-RCP2.6,27,Pioneering broadleaf,0.22269208144766975
SSP1-RCP2.6,27,Needleleaf evergreen,0.24958537049591592
SSP1-RCP2.6,28,Non-tree V.,0.27247882301225873
SSP1-RCP2.6,28,Temperate broadleaf,0.016914081329114164
SSP1-RCP2.6,28,Conifers (other),0.22450309289372952
SSP1-RCP2.6,28,Pioneering broadleaf,0.23041832248613683
SSP1-RCP2.6,28,Needleleaf evergreen,0.2556856802787609
SSP1-RCP2.6,29,Non-tree V.,0.2578543547742427
SSP1-RCP2.6,29,Temperate broadleaf,0.017455151886710842
SSP1-RCP2.6,29,Conifers (other),0.2253506765015344
SSP1-RCP2.6,29,Pioneering broadleaf,0.23792223755414132
SSP1-RCP2.6,29,Needleleaf evergreen,0.2614175792833702
SSP1-RCP2.6,30,Non-tree V.,0.24420921671377152
SSP1-RCP2.6,30,Temperate broadleaf,0.018047702638481617
SSP1-RCP2.6,30,Conifers (other),0.22597519092331644
SSP1-RCP2.6,30,Pioneering broadleaf,0.24500928647893988
SSP1-RCP2.6,30,Needleleaf evergreen,0.2667586032454898
SSP1-RCP2.6,31,Non-tree V.,0.23100500171222615
SSP1-RCP2.6,31,Temperate broadleaf,0.018417709978314864
SSP1-RCP2.6,31,Conifers (other),0.22654092263854456
SSP1-RCP2.6,31,Pioneering broadleaf,0.25228825778873903
SSP1-RCP2.6,31,Needleleaf evergreen,0.27174810788217507
SSP1-RCP2.6,32,Non-tree V.,0.21887962293293567
SSP1-RCP2.6,32,Temperate broadleaf,0.018832598201845158
SSP1-RCP2.6,32,Conifers (other),0.22665697168898785
SSP1-RCP2.6,32,Pioneering broadleaf,0.25910581645355335
SSP1-RCP2.6,32,Needleleaf evergreen,0.27652499072267966
SSP1-RCP2.6,33,Non-tree V.,0.20708368585294384
SSP1-RCP2.6,33,Temperate broadleaf,0.019219582354065193
SSP1-RCP2.6,33,Conifers (other),0.22695083614672598
SSP1-RCP2.6,33,Pioneering broadleaf,0.2656694317746524
SSP1-RCP2.6,33,Needleleaf evergreen,0.28107646387161034
SSP1-RCP2.6,34,Non-tree V.,0.19640523059537074
SSP1-RCP2.6,34,Temperate broadleaf,0.019700023123144502
SSP1-RCP2.6,34,Conifers (other),0.22691398628189655
SSP1-RCP2.6,34,Pioneering broadleaf,0.271785161716219
SSP1-RCP2.6,34,Needleleaf evergreen,0.285195598283371
SSP1-RCP2.6,35,Non-tree V.,0.18602299666200417
SSP1-RCP2.6,35,Temperate broadleaf,0.02015452040304905
SSP1-RCP2.6,35,Conifers (other),0.22696995658408597
SSP1-RCP2.6,35,Pioneering broadleaf,0.277792684834249
SSP1-RCP2.6,35,Needleleaf evergreen,0.2890598415166103
SSP1-RCP2.6,36,Non-tree V.,0.17591857239953462
SSP1-RCP2.6,36,Temperate broadleaf,0.02070950141418396
SSP1-RCP2.6,36,Conifers (other),0.2269431019986884
SSP1-RCP2.6,36,Pioneering broadleaf,0.28360878273402074
SSP1-RCP2.6,36,Needleleaf evergreen,0.2928200414535724
SSP1-RCP2.6,37,Non-tree V.,0.16702730719234413
SSP1-RCP2.6,37,Temperate broadleaf,0.021161941547795566
SSP1-RCP2.6,37,Conifers (other),0.22653537718517447
SSP1-RCP2.6,37,Pioneering broadleaf,0.28901755542749025
SSP1-RCP2.6,37,Needleleaf evergreen,0.2962578186471973
SSP1-RCP2.6,38,Non-tree V.,0.1580845656522107
SSP1-RCP2.6,38,Temperate broadleaf,0.021477708638132514
SSP1-RCP2.6,38,Conifers (other),0.22621990542481493
SSP1-RCP2.6,38,Pioneering broadleaf,0.2946111993168939
SSP1-RCP2.6,38,Needleleaf evergreen,0.299606620967948
SSP1-RCP2.6,39,Non-tree V.,0.14963688799536592
SSP1-RCP2.6,39,Temperate broadleaf,0.02193723705658171
SSP1-RCP2.6,39,Conifers (other),0.22593674112339646
SSP1-RCP2.6,39,Pioneering broadleaf,0.2997129375728208
SSP1-RCP2.6,39,Needleleaf evergreen,0.3027761962518358
SSP1-RCP2.6,40,Non-tree V.,0.14177438139838325
SSP1-RCP2.6,40,Temperate broadleaf,0.0224077803856863
SSP1-RCP2.6,40,Conifers (other),0.2255097073065504
SSP1-RCP2.6,40,Pioneering broadleaf,0.3045724028690673
SSP1-RCP2.6,40,Needleleaf evergreen,0.3057357280403153
SSP1-RCP2.6,41,Non-tree V.,0.13409706824871398
SSP1-RCP2.6,41,Temperate broadleaf,0.022886516085255618
SSP1-RCP2.6,41,Conifers (other),0.22506154106030643
SSP1-RCP2.6,41,Pioneering broadleaf,0.3093271140428195
SSP1-RCP2.6,41,Needleleaf evergreen,0.30862776056290725
SSP1-RCP2.6,42,Non-tree V.,0.1271525129390029
SSP1-RCP2.6,42,Temperate broadleaf,0.0232404970811856
SSP1-RCP2.6,42,Conifers (other),0.22445124496653085
SSP1-RCP2.6,42,Pioneering broadleaf,0.31397719995647916
SSP1-RCP2.6,42,Needleleaf evergreen,0.31117854505679965
SSP1-RCP2.6,43,Non-tree V.,0.12023779562419931
SSP1-RCP2.6,43,Temperate broadleaf,0.023370289808517554
SSP1-RCP2.6,43,Conifers (other),0.22392163358768558
SSP1-RCP2.6,43,Pioneering broadleaf,0.31873198354978516
SSP1-RCP2.6,43,Needleleaf evergreen,0.31373829742981
SSP1-RCP2.6,44,Non-tree V.,0.11371497908544949
SSP1-RCP2.6,44,Temperate broadleaf,0.02380352556622768
SSP1-RCP2.6,44,Conifers (other),0.22336537194711772
SSP1-RCP2.6,44,Pioneering broadleaf,0.3229500130283747
SSP1-RCP2.6,44,Needleleaf evergreen,0.31616611037283227
SSP1-RCP2.6,45,Non-tree V.,0.1075447173369951
SSP1-RCP2.6,45,Temperate broadleaf,0.02439285157582743
SSP1-RCP2.6,45,Conifers (other),0.2226865443035562
SSP1-RCP2.6,45,Pioneering broadleaf,0.3268830517564939
SSP1-RCP2.6,45,Needleleaf evergreen,0.3184928350271287
SSP1-RCP2.6,46,Non-tree V.,0.10157042351987783
SSP1-RCP2.6,46,Temperate broadleaf,0.024907228253421048
SSP1-RCP2.6,46,Conifers (other),0.2220548131853931
SSP1-RCP2.6,46,Pioneering broadleaf,0.3307993769836
SSP1-RCP2.6,46,Needleleaf evergreen,0.32066815805770604
SSP1-RCP2.6,47,Non-tree V.,0.09621758595445083
SSP1-RCP2.6,47,Temperate broadleaf,0.02543344905649184
SSP1-RCP2.6,47,Conifers (other),0.22130419910698762
SSP1-RCP2.6,47,Pioneering broadleaf,0.33450781939315466
SSP1-RCP2.6,47,Needleleaf evergreen,0.32253694648891607
SSP1-RCP2.6,48,Non-tree V.,0.09079342987003851
SSP1-RCP2.6,48,Temperate broadleaf,0.025829810880083983
SSP1-RCP2.6,48,Conifers (other),0.22059399497718782
SSP1-RCP2.6,48,Pioneering broadleaf,0.33812043237092365
SSP1-RCP2.6,48,Needleleaf evergreen,0.3246623319017665
SSP1-RCP2.6,49,Non-tree V.,0.08580177350952398
SSP1-RCP2.6,49,Temperate broadleaf,0.026365028850470776
SSP1-RCP2.6,49,Conifers (other),0.2198701287126207
SSP1-RCP2.6,49,Pioneering broadleaf,0.3415215427462425
SSP1-RCP2.6,49,Needleleaf evergreen,0.326441526181143
SSP1-RCP2.6,50,Non-tree V.,0.08072126545709125
SSP1-RCP2.6,50,Temperate broadleaf,0.026873173621393236
SSP1-RCP2.6,50,Conifers (other),0.21912946631334057
SSP1-RCP2.6,50,Pioneering broadleaf,0.34502323442974264
SSP1-RCP2.6,50,Needleleaf evergreen,0.3282528601784322
SSP1-RCP2.6,51,Non-tree V.,0.07610592618491047
SSP1-RCP2.6,51,Temperate broadleaf,0.02745172168460499
SSP1-RCP2.6,51,Conifers (other),0.21831530418735146
SSP1-RCP2.6,51,Pioneering broadleaf,0.3482586607896646
SSP1-RCP2.6,51,Needleleaf evergreen,0.32986838715346556
SSP1-RCP2.6,52,Non-tree V.,0.07175065064765945
SSP1-RCP2.6,52,Temperate broadleaf,0.027995559466969827
SSP1-RCP2.6,52,Conifers (other),0.21742347936416878
SSP1-RCP2.6,52,Pioneering broadleaf,0.3514141212123328
SSP1-RCP2.6,52,Needleleaf evergreen,0.33141618930886985
SSP1-RCP2.6,53,Non-tree V.,0.06753290923574794
SSP1-RCP2.6,53,Temperate broadleaf,0.028506233532631202
SSP1-RCP2.6,53,Conifers (other),0.21657927009146494
SSP1-RCP2.6,53,Pioneering broadleaf,0.354436111702365
SSP1-RCP2.6,53,Needleleaf evergreen,0.3329454754377881
SSP1-RCP2.6,54,Non-tree V.,0.06336501712782537
SSP1-RCP2.6,54,Temperate broadleaf,0.029040021977482053
SSP1-RCP2.6,54,Conifers (other),0.2157436515856265
SSP1-RCP2.6,54,Pioneering broadleaf,0.3574343907408763
SSP1-RCP2.6,54,Needleleaf evergreen,0.33441691856819045
SSP1-RCP2.6,55,Non-tree V.,0.05954654002384165
SSP1-RCP2.6,55,Temperate broadleaf,0.02954543728296674
SSP1-RCP2.6,55,Conifers (other),0.2148824280032296
SSP1-RCP2.6,55,Pioneering broadleaf,0.3603484789770284
SSP1-RCP2.6,55,Needleleaf evergreen,0.33567711571293163
SSP1-RCP2.6,56,Non-tree V.,0.055843782313785416
SSP1-RCP2.6,56,Temperate broadleaf,0.030026181719422628
SSP1-RCP2.6,56,Conifers (other),0.2139946114543527
SSP1-RCP2.6,56,Pioneering broadleaf,0.3631213763739763
SSP1-RCP2.6,56,Needleleaf evergreen,0.337014048138464
SSP1-RCP2.6,57,Non-tree V.,0.05243372309635475
SSP1-RCP2.6,57,Temperate broadleaf,0.03051577188184257
SSP1-RCP2.6,57,Conifers (other),0.21296925131637146
SSP1-RCP2.6,57,Pioneering broadleaf,0.36585021407140395
SSP1-RCP2.6,57,Needleleaf evergreen,0.33823103963402834
SSP1-RCP2.6,58,Non-tree V.,0.049074990298813646
SSP1-RCP2.6,58,Temperate broadleaf,0.030966758215371995
SSP1-RCP2.6,58,Conifers (other),0.21206618524970225
SSP1-RCP2.6,58,Pioneering broadleaf,0.36848784032040105
SSP1-RCP2.6,58,Needleleaf evergreen,0.33940422591571096
SSP1-RCP2.6,59,Non-tree V.,0.04590416705446356
SSP1-RCP2.6,59,Temperate broadleaf,0.031404550361593
SSP1-RCP2.6,59,Conifers (other),0.2110918214558873
SSP1-RCP2.6,59,Pioneering broadleaf,0.37109732796811046
SSP1-RCP2.6,59,Needleleaf evergreen,0.3405021331599443
SSP1-RCP2.6,60,Non-tree V.,0.04288636052814457
SSP1-RCP2.6,60,Temperate broadleaf,0.03185558511317915
SSP1-RCP2.6,60,Conifers (other),0.2100209930941857
SSP1-RCP2.6,60,Pioneering broadleaf,0.3736624803922615
SSP1-RCP2.6,60,Needleleaf evergreen,0.3415745808722298
SSP1-RCP2.6,61,Non-tree V.,0.04008221902354687
SSP1-RCP2.6,61,Temperate broadleaf,0.03229362800505828
SSP1-RCP2.6,61,Conifers (other),0.20898978376504607
SSP1-RCP2.6,61,Pioneering broadleaf,0.376062212749398
SSP1-RCP2.6,61,Needleleaf evergreen,0.3425721564569513
SSP1-RCP2.6,62,Non-tree V.,0.03744210068875908
SSP1-RCP2.6,62,Temperate broadleaf,0.032745363848713814
SSP1-RCP2.6,62,Conifers (other),0.20796520163171417
SSP1-RCP2.6,62,Pioneering broadleaf,0.3783723227443313
SSP1-RCP2.6,62,Needleleaf evergreen,0.3434750110864864
SSP1-RCP2.6,63,Non-tree V.,0.034971987737299336
SSP1-RCP2.6,63,Temperate broadleaf,0.033165060267047214
SSP1-RCP2.6,63,Conifers (other),0.20688459842614587
SSP1-RCP2.6,63,Pioneering broadleaf,0.3805823153127951
SSP1-RCP2.6,63,Needleleaf evergreen,0.3443960382567141
SSP1-RCP2.6,64,Non-tree V.,0.03253737825315133
SSP1-RCP2.6,64,Temperate broadleaf,0.033590848030146885
SSP1-RCP2.6,64,Conifers (other),0.20584502157217643
SSP1-RCP2.6,64,Pioneering broadleaf,0.38278313371479555
SSP1-RCP2.6,64,Needleleaf evergreen,0.3452436184297294
SSP1-RCP2.6,65,Non-tree V.,0.03038095323790665
SSP1-RCP2.6,65,Temperate broadleaf,0.033995382816489256
SSP1-RCP2.6,65,Conifers (other),0.20478530768562833
SSP1-RCP2.6,65,Pioneering broadleaf,0.3848544827033954
SSP1-RCP2.6,65,Needleleaf evergreen,0.3459838735565773
SSP1-RCP2.6,66,Non-tree V.,0.028252296491119072
SSP1-RCP2.6,66,Temperate broadleaf,0.03440908704001547
SSP1-RCP2.6,66,Conifers (other),0.2037356442886205
SSP1-RCP2.6,66,Pioneering broadleaf,0.38695502783668784
SSP1-RCP2.6,66,Needleleaf evergreen,0.3466479443435588
SSP1-RCP2.6,67,Non-tree V.,0.0263041525391419
SSP1-RCP2.6,67,Temperate broadleaf,0.03481855942132896
SSP1-RCP2.6,67,Conifers (other),0.20252642731500783
SSP1-RCP2.6,67,Pioneering broadleaf,0.3889617113044353
SSP1-RCP2.6,67,Needleleaf evergreen,0.34738914942008914
SSP1-RCP2.6,68,Non-tree V.,0.02442287638630977
SSP1-RCP2.6,68,Temperate broadleaf,0.035209491928339935
SSP1-RCP2.6,68,Conifers (other),0.20137301728387963
SSP1-RCP2.6,68,Pioneering broadleaf,0.3909502467209275
SSP1-RCP2.6,68,Needleleaf evergreen,0.34804436768053887
SSP1-RCP2.6,69,Non-tree V.,0.022743987204861683
SSP1-RCP2.6,69,Temperate broadleaf,0.03559426595861443
SSP1-RCP2.6,69,Conifers (other),0.20029102923566147
SSP1-RCP2.6,69,Pioneering broadleaf,0.39277009216759967
SSP1-RCP2.6,69,Needleleaf evergreen,0.34860062543326165
SSP1-RCP2.6,70,Non-tree V.,0.021133206140292952
SSP1-RCP2.6,70,Temperate broadleaf,0.03594926893250839
SSP1-RCP2.6,70,Conifers (other),0.19920181713333532
SSP1-RCP2.6,70,Pioneering broadleaf,0.3945873588054383
SSP1-RCP2.6,70,Needleleaf evergreen,0.3491283489884228
SSP1-RCP2.6,71,Non-tree V.,0.019688685246547648
SSP1-RCP2.6,71,Temperate broadleaf,0.03632340282352798
SSP1-RCP2.6,71,Conifers (other),0.19804481915964198
SSP1-RCP2.6,71,Pioneering broadleaf,0.39628278199428624
SSP1-RCP2.6,71,Needleleaf evergreen,0.3496603107760012
SSP1-RCP2.6,72,Non-tree V.,0.01832648124440061
SSP1-RCP2.6,72,Temperate broadleaf,0.036685304656891085
SSP1-RCP2.6,72,Conifers (other),0.19686135542794733
SSP1-RCP2.6,72,Pioneering broadleaf,0.39796894749544537
SSP1-RCP2.6,72,Needleleaf evergreen,0.3501579111753163
SSP1-RCP2.6,73,Non-tree V.,0.017115318718191014
SSP1-RCP2.6,73,Temperate broadleaf,0.03706353717279181
SSP1-RCP2.6,73,Conifers (other),0.19562061092383282
SSP1-RCP2.6,73,Pioneering broadleaf,0.3995614939334646
SSP1-RCP2.6,73,Needleleaf evergreen,0.3506390392517216
SSP1-RCP2.6,74,Non-tree V.,0.01589588957820804
SSP1-RCP2.6,74,Temperate broadleaf,0.03742528760019626
SSP1-RCP2.6,74,Conifers (other),0.1944491258960368
SSP1-RCP2.6,74,Pioneering broadleaf,0.40116124151405486
SSP1-RCP2.6,74,Needleleaf evergreen,0.3510684554115042
SSP1-RCP2.6,75,Non-tree V.,0.014743478902041241
SSP1-RCP2.6,75,Temperate broadleaf,0.03777807020138128
SSP1-RCP2.6,75,Conifers (other),0.19333750181561166
SSP1-RCP2.6,75,Pioneering broadleaf,0.40265287388289
SSP1-RCP2.6,75,Needleleaf evergreen,0.3514880751980735
SSP1-RCP2.6,76,Non-tree V.,0.013794123852445817
SSP1-RCP2.6,76,Temperate broadleaf,0.038132888700763284
SSP1-RCP2.6,76,Conifers (other),0.1921790367740211
SSP1-RCP2.6,76,Pioneering broadleaf,0.40408798331994317
SSP1-RCP2.6,76,Needleleaf evergreen,0.3518059673528308
SSP1-RCP2.6,77,Non-tree V.,0.012841709237794596
SSP1-RCP2.6,77,Temperate broadleaf,0.038495952930354765
SSP1-RCP2.6,77,Conifers (other),0.19101922528349688
SSP1-RCP2.6,77,Pioneering broadleaf,0.40549347255036167
SSP1-RCP2.6,77,Needleleaf evergreen,0.35214963999799626
SSP1-RCP2.6,78,Non-tree V.,0.011917701048221563
SSP1-RCP2.6,78,Temperate broadleaf,0.03883262097725488
SSP1-RCP2.6,78,Conifers (other),0.18987839146551386
SSP1-RCP2.6,78,Pioneering broadleaf,0.4068170080484455
SSP1-RCP2.6,78,Needleleaf evergreen,0.35255427846056636
SSP1-RCP2.6,79,Non-tree V.,0.011070878115621867
SSP1-RCP2.6,79,Temperate broadleaf,0.03918780997826286
SSP1-RCP2.6,79,Conifers (other),0.18877342836940253
SSP1-RCP2.6,79,Pioneering broadleaf,0.40809528577732085
SSP1-RCP2.6,79,Needleleaf evergreen,0.3528725977593899
SSP1-RCP2.6,80,Non-tree V.,0.010330410704166645
SSP1-RCP2.6,80,Temperate broadleaf,0.03953090839473007
SSP1-RCP2.6,80,Conifers (other),0.18768713343348106
SSP1-RCP2.6,80,Pioneering broadleaf,0.40933715504026386
SSP1-RCP2.6,80,Needleleaf evergreen,0.3531143924273592
SSP1-RCP2.6,81,Non-tree V.,0.009625369874816575
SSP1-RCP2.6,81,Temperate broadleaf,0.039862531604407905
SSP1-RCP2.6,81,Conifers (other),0.18663904093909203
SSP1-RCP2.6,81,Pioneering broadleaf,0.4105107464704739
SSP1-RCP2.6,81,Needleleaf evergreen,0.35336231111120797
