s,age,PFT,relative_mean
Control,20,Temperate broadleaf,0.00367044317496652
Control,20,Conifers (other),0.1544827037840964
Control,20,Pioneering broadleaf,0.0775827366595502
Control,20,Needleleaf evergreen,0.14861574281843737
Control,21,Non-tree V.,0.5756535613488345
Control,21,Temperate broadleaf,0.004002145716258499
Control,21,Conifers (other),0.15963880821170612
Control,21,Pioneering broadleaf,0.0805884153821312
Control,21,Needleleaf evergreen,0.15708124556950137
Control,22,Non-tree V.,0.5587625664463391
Control,22,Temperate broadleaf,0.004323838604430647
Control,22,Conifers (other),0.16259941692987656
Control,22,Pioneering broadleaf,0.0834110417078552
Control,22,Needleleaf evergreen,0.1678673125399296
Control,23,Non-tree V.,0.5430358175079197
Control,23,Temperate broadleaf,0.004646770616190574
Control,23,Conifers (other),0.16685052028281758
Control,23,Pioneering broadleaf,0.08645848598927115
Control,23,Needleleaf evergreen,0.17597258183223224
Control,24,Non-tree V.,0.5281616157059297
Control,24,Temperate broadleaf,0.004982550193950234
Control,24,Conifers (other),0.170835115320104
Control,24,Pioneering broadleaf,0.08940318895284476
Control,24,Needleleaf evergreen,0.18358170605560262
Control,25,Non-tree V.,0.5137612781471643
Control,25,Temperate broadleaf,0.005309895669926716
Control,25,Conifers (other),0.17447616557000495
Control,25,Pioneering broadleaf,0.0924838259742766
Control,25,Needleleaf evergreen,0.19093301086705963
Control,26,Non-tree V.,0.4997562280708115
Control,26,Temperate broadleaf,0.005630690505575257
Control,26,Conifers (other),0.17788729984474605
Control,26,Pioneering broadleaf,0.09556284314559631
Control,26,Needleleaf evergreen,0.19812711466170177
Control,27,Non-tree V.,0.4867981671604453
Control,27,Temperate broadleaf,0.005957633190823318
Control,27,Conifers (other),0.17964940965093143
Control,27,Pioneering broadleaf,0.09859824619811991
Control,27,Needleleaf evergreen,0.20596072002811047
Control,28,Non-tree V.,0.47350206188324895
Control,28,Temperate broadleaf,0.006261061751372201
Control,28,Conifers (other),0.18264845558785042
Control,28,Pioneering broadleaf,0.10181432318758928
Control,28,Needleleaf evergreen,0.21273827381837013
Control,29,Non-tree V.,0.4608250414562113
Control,29,Temperate broadleaf,0.006577940742417151
Control,29,Conifers (other),0.18538108023667327
Control,29,Pioneering broadleaf,0.10511828216355616
Control,29,Needleleaf evergreen,0.2190618316295734
Control,30,Non-tree V.,0.44854395788621637
Control,30,Temperate broadleaf,0.006797878884847758
Control,30,Conifers (other),0.18800721334871026
Control,30,Pioneering broadleaf,0.10844732905650976
Control,30,Needleleaf evergreen,0.22516779705214676
Control,31,Non-tree V.,0.43663531166237146
Control,31,Temperate broadleaf,0.007111046996672587
Control,31,Conifers (other),0.19043881231449988
Control,31,Pioneering broadleaf,0.11184142369594781
Control,31,Needleleaf evergreen,0.23093758155893904
Control,32,Non-tree V.,0.4254685700981943
Control,32,Temperate broadleaf,0.007348380463076335
Control,32,Conifers (other),0.19182870583593556
Control,32,Pioneering broadleaf,0.11519417068053782
Control,32,Needleleaf evergreen,0.2371243491506868
Control,33,Non-tree V.,0.4139824181855596
Control,33,Temperate broadleaf,0.00758293389120022
Control,33,Conifers (other),0.19399690272890138
Control,33,Pioneering broadleaf,0.11861085752001511
Control,33,Needleleaf evergreen,0.24279106390275487
Control,34,Non-tree V.,0.40277717942415653
Control,34,Temperate broadleaf,0.007837732269259648
Control,34,Conifers (other),0.1960040473720975
Control,34,Pioneering broadleaf,0.12213187570990482
Control,34,Needleleaf evergreen,0.24821334145301396
Control,35,Non-tree V.,0.3916468420168236
Control,35,Temperate broadleaf,0.007880044415680038
Control,35,Conifers (other),0.1981435663859664
Control,35,Pioneering broadleaf,0.1258044913624416
Control,35,Needleleaf evergreen,0.25348923204752033
Control,36,Non-tree V.,0.3806119386349032
Control,36,Temperate broadleaf,0.008110102845038419
Control,36,Conifers (other),0.20018392545362726
Control,36,Pioneering broadleaf,0.12943125852682247
Control,36,Needleleaf evergreen,0.25862695076804104
Control,37,Non-tree V.,0.37086399739751674
Control,37,Temperate broadleaf,0.008258279915461372
Control,37,Conifers (other),0.20130121513189014
Control,37,Pioneering broadleaf,0.13310252436862602
Control,37,Needleleaf evergreen,0.2634381594149373
Control,38,Non-tree V.,0.3603649347607681
Control,38,Temperate broadleaf,0.00836309733457045
Control,38,Conifers (other),0.20315284611841508
Control,38,Pioneering broadleaf,0.13683869788896436
Control,38,Needleleaf evergreen,0.26824460012571366
Control,39,Non-tree V.,0.35019153661022523
Control,39,Temperate broadleaf,0.008496821501853396
Control,39,Conifers (other),0.20489419283102492
Control,39,Pioneering broadleaf,0.14052627117565675
Control,39,Needleleaf evergreen,0.27285535410967204
Control,40,Non-tree V.,0.340360006853801
Control,40,Temperate broadleaf,0.008575172831223355
Control,40,Conifers (other),0.20658524178412202
Control,40,Pioneering broadleaf,0.1441733458234262
Control,40,Needleleaf evergreen,0.2772704089358603
Control,41,Non-tree V.,0.33075067715962087
Control,41,Temperate broadleaf,0.008738532528484385
Control,41,Conifers (other),0.2082629690006244
Control,41,Pioneering broadleaf,0.14778034561747164
Control,41,Needleleaf evergreen,0.2814316519222317
Control,42,Non-tree V.,0.32208378476661675
Control,42,Temperate broadleaf,0.00885506112234346
Control,42,Conifers (other),0.20920981627520038
Control,42,Pioneering broadleaf,0.15131123353581757
Control,42,Needleleaf evergreen,0.28550428052845395
Control,43,Non-tree V.,0.3127729238041847
Control,43,Temperate broadleaf,0.00901977449392132
Control,43,Conifers (other),0.21082994587656112
Control,43,Pioneering broadleaf,0.15478657235318194
Control,43,Needleleaf evergreen,0.28955495970058204
Control,44,Non-tree V.,0.30360673591573606
Control,44,Temperate broadleaf,0.009131580334486274
Control,44,Conifers (other),0.21244303562886133
Control,44,Pioneering broadleaf,0.158340363990385
Control,44,Needleleaf evergreen,0.29344246035896254
Control,45,Non-tree V.,0.29477728522662433
Control,45,Temperate broadleaf,0.009277863091902911
Control,45,Conifers (other),0.21387164847105303
Control,45,Pioneering broadleaf,0.16181909955248067
Control,45,Needleleaf evergreen,0.29721827988637134
Control,46,Non-tree V.,0.2858948083466331
Control,46,Temperate broadleaf,0.009383998127265345
Control,46,Conifers (other),0.21539969422823346
Control,46,Pioneering broadleaf,0.16524134568120974
Control,46,Needleleaf evergreen,0.3010443298450891
Control,47,Non-tree V.,0.27805492844825896
Control,47,Temperate broadleaf,0.009486972530846117
Control,47,Conifers (other),0.21599906325292145
Control,47,Pioneering broadleaf,0.16876374047342127
Control,47,Needleleaf evergreen,0.3046594715229838
Control,48,Non-tree V.,0.2693489080534133
Control,48,Temperate broadleaf,0.009585222089084522
Control,48,Conifers (other),0.21746340623408145
Control,48,Pioneering broadleaf,0.17217504214811874
Control,48,Needleleaf evergreen,0.3083915977037323
Control,49,Non-tree V.,0.26082926335978274
Control,49,Temperate broadleaf,0.00965856672886157
Control,49,Conifers (other),0.21886469122191515
Control,49,Pioneering broadleaf,0.17558070490511765
Control,49,Needleleaf evergreen,0.31203095001275416
Control,50,Non-tree V.,0.25256293133850455
Control,50,Temperate broadleaf,0.00973774163562317
Control,50,Conifers (other),0.220142210782116
Control,50,Pioneering broadleaf,0.17892201296352747
Control,50,Needleleaf evergreen,0.315599279508659
Control,51,Non-tree V.,0.24446960903740225
Control,51,Temperate broadleaf,0.009812021851775765
Control,51,Conifers (other),0.22139502990672624
Control,51,Pioneering broadleaf,0.18222278362000732
Control,51,Needleleaf evergreen,0.3190647318125185
Control,52,Non-tree V.,0.23727104970411214
Control,52,Temperate broadleaf,0.009785324072413688
Control,52,Conifers (other),0.2220276808203317
Control,52,Pioneering broadleaf,0.18557756372506826
Control,52,Needleleaf evergreen,0.3223025579065035
Control,53,Non-tree V.,0.22930485680138324
Control,53,Temperate broadleaf,0.009928045519807112
Control,53,Conifers (other),0.2232505055391862
Control,53,Pioneering broadleaf,0.18874110089251925
Control,53,Needleleaf evergreen,0.3257396674755363
Control,54,Non-tree V.,0.22155236800973102
Control,54,Temperate broadleaf,0.009871566179977533
Control,54,Conifers (other),0.22422925129074392
Control,54,Pioneering broadleaf,0.19207758938428598
Control,54,Needleleaf evergreen,0.3292334013636934
Control,55,Non-tree V.,0.21404999006624364
Control,55,Temperate broadleaf,0.009841259595673042
Control,55,Conifers (other),0.22513645539822372
Control,55,Pioneering broadleaf,0.19538366547737226
Control,55,Needleleaf evergreen,0.3325528056909168
Control,56,Non-tree V.,0.2067670007153848
Control,56,Temperate broadleaf,0.00989756898333693
Control,56,Conifers (other),0.22593763808349823
Control,56,Pioneering broadleaf,0.19851940255513348
Control,56,Needleleaf evergreen,0.3358425658910782
Control,57,Non-tree V.,0.20012543240653843
Control,57,Temperate broadleaf,0.009983683658109845
Control,57,Conifers (other),0.22635832059141564
Control,57,Pioneering broadleaf,0.20152721021480474
Control,57,Needleleaf evergreen,0.3389695293575615
Control,58,Non-tree V.,0.19267231383410316
Control,58,Temperate broadleaf,0.010032178597128169
Control,58,Conifers (other),0.22728399343693584
Control,58,Pioneering broadleaf,0.20464554841365662
Control,58,Needleleaf evergreen,0.34233014194660644
Control,59,Non-tree V.,0.18536574807511402
Control,59,Temperate broadleaf,0.010148329694134045
Control,59,Conifers (other),0.2282479321868646
Control,59,Pioneering broadleaf,0.20754482730407628
Control,59,Needleleaf evergreen,0.34565733896824424
Control,60,Non-tree V.,0.17849625632928254
Control,60,Temperate broadleaf,0.01027596422077804
Control,60,Conifers (other),0.22908747946248117
Control,60,Pioneering broadleaf,0.21035051499991145
Control,60,Needleleaf evergreen,0.34875396121597985
Control,61,Non-tree V.,0.17153790436326566
Control,61,Temperate broadleaf,0.010408577080309903
Control,61,Conifers (other),0.2299556388232525
Control,61,Pioneering broadleaf,0.2131522539364758
Control,61,Needleleaf evergreen,0.35190980202512806
Control,62,Non-tree V.,0.16564041624934367
Control,62,Temperate broadleaf,0.010525700945742109
Control,62,Conifers (other),0.2302655806359461
Control,62,Pioneering broadleaf,0.21589469863875915
Control,62,Needleleaf evergreen,0.35463777975864186
Control,63,Non-tree V.,0.15907091327103715
Control,63,Temperate broadleaf,0.010658712287049437
Control,63,Conifers (other),0.23098040418611498
Control,63,Pioneering broadleaf,0.21852282010488522
Control,63,Needleleaf evergreen,0.35773132637934285
Control,64,Non-tree V.,0.15286858923801133
Control,64,Temperate broadleaf,0.01079772955915379
Control,64,Conifers (other),0.23162720565302058
Control,64,Pioneering broadleaf,0.22107229407274948
Control,64,Needleleaf evergreen,0.3605983577054942
Control,65,Non-tree V.,0.14707170303965356
Control,65,Temperate broadleaf,0.010899625356918505
Control,65,Conifers (other),0.23222545616193976
Control,65,Pioneering broadleaf,0.2235312756533946
Control,65,Needleleaf evergreen,0.3632361160165248
Control,66,Non-tree V.,0.1415100769184983
Control,66,Temperate broadleaf,0.011019437079195081
Control,66,Conifers (other),0.23264299937451222
Control,66,Pioneering broadleaf,0.22594595789924565
Control,66,Needleleaf evergreen,0.36584570495698104
Control,67,Non-tree V.,0.13718493407142632
Control,67,Temperate broadleaf,0.011147496570362642
Control,67,Conifers (other),0.23246710431468415
Control,67,Pioneering broadleaf,0.22826182772295994
Control,67,Needleleaf evergreen,0.3679028135489968
Control,68,Non-tree V.,0.1319028344593311
Control,68,Temperate broadleaf,0.011257111779992704
Control,68,Conifers (other),0.23270844729846085
Control,68,Pioneering broadleaf,0.23063180978185274
Control,68,Needleleaf evergreen,0.37046397290879224
Control,69,Non-tree V.,0.12684545884026702
Control,69,Temperate broadleaf,0.011372039928317345
Control,69,Conifers (other),0.23301436023628216
Control,69,Pioneering broadleaf,0.2328478586896049
Control,69,Needleleaf evergreen,0.37288445853395985
Control,70,Non-tree V.,0.12205014567075138
Control,70,Temperate broadleaf,0.011501950252048997
Control,70,Conifers (other),0.23335233888601453
Control,70,Pioneering broadleaf,0.23491107538748035
Control,70,Needleleaf evergreen,0.3751486660321346
Control,71,Non-tree V.,0.117455342090284
Control,71,Temperate broadleaf,0.011620347970601266
Control,71,Conifers (other),0.23352884711377767
Control,71,Pioneering broadleaf,0.2369143820221132
Control,71,Needleleaf evergreen,0.3774452570316522
Control,72,Non-tree V.,0.11391573873427813
Control,72,Temperate broadleaf,0.011749336438259548
Control,72,Conifers (other),0.2334599368342732
Control,72,Pioneering broadleaf,0.23866650566341602
Control,72,Needleleaf evergreen,0.3791726585582038
Control,73,Non-tree V.,0.10992323668995245
Control,73,Temperate broadleaf,0.011872799877340455
Control,73,Conifers (other),0.23369289208070093
Control,73,Pioneering broadleaf,0.24036775564853083
Control,73,Needleleaf evergreen,0.3811074919319046
Control,74,Non-tree V.,0.1059016975494107
Control,74,Temperate broadleaf,0.011991168087730139
Control,74,Conifers (other),0.2338070019920363
Control,74,Pioneering broadleaf,0.2420218329408722
Control,74,Needleleaf evergreen,0.38324247565838443
Control,75,Non-tree V.,0.10227232315192551
Control,75,Temperate broadleaf,0.012118575348533193
Control,75,Conifers (other),0.23366106105503254
Control,75,Pioneering broadleaf,0.24376719748372344
Control,75,Needleleaf evergreen,0.38514501918921373
Control,76,Non-tree V.,0.09865129098699872
Control,76,Temperate broadleaf,0.012235017726551254
Control,76,Conifers (other),0.23364344733459777
Control,76,Pioneering broadleaf,0.24534495475294477
Control,76,Needleleaf evergreen,0.38708946542733674
Control,77,Non-tree V.,0.09606852133594503
Control,77,Temperate broadleaf,0.012346958332052217
Control,77,Conifers (other),0.2333181401110529
Control,77,Pioneering broadleaf,0.24663783670113712
Control,77,Needleleaf evergreen,0.38859271974824255
Control,78,Non-tree V.,0.09256248466500704
Control,78,Temperate broadleaf,0.012469952487000663
Control,78,Conifers (other),0.2334864710141237
Control,78,Pioneering broadleaf,0.2478763082501762
Control,78,Needleleaf evergreen,0.39056895981212464
Control,79,Non-tree V.,0.08969673631119407
Control,79,Temperate broadleaf,0.012607954789037017
Control,79,Conifers (other),0.23337284998781022
Control,79,Pioneering broadleaf,0.24922138348008957
Control,79,Needleleaf evergreen,0.39206525166029826
Control,80,Non-tree V.,0.08695015471289297
Control,80,Temperate broadleaf,0.012732797650941081
Control,80,Conifers (other),0.23318957681425517
Control,80,Pioneering broadleaf,0.2505158114619423
Control,80,Needleleaf evergreen,0.39357583558840054
Control,81,Non-tree V.,0.0843996235624407
Control,81,Temperate broadleaf,0.012856544483203036
Control,81,Conifers (other),0.23302443859986394
Control,81,Pioneering broadleaf,0.2517245681008517
Control,81,Needleleaf evergreen,0.39495900148207375
Control,82,Non-tree V.,0.08325152862802555
Control,82,Temperate broadleaf,0.012976343666456334
Control,82,Conifers (other),0.2325648376816165
Control,82,Pioneering broadleaf,0.25268371254663735
Control,82,Needleleaf evergreen,0.3954877537056956
Control,83,Non-tree V.,0.08109180397506273
Control,83,Temperate broadleaf,0.0131024800669157
Control,83,Conifers (other),0.23241663519791572
Control,83,Pioneering broadleaf,0.2535602783831787
Control,83,Needleleaf evergreen,0.3967929786053572
Control,84,Non-tree V.,0.07894460190691227
Control,84,Temperate broadleaf,0.013056100910280696
Control,84,Conifers (other),0.23222709554590237
Control,84,Pioneering broadleaf,0.25452435020344655
Control,84,Needleleaf evergreen,0.3982120276618904
Control,85,Non-tree V.,0.07722266067250558
Control,85,Temperate broadleaf,0.013061502845060146
Control,85,Conifers (other),0.2318467040874834
Control,85,Pioneering broadleaf,0.25545106446057364
Control,85,Needleleaf evergreen,0.39933844982103484
Control,86,Non-tree V.,0.0757101478801332
Control,86,Temperate broadleaf,0.013113369564460213
Control,86,Conifers (other),0.2314236360382282
Control,86,Pioneering broadleaf,0.25626936155062197
Control,86,Needleleaf evergreen,0.40040386685321955
Control,87,Non-tree V.,0.07514515891843708
Control,87,Temperate broadleaf,0.013071688300622513
Control,87,Conifers (other),0.23045713024521894
Control,87,Pioneering broadleaf,0.2571162705223692
Control,87,Needleleaf evergreen,0.40113013390001234
Control,88,Non-tree V.,0.07348228842644612
Control,88,Temperate broadleaf,0.013014881574202903
Control,88,Conifers (other),0.2301468734785715
Control,88,Pioneering broadleaf,0.25794191447598736
Control,88,Needleleaf evergreen,0.40233442393145186
Control,89,Non-tree V.,0.0718092286640908
Control,89,Temperate broadleaf,0.01295299431698161
Control,89,Conifers (other),0.22950919369564857
Control,89,Pioneering broadleaf,0.2587569806794046
Control,89,Needleleaf evergreen,0.4038919845305355
Control,90,Non-tree V.,0.07047746430010735
Control,90,Temperate broadleaf,0.01301513923872178
Control,90,Conifers (other),0.22888042941156772
Control,90,Pioneering broadleaf,0.25943748003358624
Control,90,Needleleaf evergreen,0.40506607456090804
Control,91,Non-tree V.,0.06908427737781282
Control,91,Temperate broadleaf,0.012987744949089181
Control,91,Conifers (other),0.22849673708263032
Control,91,Pioneering broadleaf,0.26000194514412767
Control,91,Needleleaf evergreen,0.4063058829912269
Control,92,Non-tree V.,0.06897490785379795
Control,92,Temperate broadleaf,0.012917333720577347
Control,92,Conifers (other),0.2278539773158397
Control,92,Pioneering broadleaf,0.26038322940764985
Control,92,Needleleaf evergreen,0.40674713924702793
Control,93,Non-tree V.,0.06782275790511895
Control,93,Temperate broadleaf,0.012694428766262983
Control,93,Conifers (other),0.22749195710577033
Control,93,Pioneering broadleaf,0.26112967447667274
Control,93,Needleleaf evergreen,0.4078253579746076
Control,94,Non-tree V.,0.06660255871352955
Control,94,Temperate broadleaf,0.012640392657014205
Control,94,Conifers (other),0.22732030334783784
Control,94,Pioneering broadleaf,0.2615844733794906
Control,94,Needleleaf evergreen,0.40881644813055795
Control,95,Non-tree V.,0.06544563889970052
Control,95,Temperate broadleaf,0.012522311079972754
Control,95,Conifers (other),0.22687039746143975
Control,95,Pioneering broadleaf,0.2620294050251974
Control,95,Needleleaf evergreen,0.41009642376211763
Control,96,Non-tree V.,0.06436545024901183
Control,96,Temperate broadleaf,0.012628215350437266
Control,96,Conifers (other),0.22643589051147053
Control,96,Pioneering broadleaf,0.2623270203644859
Control,96,Needleleaf evergreen,0.41120759975302495
Control,97,Non-tree V.,0.06439851827140407
Control,97,Temperate broadleaf,0.012293410766201726
Control,97,Conifers (other),0.2254714661544058
Control,97,Pioneering broadleaf,0.26277799853865097
Control,97,Needleleaf evergreen,0.41193519381423077
Control,98,Non-tree V.,0.06355510803613358
Control,98,Temperate broadleaf,0.012042242681965746
Control,98,Conifers (other),0.22494752073827956
Control,98,Pioneering broadleaf,0.26310987926720736
Control,98,Needleleaf evergreen,0.41309045379599263
Control,99,Non-tree V.,0.0626492241836788
Control,99,Temperate broadleaf,0.011958806930134952
Control,99,Conifers (other),0.2244473420981858
Control,99,Pioneering broadleaf,0.2633915481991194
Control,99,Needleleaf evergreen,0.4142982831084587
Control,100,Non-tree V.,0.061965212241224664
Control,100,Temperate broadleaf,0.011891877328539819
Control,100,Conifers (other),0.22398647570284047
Control,100,Pioneering broadleaf,0.26355074237149334
Control,100,Needleleaf evergreen,0.41535089687547533
Control,101,Non-tree V.,0.06084739099657046
Control,101,Temperate broadleaf,0.011912503677271362
Control,101,Conifers (other),0.22302685931900673
Control,101,Pioneering broadleaf,0.26411718645448906
Control,101,Needleleaf evergreen,0.41668499416628785
Control,102,Non-tree V.,0.06135603358690386
Control,102,Temperate broadleaf,0.012087298506767588
Control,102,Conifers (other),0.22169841988969174
Control,102,Pioneering broadleaf,0.26491203748005476
Control,102,Needleleaf evergreen,0.4164466412822508
Control,103,Non-tree V.,0.06100924173791716
Control,103,Temperate broadleaf,0.011995895562111177
Control,103,Conifers (other),0.22065928136425214
Control,103,Pioneering broadleaf,0.26566950252908567
Control,103,Needleleaf evergreen,0.4170384898261416
Control,104,Non-tree V.,0.060020630818162495
Control,104,Temperate broadleaf,0.012186408899967811
Control,104,Conifers (other),0.21976048618218336
Control,104,Pioneering broadleaf,0.2662976180182224
Control,104,Needleleaf evergreen,0.4180341439972902
Control,105,Non-tree V.,0.05942083380441074
Control,105,Temperate broadleaf,0.012046374359424954
Control,105,Conifers (other),0.21900904788231887
Control,105,Pioneering broadleaf,0.26604644631238833
Control,105,Needleleaf evergreen,0.41946251931633316
Control,106,Non-tree V.,0.05839921616494
Control,106,Temperate broadleaf,0.012042872650236566
Control,106,Conifers (other),0.21835554992717468
Control,106,Pioneering broadleaf,0.266681102622315
Control,106,Needleleaf evergreen,0.42053887348894026
Control,107,Non-tree V.,0.05923531608674488
Control,107,Temperate broadleaf,0.011735992083895131
Control,107,Conifers (other),0.2169991529169067
Control,107,Pioneering broadleaf,0.26804447672197657
Control,107,Needleleaf evergreen,0.4199719870081808
Control,108,Non-tree V.,0.05870773306483324
Control,108,Temperate broadleaf,0.011638120842820406
Control,108,Conifers (other),0.21558581940219113
Control,108,Pioneering broadleaf,0.26871373186781244
Control,108,Needleleaf evergreen,0.4208323443880255
Control,109,Non-tree V.,0.05788325270515087
Control,109,Temperate broadleaf,0.010767047133827597
Control,109,Conifers (other),0.2148212528251007
Control,109,Pioneering broadleaf,0.2701772528836932
Control,109,Needleleaf evergreen,0.42225652664498564
Control,110,Non-tree V.,0.056806555396175684
Control,110,Temperate broadleaf,0.010105785421686017
Control,110,Conifers (other),0.21469474191243743
Control,110,Pioneering broadleaf,0.2694570942262361
Control,110,Needleleaf evergreen,0.4244379532930083
Control,111,Non-tree V.,0.0560489265667716
Control,111,Temperate broadleaf,0.009832049275517594
Control,111,Conifers (other),0.21383656936555687
Control,111,Pioneering broadleaf,0.2696458691204962
Control,111,Needleleaf evergreen,0.4267572050685611
Control,112,Non-tree V.,0.05679492145584759
Control,112,Temperate broadleaf,0.009689718671002814
Control,112,Conifers (other),0.2114721195062423
Control,112,Pioneering broadleaf,0.27199756952915427
Control,112,Needleleaf evergreen,0.42593868509078753
Control,113,Non-tree V.,0.05536330256839168
Control,113,Temperate broadleaf,0.009943649433618376
Control,113,Conifers (other),0.21364537515774623
Control,113,Pioneering broadleaf,0.2693993454234627
Control,113,Needleleaf evergreen,0.427538109276711
Control,114,Non-tree V.,0.05415231941356706
Control,114,Temperate broadleaf,0.009687460900299564
Control,114,Conifers (other),0.21234042878748813
Control,114,Pioneering broadleaf,0.2692290875707089
Control,114,Needleleaf evergreen,0.4310993690201477
Control,115,Non-tree V.,0.05269044603787804
Control,115,Temperate broadleaf,0.010092975901253031
Control,115,Conifers (other),0.21162684708975443
Control,115,Pioneering broadleaf,0.2685139160321734
Control,115,Needleleaf evergreen,0.4340006757923732
Control,116,Non-tree V.,0.052941351175522504
Control,116,Temperate broadleaf,0.009571491962104679
Control,116,Conifers (other),0.21098256312347188
Control,116,Pioneering broadleaf,0.2693324925680206
Control,116,Needleleaf evergreen,0.43457396067501175
Control,117,Non-tree V.,0.053288142166599946
Control,117,Temperate broadleaf,0.010069429850616785
Control,117,Conifers (other),0.20943192831035862
Control,117,Pioneering broadleaf,0.27062432541831766
Control,117,Needleleaf evergreen,0.43431252658271513
Control,118,Non-tree V.,0.05281579729974113
Control,118,Temperate broadleaf,0.0099533568449349
Control,118,Conifers (other),0.20869568760472051
Control,118,Pioneering broadleaf,0.27004825843283775
Control,118,Needleleaf evergreen,0.4362902539775815
Control,119,Non-tree V.,0.05325495008679218
Control,119,Temperate broadleaf,0.010300163594452972
Control,119,Conifers (other),0.20869610630538782
Control,119,Pioneering broadleaf,0.26824636356321074
