tas_smoothed,predicted_probability
278.4380828857422,0.468371967259294
277.36827087402344,0.30683228357090364
279.7449523925781,0.623627058659691
276.7240356445312,0.2236119393636816
276.9595520019531,0.25203369940696174
276.7045593261719,0.22136824856925594
276.5494384765625,0.20408300413238115
278.6072021484375,0.49305913472041446
279.0146240234375,0.5478266109317259
276.9611572265625,0.2522355297501411
276.81492919921874,0.23429919193960128
277.7270263671875,0.35973879108381296
277.58372497558594,0.33819648752658366
277.1443572998047,0.27597666288376016
277.12452087402346,0.2733391605521583
277.1020904541016,0.27037610631397163
279.1278564453125,0.5615536111484276
279.351806640625,0.5864630109041628
277.4907958984375,0.32449467313493924
275.7202941894531,0.12880187080678449
279.5451934814453,0.605673915583882
278.9257385253906,0.5365564826437582
278.4722137451172,0.47342463794125544
278.1982788085937,0.43213193492022967
277.89446411132815,0.3853481999502738
275.9716766357422,0.14869461213595442
275.5397033691406,0.1159607624325464
275.9859191894531,0.14989498181157013
279.54734497070314,0.6058768936222667
278.1737030029297,0.4283646317464801
276.05780639648435,0.1560770573045486
279.8857025146484,0.6353134398114697
279.2168914794922,0.5718208194183787
278.7863739013672,0.5180813322249324
279.2226928710937,0.5724731254646668
279.1425323486328,0.5632786428366384
279.08876647949216,0.5568974460491137
279.33421020507814,0.584614259087483
276.23784790039065,0.17248129516091587
276.63328247070314,0.21329676525522934
276.80760192871094,0.23342447785673603
276.4030334472656,0.18871967011615043
277.4725616455078,0.3218353960121778
277.3400451660156,0.30283653777910075
277.148779296875,0.2765668037305849
277.1343719482422,0.27464698251252345
275.773095703125,0.13278089248463748
277.07119140625,0.2663281896005266
276.94501953125,0.2502114374236983
276.5190063476563,0.20081375419997688
275.5556182861328,0.117045760311505
276.01414184570314,0.152297404637137
276.1835479736328,0.1673933397173218
276.03965454101564,0.15449651620549593
280.9662109375,0.7114741846319044
281.1415283203125,0.7234280774790676
278.6518920898437,0.49942072837384144
275.772119140625,0.13270635641464212
280.15931091308596,0.6562584929351368
277.2703155517578,0.2930933425610376
276.789892578125,0.23131989990058027
276.71706237792966,0.2228067305903838
277.2321014404297,0.2878337364659339
277.2309906005859,0.287681705643433
276.8269470214844,0.23573884499994283
276.9612976074219,0.2522531854855315
276.8021575927734,0.23277603814046197
276.31043395996096,0.17947496606024785
277.76744079589844,0.36588603157670857
277.4902862548828,0.3244202095335591
277.7370635986328,0.3612630033346258
276.2999298095703,0.17844919480147897
276.15367736816404,0.16464647527107662
276.2926879882813,0.1777447088436197
276.2999298095703,0.17844919480147897
277.19817810058595,0.2832130364133036
277.48301696777344,0.3233589550381877
279.5822296142578,0.6091372273620308
279.7522918701172,0.6242546336169458
279.2888244628906,0.5797629020934822
276.2228118896484,0.17106013820199817
276.2228118896484,0.17106013820199817
276.24294128417966,0.1729648434852776
276.91542358398436,0.24652798498672615
276.300537109375,0.17850837338858172
275.1879364013672,0.09414326227987085
276.60791931152346,0.210477548995331
276.81915893554685,0.23480517852643118
276.55457763671876,0.2046390295438313
276.288623046875,0.1773502372941727
276.0562255859375,0.15593888352500104
276.31996459960936,0.18040969597742912
275.0973358154297,0.08915686756229238
275.0246124267578,0.08532927768164893
274.682275390625,0.06925639118148949
274.76499633789064,0.07286063388913801
275.0246124267578,0.08532927768164893
275.8983642578125,0.14264211267372606
276.1661315917969,0.16578727983663988
275.64734802246096,0.12347378270518342
275.49583435058594,0.11301551967675076
274.79584350585935,0.07424867899706088
274.29961547851565,0.05465045985961013
276.0705810546875,0.15719735163102339
276.0814910888672,0.158159348741629
276.0588897705078,0.15617180988831963
274.8722625732422,0.07779339012257512
274.8930633544922,0.0787849181771922
275.0485534667969,0.08657248590403975
274.7075134277344,0.0703380712426485
274.86952819824216,0.07766390700122709
274.3660369873047,0.0569575752010328
275.0080993652344,0.08448131006014932
275.10572814941406,0.08960848254411631
279.08729858398436,0.5567208762564867
278.9174407958984,0.5354832529847977
278.6807922363281,0.5034939403204931
280.2946533203125,0.6659666864437539
280.272607421875,0.6644082354779427
280.25477905273436,0.663141850469405
277.0160766601563,0.2592060728714092
278.6668975830078,0.5015397147597929
279.0987152099609,0.5580908879327886
278.42076721191404,0.46579656398360925
278.5511474609375,0.48497815057650356
278.1641540527344,0.42689910097678496
278.4929931640625,0.4764845846250959
279.1268707275391,0.5614372934536495
278.87359008789065,0.529753864579953
278.70493469238284,0.5068710079897307
277.6907165527344,0.35423999332047207
277.63177490234375,0.3453696722598158
277.5709289550781,0.3362958496508997
277.1906463623047,0.28219336034220177
277.5473937988281,0.33281130273059667
277.2821472167969,0.2947333806564454
278.52622985839844,0.4813519587505407
276.9033721923828,0.24503874879581142
276.92308654785154,0.2474781370023689
276.9704223632813,0.2534025919689961
276.5686737060547,0.20616998235305628
279.4036376953125,0.5918071827508259
278.40131225585935,0.46289382471590723
278.41070251464845,0.4642960640954541
278.92242431640625,0.5361282448927793
277.6412109375,0.3467847074659179
277.2743682861328,0.2936544958866899
279.79058227539065,0.6274950568246491
279.97380981445315,0.6422869962410168
279.2595245361328,0.5765660224670219
279.5236480712891,0.6036288651818619
279.36679992675784,0.588024363846527
279.2875701904297,0.5796271060230991
279.26043090820315,0.576665693248641
278.2956817626953,0.4469831853438092
278.8572662353516,0.5275967199879606
278.4819000244141,0.47485259638237476
278.8599578857422,0.527953306430224
279.0781585693359,0.5556186663668726
278.66485290527345,0.5012514949255955
278.8181182861328,0.5223712314019587
279.02265014648435,0.5488233596292378
278.7233581542969,0.509431953584639
278.3658172607422,0.4575743034668908
279.26624755859376,0.5773041434014254
279.26624755859376,0.5773041434014254
279.26624755859376,0.5773041434014254
278.99830627441406,0.5457892767186285
277.5204315185547,0.3288379440191487
277.5709167480469,0.3362940385158268
277.7906127929688,0.36942192564427684
277.85199584960935,0.3788219848156534
278.9768829345703,0.5430926085864751
278.8783813476563,0.5303845371409122
278.20428161621095,0.4330510653112177
277.9325866699219,0.3912179547404633
277.80701599121096,0.3719294170414159
278.11452331542966,0.41926889731555317
277.6179901123047,0.3433061519680455
277.2040191650391,0.2840053837822134
277.3717529296875,0.30732721096200366
278.82932434082034,0.5238744473598361
278.3735687255859,0.4587384865653279
278.3933044433594,0.4616963177319458
278.3231903076172,0.451148985406475
278.34926452636716,0.45508381046739044
277.0365295410156,0.2618343150657518
277.294140625,0.2964013870269867
278.61717224121094,0.49448480673784
275.5170043945312,0.11442851307481113
275.2163909912109,0.09576055004259297
278.7460144042969,0.5125616134306413
279.25196228027346,0.5757324738977774
278.76357421875,0.5149720119971744
282.10548095703126,0.7911610822487799
281.2432830810547,0.7304683826901777
280.9761047363281,0.71214271734175
281.2222930908203,0.7290107743105231
281.08435974121096,0.719503924582719
281.08435974121096,0.719503924582719
281.2222930908203,0.7290107743105231
280.8212097167969,0.701731388778722
281.6798797607422,0.7611829752158352
281.29794921875,0.7342761774906179
281.3695770263672,0.7392879623897896
280.92738647460936,0.70885635954288
281.3479919433594,0.7377752141433422
280.92738647460936,0.70885635954288
280.7063018798828,0.6940445470890424
280.83751220703124,0.7028230127582862
280.4090515136719,0.6739356974920118
280.4994659423828,0.6801204884574212
280.9468597412109,0.710168326603957
280.1718048095703,0.6571697918309933
281.67682189941405,0.7609665248739226
280.95493774414064,0.7107131787460501
281.5847137451172,0.7544490408622172
281.38511962890624,0.7403784318942145
281.0143249511719,0.7147314353454385
280.2672149658203,0.6640257836121286
280.1704833984375,0.6570735662294563
280.41041870117186,0.6740298786018096
280.16777954101565,0.6568765549349818
280.3254913330078,0.6681334700405536
280.3254913330078,0.6681334700405536
279.8979095458984,0.636294293566792
280.2741973876953,0.6645209059534525
279.9291290283203,0.6387809028536487
280.91062622070314,0.707728728899043
280.117724609375,0.6532004130189449
280.2213989257813,0.6607553642795949
280.5986267089844,0.6868231360548008
280.0657562255859,0.6493217680312121
279.7544372558594,0.6244376810963175
279.79047241210935,0.6274858387818122
279.66734008789064,0.616857632434152
280.106298828125,0.6523532625945404
279.66734008789064,0.616857632434152
279.2222839355469,0.5724272128547775
279.7376251220703,0.6229984147875698
278.7632110595703,0.514922298827253
278.9595184326172,0.5408888576360059
278.80226745605466,0.5202349565524317
278.4506042480469,0.4702293377151828
278.4506042480469,0.4702293377151828
281.0671081542969,0.7183246513767503
281.7280975341797,0.7645959860180487
283.02667541503905,0.8519185924059707
281.8148712158203,0.7707343477425821
282.4165344238281,0.8125500255618805
281.02027282714846,0.715135235387274
280.7938751220703,0.6999021745108686
281.3462860107422,0.7376557429338841
280.4530883789063,0.6769585542504131
280.4209686279297,0.6747558880297051
281.73847045898435,0.7653301172880088
281.77183532714844,0.7676909590507723
282.1464324951172,0.7940120008153155
281.6581237792969,0.7596430278687886
281.8163757324219,0.770840696674966
281.99391174316406,0.7833535165973043
280.2891784667969,0.6655804176655723
279.20489196777345,0.5704650371895793
278.9835693359375,0.543936908204603
279.275390625,0.5783035698427199
278.6881896972656,0.5045312171607969
283.81915588378905,0.8956314809202851
283.843359375,0.896813810444363
282.5932861328125,0.824364506153039
282.1468444824219,0.7940406366052334
282.25233459472656,0.8013400179924431
282.5337890625,0.8204199935780564
282.3375640869141,0.8071840099273707
282.4292510986328,0.8134093816627079
281.99927673339846,0.7837301495872164
282.9019287109375,0.8442183368015856
281.38698425292966,0.7405093185459702
281.47301330566404,0.746561449100948
282.47739562988284,0.8166502638194025
282.48952026367186,0.8174632168194644
282.3795593261719,0.8100437584747795
282.1211334228516,0.792251795933724
281.22734375,0.7293612690162826
281.1250701904297,0.7222958849287695
281.3164978027344,0.735571723974587
282.01524963378904,0.7848508251217957
280.6764434814453,0.6920456474410466
280.6764434814453,0.6920456474410466
280.476123046875,0.6785315647415631
280.9049560546875,0.7073475402152247
279.82322082519534,0.6302139035826894
279.78733520507814,0.6272224222060127
279.97521057128904,0.6423959459203168
279.8175811767578,0.6297468845610128
279.9981750488281,0.644173991308606
279.837451171875,0.631387264770137
280.15964965820314,0.6562832450708247
283.9458953857422,0.9017183850800508
283.13165588378905,0.8582392843375135
282.70680236816406,0.8317905137040229
282.6522186279297,0.8282366604982967
282.5623260498047,0.822316230374371
281.8922454833984,0.7761981181650777
282.2451568603516,0.8008455587532852
281.8953521728516,0.7764172201246943
282.2393493652344,0.8004452443030989
280.96933898925784,0.7116854833914564
280.5275177001953,0.6820237431519879
281.0985626220703,0.7204765446390332
280.672265625,0.6917657940474423
280.1031158447266,0.6521167130801132
279.73432006835935,0.6227141618963691
279.3645446777344,0.587790320338769
279.5965515136719,0.610459234411934
280.170166015625,0.6570504487958241
282.6103942871094,0.8254922578203822
283.1397308349609,0.8587192126422878
283.44517822265624,0.876184078369071
282.7268981933594,0.833090748874743
282.1171813964844,0.7919765247730177
282.1418487548828,0.7936933384556593
282.30181579589845,0.8047391373920039
281.07716064453126,0.7190115266875533
282.33091735839844,0.8067301475985396
281.25352478027344,0.7311805261254557
280.92389526367185,0.7086213571868856
281.0271881103516,0.7156050508398973
280.4673736572266,0.6779346962422914
280.2751983642578,0.6645918164463342
280.2751983642578,0.6645918164463342
280.96953735351565,0.711698884877391
280.2751983642578,0.6645918164463342
280.2893310546875,0.6655911899110477
280.5108123779297,0.6808910964479694
280.4338409423828,0.6756399857698825
280.5559600830078,0.6839473557234333
280.5108123779297,0.6808910964479694
279.28614196777346,0.5794723626318345
283.3052978515625,0.8683557091796796
282.71648864746095,0.8324177907397811
282.71648864746095,0.8324177907397811
282.50542602539065,0.8185276713986136
280.92689208984376,0.7088230774934324
281.4676879882812,0.7461861317334065
280.9449096679688,0.7100368519975024
280.9413757324219,0.7097986467675295
280.3079406738281,0.6669021344111611
281.1264190673828,0.7223886037592211
280.52594299316405,0.6819170693141035
281.0524139404297,0.7173220769399412
280.8955383300781,0.7067147282603392
280.78009643554685,0.6989804828702765
281.3700256347656,0.7393194230509744
280.41875,0.6746033175412618
279.48740844726564,0.6001373064939227
279.55889892578125,0.6069631275359226
279.6637237548828,0.6165360913389177
278.95326843261716,0.5400917633021062
282.7384979248047,0.8338392271617538
282.43152770996096,0.8135630844061498
282.9738006591797,0.8486792898763433
281.64154663085935,0.758469773458524
281.99782409667966,0.7836281823073348
280.5525726318359,0.6837185540508215
280.35028381347655,0.6698650050175617
280.4364776611328,0.6758208530435996
280.45567932128904,0.677135751931759
280.56951293945315,0.6848620183253571
280.7880096435547,0.6995097952242911
280.01589050292966,0.6455353921326119
279.8211700439453,0.6300442108891907
279.42608032226565,0.5940753402365967
279.42608032226565,0.5940753402365967
283.21302490234376,0.8630335529512416
282.2630981445312,0.8020808529418089
282.37538146972656,0.80975987717246245
282.73020935058594,0.8333045563934165
282.3276062011719,0.8065039264255692
281.1889709472656,0.7267022919424742
281.8586791992187,0.773829356350365
281.6244323730469,0.7572586825821458
281.5146942138672,0.7495016030973602
280.44408264160154,0.6763420976606279
280.775830078125,0.6986951276215156
280.8927307128906,0.7065261469733324
280.4965759277344,0.6799240334570698
280.94806518554685,0.7102496087737494
280.5005187988281,0.6801920406523525
280.11679992675784,0.6531319677525899
279.85765075683594,0.6330405930583406
279.3672332763672,0.5880693029138273
283.1991027832031,0.8622198949357486
282.50816955566404,0.8187110410015662
282.48255920410156,0.816996641600251
282.36083984375,0.8087707121390201
282.20775451660154,0.7982635970112529
283.2832885742188,0.867097490854602
281.6368103027344,0.7581345863644996
281.60380859375,0.755799569999867
280.79729919433595,0.7001312507150755
280.38950500488284,0.6725867136018743
280.3813110351563,0.6720197897278664
281.0114990234375,0.7145396763304648
281.4479461669922,0.7447954892311689
280.47621765136716,0.6785380144855593
281.6371307373047,0.758157262864541
280.95213317871094,0.7105239714284264
280.1298767089844,0.6540980717807573
279.6643524169922,0.6165920281961531
279.32969055175784,0.5841365353369217
284.11461486816404,0.9094207748970133
282.8117401123047,0.8385297928428639
283.1334625244141,0.8583467392403212
282.8223358154297,0.8392031879818215
282.75184326171876,0.8346984700050548
283.1910766601562,0.8617495664667945
