age,PFT_long,relative_mean,s
34,IBS,0.44712317521223816,SSP1-RCP2.6
34,TeBS,0.0305483376134844,SSP1-RCP2.6
34,Tundra,0.12324951775840676,SSP1-RCP2.6
34,otherC,0.1771369511783154,SSP1-RCP2.6
35,BNE,0.22382639404296803,SSP1-RCP2.6
35,IBS,0.45366478898986756,SSP1-RCP2.6
35,TeBS,0.031939473251086724,SSP1-RCP2.6
35,Tundra,0.11503917760044832,SSP1-RCP2.6
35,otherC,0.17553016611562966,SSP1-RCP2.6
36,BNE,0.22568992587966677,SSP1-RCP2.6
36,IBS,0.4599951496390548,SSP1-RCP2.6
36,TeBS,0.033359081215513745,SSP1-RCP2.6
36,Tundra,0.10722055476084533,SSP1-RCP2.6
36,otherC,0.17373528850491943,SSP1-RCP2.6
37,BNE,0.22741082018086523,SSP1-RCP2.6
37,IBS,0.4660286636137612,SSP1-RCP2.6
37,TeBS,0.03471886710829938,SSP1-RCP2.6
37,Tundra,0.10007775233658087,SSP1-RCP2.6
37,otherC,0.17176389676049314,SSP1-RCP2.6
38,BNE,0.22898356107815865,SSP1-RCP2.6
38,IBS,0.4704867385642276,SSP1-RCP2.6
38,TeBS,0.03620219991664649,SSP1-RCP2.6
38,Tundra,0.09385496008931812,SSP1-RCP2.6
38,otherC,0.17047254035164933,SSP1-RCP2.6
39,BNE,0.2307359006223438,SSP1-RCP2.6
39,IBS,0.4743544562319994,SSP1-RCP2.6
39,TeBS,0.037528273870124876,SSP1-RCP2.6
39,Tundra,0.08833298675397465,SSP1-RCP2.6
39,otherC,0.16904838252155718,SSP1-RCP2.6
40,BNE,0.23225533211653912,SSP1-RCP2.6
40,IBS,0.4782404404913227,SSP1-RCP2.6
40,TeBS,0.03901315649316201,SSP1-RCP2.6
40,Tundra,0.08300568598211283,SSP1-RCP2.6
40,otherC,0.16748538491686327,SSP1-RCP2.6
41,BNE,0.23348699607326212,SSP1-RCP2.6
41,IBS,0.4817520260088942,SSP1-RCP2.6
41,TeBS,0.04047463946172496,SSP1-RCP2.6
41,Tundra,0.07790818391815489,SSP1-RCP2.6
41,otherC,0.16637815453796398,SSP1-RCP2.6
42,BNE,0.23439124268700137,SSP1-RCP2.6
42,IBS,0.4850021115591731,SSP1-RCP2.6
42,TeBS,0.0418898240540829,SSP1-RCP2.6
42,Tundra,0.07360677549038329,SSP1-RCP2.6
42,otherC,0.16511004620935935,SSP1-RCP2.6
43,BNE,0.2354761670456228,SSP1-RCP2.6
43,IBS,0.48796075549381296,SSP1-RCP2.6
43,TeBS,0.043368952279203635,SSP1-RCP2.6
43,Tundra,0.06914274560357402,SSP1-RCP2.6
43,otherC,0.16405137957778668,SSP1-RCP2.6
44,BNE,0.2364193853052744,SSP1-RCP2.6
44,IBS,0.49088903207683265,SSP1-RCP2.6
44,TeBS,0.0446242821539428,SSP1-RCP2.6
44,Tundra,0.06510431802772211,SSP1-RCP2.6
44,otherC,0.16296298243622775,SSP1-RCP2.6
45,BNE,0.2374521866524344,SSP1-RCP2.6
45,IBS,0.49333730837594614,SSP1-RCP2.6
45,TeBS,0.04586828609321183,SSP1-RCP2.6
45,Tundra,0.061431984164021104,SSP1-RCP2.6
45,otherC,0.16191023471438676,SSP1-RCP2.6
46,BNE,0.23827195871279339,SSP1-RCP2.6
46,IBS,0.4955101630090816,SSP1-RCP2.6
46,TeBS,0.04695099763101466,SSP1-RCP2.6
46,Tundra,0.058089111479783476,SSP1-RCP2.6
46,otherC,0.16117776916732693,SSP1-RCP2.6
47,BNE,0.239192252733289,SSP1-RCP2.6
47,IBS,0.497707725292642,SSP1-RCP2.6
47,TeBS,0.04806657592459537,SSP1-RCP2.6
47,Tundra,0.05471511050411451,SSP1-RCP2.6
47,otherC,0.16031833554535918,SSP1-RCP2.6
48,BNE,0.23997294669357402,SSP1-RCP2.6
48,IBS,0.499744742340564,SSP1-RCP2.6
48,TeBS,0.04934901011651372,SSP1-RCP2.6
48,Tundra,0.05157008768618795,SSP1-RCP2.6
48,otherC,0.1593632131631602,SSP1-RCP2.6
49,BNE,0.2410276646388204,SSP1-RCP2.6
49,IBS,0.5016727945472309,SSP1-RCP2.6
49,TeBS,0.05030732388048087,SSP1-RCP2.6
49,Tundra,0.04831598076903391,SSP1-RCP2.6
49,otherC,0.15867623616443338,SSP1-RCP2.6
50,BNE,0.24174662660305024,SSP1-RCP2.6
50,IBS,0.5032039465831213,SSP1-RCP2.6
50,TeBS,0.05149564913044013,SSP1-RCP2.6
50,Tundra,0.04554995989527388,SSP1-RCP2.6
50,otherC,0.15800381778811431,SSP1-RCP2.6
51,BNE,0.2422998922413527,SSP1-RCP2.6
51,IBS,0.5049828531864382,SSP1-RCP2.6
51,TeBS,0.05258176155824744,SSP1-RCP2.6
51,Tundra,0.04286358937946506,SSP1-RCP2.6
51,otherC,0.15727190363449625,SSP1-RCP2.6
52,BNE,0.24296789952450518,SSP1-RCP2.6
52,IBS,0.5069200198806701,SSP1-RCP2.6
52,TeBS,0.05339795827713691,SSP1-RCP2.6
52,Tundra,0.040383811140971435,SSP1-RCP2.6
52,otherC,0.15633031117671634,SSP1-RCP2.6
53,BNE,0.24358850106322608,SSP1-RCP2.6
53,IBS,0.5086316692267531,SSP1-RCP2.6
53,TeBS,0.0541669472973589,SSP1-RCP2.6
53,Tundra,0.037982755922037856,SSP1-RCP2.6
53,otherC,0.15563012649062385,SSP1-RCP2.6
54,BNE,0.24413063061440923,SSP1-RCP2.6
54,IBS,0.5100000813948099,SSP1-RCP2.6
54,TeBS,0.05507198190865893,SSP1-RCP2.6
54,Tundra,0.035801886547201386,SSP1-RCP2.6
54,otherC,0.15499541953492096,SSP1-RCP2.6
55,BNE,0.24478637691367588,SSP1-RCP2.6
55,IBS,0.5115807570265587,SSP1-RCP2.6
55,TeBS,0.0559972470104907,SSP1-RCP2.6
55,Tundra,0.03339358463385973,SSP1-RCP2.6
55,otherC,0.15424203441541523,SSP1-RCP2.6
56,BNE,0.2452658957540621,SSP1-RCP2.6
56,IBS,0.5127423158878599,SSP1-RCP2.6
56,TeBS,0.05676186456010551,SSP1-RCP2.6
56,Tundra,0.03129981464056218,SSP1-RCP2.6
56,otherC,0.15393010915741037,SSP1-RCP2.6
57,BNE,0.24592779307572965,SSP1-RCP2.6
57,IBS,0.5136997758009424,SSP1-RCP2.6
57,TeBS,0.05760131232303061,SSP1-RCP2.6
57,Tundra,0.029429242704782844,SSP1-RCP2.6
57,otherC,0.15334187609551497,SSP1-RCP2.6
58,BNE,0.2461765818942261,SSP1-RCP2.6
58,IBS,0.5157763769797394,SSP1-RCP2.6
58,TeBS,0.05734017012581401,SSP1-RCP2.6
58,Tundra,0.027738013778607806,SSP1-RCP2.6
58,otherC,0.1529688572216133,SSP1-RCP2.6
59,BNE,0.24669034801811882,SSP1-RCP2.6
59,IBS,0.5168155069252808,SSP1-RCP2.6
59,TeBS,0.058041218561001695,SSP1-RCP2.6
59,Tundra,0.02593180454491556,SSP1-RCP2.6
59,otherC,0.15252112195068337,SSP1-RCP2.6
60,BNE,0.2473965214303432,SSP1-RCP2.6
60,IBS,0.517399682784491,SSP1-RCP2.6
60,TeBS,0.058754971756976505,SSP1-RCP2.6
60,Tundra,0.024489967986142135,SSP1-RCP2.6
60,otherC,0.15195885604204715,SSP1-RCP2.6
61,BNE,0.24799461563211764,SSP1-RCP2.6
61,IBS,0.5184950975915288,SSP1-RCP2.6
61,TeBS,0.056773454153772676,SSP1-RCP2.6
61,Tundra,0.023211914047967463,SSP1-RCP2.6
61,otherC,0.1515447205548109,SSP1-RCP2.6
62,BNE,0.24846245891237526,SSP1-RCP2.6
62,IBS,0.5191804474592651,SSP1-RCP2.6
62,TeBS,0.05745588809097883,SSP1-RCP2.6
62,Tundra,0.022843270957303756,SSP1-RCP2.6
62,otherC,0.15106783557017642,SSP1-RCP2.6
63,BNE,0.24896571499658904,SSP1-RCP2.6
63,IBS,0.519783883483958,SSP1-RCP2.6
63,TeBS,0.05818047670506297,SSP1-RCP2.6
63,Tundra,0.021447957575503298,SSP1-RCP2.6
63,otherC,0.15063186822898536,SSP1-RCP2.6
64,BNE,0.24936672784992334,SSP1-RCP2.6
64,IBS,0.5206220539199418,SSP1-RCP2.6
64,TeBS,0.0577572568495736,SSP1-RCP2.6
64,Tundra,0.020168553047437917,SSP1-RCP2.6
64,otherC,0.15010521031332122,SSP1-RCP2.6
65,BNE,0.24994760499833427,SSP1-RCP2.6
65,IBS,0.5210794624461018,SSP1-RCP2.6
65,TeBS,0.05735020329855069,SSP1-RCP2.6
65,Tundra,0.019029237352286635,SSP1-RCP2.6
65,otherC,0.1496231948750234,SSP1-RCP2.6
66,BNE,0.2505149308287974,SSP1-RCP2.6
66,IBS,0.5231373292986855,SSP1-RCP2.6
66,TeBS,0.05616181186725338,SSP1-RCP2.6
66,Tundra,0.01782278385808027,SSP1-RCP2.6
66,otherC,0.1493928471174813,SSP1-RCP2.6
67,BNE,0.25215997002600526,SSP1-RCP2.6
67,IBS,0.5256799009275877,SSP1-RCP2.6
67,TeBS,0.05380161742300747,SSP1-RCP2.6
67,Tundra,0.017248593721825467,SSP1-RCP2.6
67,otherC,0.149129719881772,SSP1-RCP2.6
68,BNE,0.2530283695591426,SSP1-RCP2.6
68,IBS,0.5262260254241268,SSP1-RCP2.6
68,TeBS,0.05286701031790733,SSP1-RCP2.6
68,Tundra,0.016208511909999602,SSP1-RCP2.6
68,otherC,0.14869978575912074,SSP1-RCP2.6
69,BNE,0.2534181069663978,SSP1-RCP2.6
69,IBS,0.5276175679311536,SSP1-RCP2.6
69,TeBS,0.05149258473184969,SSP1-RCP2.6
69,Tundra,0.015956244026585242,SSP1-RCP2.6
69,otherC,0.1485451993143104,SSP1-RCP2.6
70,BNE,0.2540358890013329,SSP1-RCP2.6
70,IBS,0.5282107254458284,SSP1-RCP2.6
70,TeBS,0.051972138824341194,SSP1-RCP2.6
70,Tundra,0.015891431476479628,SSP1-RCP2.6
70,otherC,0.14790961723221543,SSP1-RCP2.6
71,BNE,0.2545256749715095,SSP1-RCP2.6
71,IBS,0.528686210712304,SSP1-RCP2.6
71,TeBS,0.05156125036184989,SSP1-RCP2.6
71,Tundra,0.015976965867502937,SSP1-RCP2.6
71,otherC,0.14726970006703163,SSP1-RCP2.6
72,BNE,0.2563975853224148,SSP1-RCP2.6
72,IBS,0.5302962015265561,SSP1-RCP2.6
72,TeBS,0.05123203244826559,SSP1-RCP2.6
72,Tundra,0.015190798063336066,SSP1-RCP2.6
72,otherC,0.14688338263942807,SSP1-RCP2.6
73,BNE,0.256689738300804,SSP1-RCP2.6
73,IBS,0.5310824412404538,SSP1-RCP2.6
73,TeBS,0.049843497916323684,SSP1-RCP2.6
73,Tundra,0.014583626252087594,SSP1-RCP2.6
73,otherC,0.14780069629033094,SSP1-RCP2.6
74,BNE,0.25717021011716484,SSP1-RCP2.6
74,IBS,0.5318202571722578,SSP1-RCP2.6
74,TeBS,0.04869914133573799,SSP1-RCP2.6
74,Tundra,0.013916294786272567,SSP1-RCP2.6
74,otherC,0.1483940965885668,SSP1-RCP2.6
75,BNE,0.25771989156770947,SSP1-RCP2.6
75,IBS,0.532313012077003,SSP1-RCP2.6
75,TeBS,0.04911207119665058,SSP1-RCP2.6
75,Tundra,0.013307987186436953,SSP1-RCP2.6
75,otherC,0.1475470379722006,SSP1-RCP2.6
76,BNE,0.2582161097381395,SSP1-RCP2.6
76,IBS,0.532765729631826,SSP1-RCP2.6
76,TeBS,0.049578621482824235,SSP1-RCP2.6
76,Tundra,0.01258703125205963,SSP1-RCP2.6
76,otherC,0.14685250789515056,SSP1-RCP2.6
77,BNE,0.2590037653672086,SSP1-RCP2.6
77,IBS,0.5331885181950592,SSP1-RCP2.6
77,TeBS,0.04899260021973121,SSP1-RCP2.6
77,Tundra,0.01299993422627807,SSP1-RCP2.6
77,otherC,0.14581518199172283,SSP1-RCP2.6
78,BNE,0.2596527941994776,SSP1-RCP2.6
78,IBS,0.5337006029266365,SSP1-RCP2.6
78,TeBS,0.04939973179508646,SSP1-RCP2.6
78,Tundra,0.012242439778080982,SSP1-RCP2.6
78,otherC,0.14500443130071858,SSP1-RCP2.6
79,BNE,0.26034610669604036,SSP1-RCP2.6
79,IBS,0.5341486608533749,SSP1-RCP2.6
79,TeBS,0.04972277117495034,SSP1-RCP2.6
79,Tundra,0.011728246756077287,SSP1-RCP2.6
79,otherC,0.1440542145195571,SSP1-RCP2.6
80,BNE,0.26088056966347484,SSP1-RCP2.6
80,IBS,0.5345272787769668,SSP1-RCP2.6
80,TeBS,0.050204729992495464,SSP1-RCP2.6
80,Tundra,0.011113449447066496,SSP1-RCP2.6
80,otherC,0.14327397211999576,SSP1-RCP2.6
81,BNE,0.26129891558373325,SSP1-RCP2.6
81,IBS,0.5350654212943653,SSP1-RCP2.6
81,TeBS,0.04962545261571945,SSP1-RCP2.6
81,Tundra,0.011636016141520995,SSP1-RCP2.6
81,otherC,0.1423741943646611,SSP1-RCP2.6
82,BNE,0.261874174139972,SSP1-RCP2.6
82,IBS,0.5354765960173664,SSP1-RCP2.6
82,TeBS,0.04995067451785563,SSP1-RCP2.6
82,Tundra,0.011029213108734497,SSP1-RCP2.6
82,otherC,0.14166934221607122,SSP1-RCP2.6
83,BNE,0.2622611495643769,SSP1-RCP2.6
83,IBS,0.5359151028230237,SSP1-RCP2.6
83,TeBS,0.05033635841086627,SSP1-RCP2.6
83,Tundra,0.010394558437634614,SSP1-RCP2.6
83,otherC,0.14109283076409768,SSP1-RCP2.6
84,BNE,0.2627663722552035,SSP1-RCP2.6
84,IBS,0.5362757111196876,SSP1-RCP2.6
84,TeBS,0.05074857449982918,SSP1-RCP2.6
84,Tundra,0.009799944850098443,SSP1-RCP2.6
84,otherC,0.14040939727518204,SSP1-RCP2.6
85,BNE,0.26325344728314887,SSP1-RCP2.6
85,IBS,0.5368923024287523,SSP1-RCP2.6
85,TeBS,0.05097732065200666,SSP1-RCP2.6
85,Tundra,0.009156354805068294,SSP1-RCP2.6
85,otherC,0.13972057483102357,SSP1-RCP2.6
86,BNE,0.2636818625824101,SSP1-RCP2.6
86,IBS,0.5371858793687682,SSP1-RCP2.6
86,TeBS,0.05135734506261433,SSP1-RCP2.6
86,Tundra,0.008546472836288227,SSP1-RCP2.6
86,otherC,0.1392284401499194,SSP1-RCP2.6
87,BNE,0.2642341438456382,SSP1-RCP2.6
87,IBS,0.537714252497869,SSP1-RCP2.6
87,TeBS,0.05170722609881157,SSP1-RCP2.6
87,Tundra,0.007847457754706626,SSP1-RCP2.6
87,otherC,0.13849691980297385,SSP1-RCP2.6
88,BNE,0.26468998232466406,SSP1-RCP2.6
88,IBS,0.5378918568621317,SSP1-RCP2.6
88,TeBS,0.051975912316291846,SSP1-RCP2.6
88,Tundra,0.007437441577263337,SSP1-RCP2.6
88,otherC,0.1380048069196492,SSP1-RCP2.6
89,BNE,0.26507080315283343,SSP1-RCP2.6
89,IBS,0.5383952245732203,SSP1-RCP2.6
89,TeBS,0.052349521954428165,SSP1-RCP2.6
89,Tundra,0.006838810661202362,SSP1-RCP2.6
89,otherC,0.13734563965831492,SSP1-RCP2.6
90,BNE,0.26524248449080273,SSP1-RCP2.6
90,IBS,0.5387465131163314,SSP1-RCP2.6
90,TeBS,0.05263806506002178,SSP1-RCP2.6
90,Tundra,0.006544390923747667,SSP1-RCP2.6
90,otherC,0.13682854640909678,SSP1-RCP2.6
91,BNE,0.2657136468674087,SSP1-RCP2.6
91,IBS,0.5390083489844238,SSP1-RCP2.6
91,TeBS,0.05299915396209822,SSP1-RCP2.6
91,Tundra,0.006155990650061988,SSP1-RCP2.6
91,otherC,0.13612285953600714,SSP1-RCP2.6
92,BNE,0.2661671762676395,SSP1-RCP2.6
92,IBS,0.539347176658384,SSP1-RCP2.6
92,TeBS,0.05227702678060711,SSP1-RCP2.6
92,Tundra,0.005886940056220317,SSP1-RCP2.6
92,otherC,0.13533158122724762,SSP1-RCP2.6
93,BNE,0.26637155702168464,SSP1-RCP2.6
93,IBS,0.5397256869294532,SSP1-RCP2.6
93,TeBS,0.051556680318928946,SSP1-RCP2.6
93,Tundra,0.005598722196841115,SSP1-RCP2.6
93,otherC,0.13476715551329008,SSP1-RCP2.6
94,BNE,0.2667342377816348,SSP1-RCP2.6
94,IBS,0.5398936065842659,SSP1-RCP2.6
94,TeBS,0.05195511607015378,SSP1-RCP2.6
94,Tundra,0.005443088454025534,SSP1-RCP2.6
94,otherC,0.13399375309011824,SSP1-RCP2.6
95,BNE,0.26715343608346886,SSP1-RCP2.6
95,IBS,0.5403469952441343,SSP1-RCP2.6
95,TeBS,0.05193495238113604,SSP1-RCP2.6
95,Tundra,0.005212690849419369,SSP1-RCP2.6
95,otherC,0.13337172742203945,SSP1-RCP2.6
96,BNE,0.2676726247135661,SSP1-RCP2.6
96,IBS,0.5402329648626234,SSP1-RCP2.6
96,TeBS,0.052358789513628046,SSP1-RCP2.6
96,Tundra,0.006010928375653691,SSP1-RCP2.6
96,otherC,0.13273459352462727,SSP1-RCP2.6
97,BNE,0.26838688304746966,SSP1-RCP2.6
97,IBS,0.5405634585288576,SSP1-RCP2.6
97,TeBS,0.05265728858073698,SSP1-RCP2.6
97,Tundra,0.005997611081837018,SSP1-RCP2.6
97,otherC,0.13239475876109877,SSP1-RCP2.6
98,BNE,0.2686289286884784,SSP1-RCP2.6
98,IBS,0.5406227179877684,SSP1-RCP2.6
98,TeBS,0.05287702907222112,SSP1-RCP2.6
98,Tundra,0.005749385669606651,SSP1-RCP2.6
98,otherC,0.13212193858192578,SSP1-RCP2.6
99,BNE,0.2689445519815577,SSP1-RCP2.6
99,IBS,0.5406093951127646,SSP1-RCP2.6
99,TeBS,0.053083723198495414,SSP1-RCP2.6
99,Tundra,0.00573778202204919,SSP1-RCP2.6
99,otherC,0.13162454768513338,SSP1-RCP2.6
100,BNE,0.2694117347309164,SSP1-RCP2.6
100,IBS,0.5402674070572705,SSP1-RCP2.6
100,TeBS,0.05339813636439986,SSP1-RCP2.6
100,Tundra,0.0056898123656864445,SSP1-RCP2.6
100,otherC,0.13123290948172647,SSP1-RCP2.6
0,BNE,0,SSP5-RCP8.5
0,IBS,0,SSP5-RCP8.5
0,TeBS,0,SSP5-RCP8.5
0,Tundra,0,SSP5-RCP8.5
0,otherC,0,SSP5-RCP8.5
1,BNE,0,SSP5-RCP8.5
1,IBS,0,SSP5-RCP8.5
1,TeBS,0,SSP5-RCP8.5
1,Tundra,0,SSP5-RCP8.5
1,otherC,0,SSP5-RCP8.5
2,BNE,0.00775732970102383,SSP5-RCP8.5
2,IBS,0.03779172030065552,SSP5-RCP8.5
2,TeBS,1.8471756360874094e-4,SSP5-RCP8.5
2,Tundra,0.9015616218717876,SSP5-RCP8.5
2,otherC,0.05270461056292435,SSP5-RCP8.5
3,BNE,0.011490867351128442,SSP5-RCP8.5
3,IBS,0.04108639262388606,SSP5-RCP8.5
3,TeBS,7.785785048529971e-4,SSP5-RCP8.5
3,Tundra,0.8929315899245159,SSP5-RCP8.5
3,otherC,0.05371257159561662,SSP5-RCP8.5
4,BNE,0.013495047566958138,SSP5-RCP8.5
4,IBS,0.04796928086651253,SSP5-RCP8.5
4,TeBS,0.0011674005868445552,SSP5-RCP8.5
4,Tundra,0.8785369758757673,SSP5-RCP8.5
4,otherC,0.05883129510391751,SSP5-RCP8.5
5,BNE,0.015717538187579164,SSP5-RCP8.5
5,IBS,0.05814698866870246,SSP5-RCP8.5
5,TeBS,0.0015935793158455107,SSP5-RCP8.5
5,Tundra,0.8577511979539778,SSP5-RCP8.5
5,otherC,0.06679069587389504,SSP5-RCP8.5
6,BNE,0.018256774053640453,SSP5-RCP8.5
6,IBS,0.06940165872244687,SSP5-RCP8.5
6,TeBS,0.0019445873372008304,SSP5-RCP8.5
6,Tundra,0.8315056662137763,SSP5-RCP8.5
6,otherC,0.07889131367293549,SSP5-RCP8.5
7,BNE,0.045031504045614526,SSP5-RCP8.5
7,IBS,0.08274478592349128,SSP5-RCP8.5
7,TeBS,0.0029414183132426687,SSP5-RCP8.5
7,Tundra,0.7775654136494689,SSP5-RCP8.5
7,otherC,0.09171687806818261,SSP5-RCP8.5
8,BNE,0.05239895067833298,SSP5-RCP8.5
8,IBS,0.09761607832266675,SSP5-RCP8.5
8,TeBS,0.0035985690010827635,SSP5-RCP8.5
8,Tundra,0.7410176831821363,SSP5-RCP8.5
8,otherC,0.10536871881578112,SSP5-RCP8.5
9,BNE,0.061491744081731185,SSP5-RCP8.5
9,IBS,0.11403500533519793,SSP5-RCP8.5
9,TeBS,0.004359419828291928,SSP5-RCP8.5
9,Tundra,0.700516595616113,SSP5-RCP8.5
9,otherC,0.119597235138666,SSP5-RCP8.5
10,BNE,0.07084518354255881,SSP5-RCP8.5
10,IBS,0.13182133960053286,SSP5-RCP8.5
10,TeBS,0.005317973220879335,SSP5-RCP8.5
10,Tundra,0.659557326803725,SSP5-RCP8.5
10,otherC,0.1324581768323039,SSP5-RCP8.5
11,BNE,0.07998786814039967,SSP5-RCP8.5
11,IBS,0.15063426664939705,SSP5-RCP8.5
11,TeBS,0.006377407053182034,SSP5-RCP8.5
11,Tundra,0.6180886103710855,SSP5-RCP8.5
11,otherC,0.14491184778593574,SSP5-RCP8.5
12,BNE,0.09599609455150203,SSP5-RCP8.5
12,IBS,0.16978845937297501,SSP5-RCP8.5
12,TeBS,0.007496112563967368,SSP5-RCP8.5
12,Tundra,0.5717831366790637,SSP5-RCP8.5
12,otherC,0.15493619683249196,SSP5-RCP8.5
13,BNE,0.10527601658207802,SSP5-RCP8.5
13,IBS,0.19023214705003913,SSP5-RCP8.5
13,TeBS,0.008744058292981943,SSP5-RCP8.5
13,Tundra,0.5309744120219159,SSP5-RCP8.5
13,otherC,0.164773366052985,SSP5-RCP8.5
14,BNE,0.11458891382176575,SSP5-RCP8.5
14,IBS,0.21133688565504227,SSP5-RCP8.5
14,TeBS,0.010027875088269775,SSP5-RCP8.5
14,Tundra,0.49100515790533966,SSP5-RCP8.5
14,otherC,0.1730411675295825,SSP5-RCP8.5
15,BNE,0.12288206603162823,SSP5-RCP8.5
15,IBS,0.23301926103731654,SSP5-RCP8.5
15,TeBS,0.011342113523180672,SSP5-RCP8.5
15,Tundra,0.45255811406376006,SSP5-RCP8.5
15,otherC,0.18019844534411447,SSP5-RCP8.5
16,BNE,0.13055643960904326,SSP5-RCP8.5
16,IBS,0.2543507391097589,SSP5-RCP8.5
16,TeBS,0.012627060218268394,SSP5-RCP8.5
16,Tundra,0.4164974394868772,SSP5-RCP8.5
16,otherC,0.1859683215760523,SSP5-RCP8.5
17,BNE,0.13980392387275242,SSP5-RCP8.5
17,IBS,0.2755479702366039,SSP5-RCP8.5
17,TeBS,0.013990367446858968,SSP5-RCP8.5
17,Tundra,0.3811950712644915,SSP5-RCP8.5
17,otherC,0.18946266717929322,SSP5-RCP8.5
18,BNE,0.14671862500788926,SSP5-RCP8.5
18,IBS,0.2963153623914905,SSP5-RCP8.5
18,TeBS,0.01523141178737837,SSP5-RCP8.5
18,Tundra,0.3491942253806926,SSP5-RCP8.5
18,otherC,0.1925403754325492,SSP5-RCP8.5
19,BNE,0.15255334625433567,SSP5-RCP8.5
19,IBS,0.31673246647001474,SSP5-RCP8.5
19,TeBS,0.0165902997143645,SSP5-RCP8.5
19,Tundra,0.319711654717788,SSP5-RCP8.5
19,otherC,0.19441223284349715,SSP5-RCP8.5
20,BNE,0.1576722723981011,SSP5-RCP8.5
20,IBS,0.33672854293220605,SSP5-RCP8.5
20,TeBS,0.017885140157483104,SSP5-RCP8.5
20,Tundra,0.2924777651837883,SSP5-RCP8.5
20,otherC,0.19523627932842152,SSP5-RCP8.5
21,BNE,0.16199301239314698,SSP5-RCP8.5
21,IBS,0.3560707064507137,SSP5-RCP8.5
21,TeBS,0.01923140353841921,SSP5-RCP8.5
21,Tundra,0.2676318044217867,SSP5-RCP8.5
21,otherC,0.19507307319593345,SSP5-RCP8.5
22,BNE,0.1662469612122936,SSP5-RCP8.5
22,IBS,0.37565618609126183,SSP5-RCP8.5
22,TeBS,0.020553427539703358,SSP5-RCP8.5
22,Tundra,0.24364307438214525,SSP5-RCP8.5
22,otherC,0.19390035077459594,SSP5-RCP8.5
23,BNE,0.17002123494951818,SSP5-RCP8.5
23,IBS,0.39353079568138616,SSP5-RCP8.5
23,TeBS,0.021723895727831136,SSP5-RCP8.5
23,Tundra,0.22209516371292656,SSP5-RCP8.5
23,otherC,0.19262890992833792,SSP5-RCP8.5
24,BNE,0.17293378875834262,SSP5-RCP8.5
24,IBS,0.41260961708347893,SSP5-RCP8.5
24,TeBS,0.02304837996262118,SSP5-RCP8.5
24,Tundra,0.20157988616384298,SSP5-RCP8.5
24,otherC,0.18982832803171443,SSP5-RCP8.5
25,BNE,0.17591621711801533,SSP5-RCP8.5
25,IBS,0.42765061071000504,SSP5-RCP8.5
25,TeBS,0.024249792037504082,SSP5-RCP8.5
25,Tundra,0.1845230291038793,SSP5-RCP8.5
25,otherC,0.18766035103059625,SSP5-RCP8.5
26,BNE,0.17802773370532934,SSP5-RCP8.5
26,IBS,0.44288523237842364,SSP5-RCP8.5
26,TeBS,0.025479177175583637,SSP5-RCP8.5
26,Tundra,0.16843481096626467,SSP5-RCP8.5
26,otherC,0.1851730457743988,SSP5-RCP8.5
27,BNE,0.18033966544077534,SSP5-RCP8.5
27,IBS,0.45603849238613775,SSP5-RCP8.5
27,TeBS,0.026857085151221805,SSP5-RCP8.5
27,Tundra,0.15449780285164125,SSP5-RCP8.5
27,otherC,0.18226695417022404,SSP5-RCP8.5
28,BNE,0.18243266811559772,SSP5-RCP8.5
28,IBS,0.4681396297904665,SSP5-RCP8.5
28,TeBS,0.028264556790321593,SSP5-RCP8.5
28,Tundra,0.14104029584859923,SSP5-RCP8.5
28,otherC,0.18012284945501514,SSP5-RCP8.5
29,BNE,0.18441609925721109,SSP5-RCP8.5
29,IBS,0.47947688418195755,SSP5-RCP8.5
29,TeBS,0.029746132732767102,SSP5-RCP8.5
29,Tundra,0.12918396207226146,SSP5-RCP8.5
29,otherC,0.177176921755803,SSP5-RCP8.5
30,BNE,0.18603238317085763,SSP5-RCP8.5
30,IBS,0.48959036233094483,SSP5-RCP8.5
30,TeBS,0.031152554278432488,SSP5-RCP8.5
30,Tundra,0.11819496192272802,SSP5-RCP8.5
30,otherC,0.17502973829703722,SSP5-RCP8.5
31,BNE,0.1876682753614675,SSP5-RCP8.5
31,IBS,0.498534514682257,SSP5-RCP8.5
31,TeBS,0.03274943431000489,SSP5-RCP8.5
31,Tundra,0.10895851005409389,SSP5-RCP8.5
31,otherC,0.17208926559217658,SSP5-RCP8.5
32,BNE,0.18887717706942592,SSP5-RCP8.5
32,IBS,0.5059582149274136,SSP5-RCP8.5
32,TeBS,0.03435224350060988,SSP5-RCP8.5
32,Tundra,0.10107616613832246,SSP5-RCP8.5
32,otherC,0.16973619836422804,SSP5-RCP8.5
33,BNE,0.19016965928591184,SSP5-RCP8.5
33,IBS,0.513076376508225,SSP5-RCP8.5
33,TeBS,0.03604560106004266,SSP5-RCP8.5
33,Tundra,0.09299887364427804,SSP5-RCP8.5
33,otherC,0.16770948950154266,SSP5-RCP8.5
34,BNE,0.19124988999189327,SSP5-RCP8.5
34,IBS,0.519668215996764,SSP5-RCP8.5
34,TeBS,0.037890743416590544,SSP5-RCP8.5
34,Tundra,0.08561984320611346,SSP5-RCP8.5
34,otherC,0.16557130738863884,SSP5-RCP8.5
35,BNE,0.19201972717393365,SSP5-RCP8.5
35,IBS,0.5253480356171918,SSP5-RCP8.5
35,TeBS,0.03982628772900185,SSP5-RCP8.5
35,Tundra,0.07946305072903508,SSP5-RCP8.5
