tas_smoothed,class,length_transient,Lon,Lat,PID,s,length_transient_trans
278.65638122558596,1,76,-94.25,55.25,23,SSP5-RCP8.5,0.9404067961403956
276.8889434814453,1,57,-89.75,55.25,18,SSP1-RCP2.6,0.8779374278362457
280.69101867675784,1,77,-84.75,50.75,17,SSP1-RCP2.6,0.9432453625862408
277.5522827148437,0,0,-68.75,50.75,21,Control,0
277.7890930175781,0,0,-61.25,52.25,17,SSP1-RCP2.6,0
276.2278198242187,2,0,-61.25,52.25,19,Control,0
280.02177734375,0,0,-57.25,49.75,20,SSP1-RCP2.6,0
281.0106658935547,2,0,-57.25,49.75,23,SSP5-RCP8.5,0
282.18572692871095,2,0,-53.75,48.25,19,SSP5-RCP8.5,0
281.02916564941404,2,0,-53.75,48.25,20,Control,0
283.41943359375,2,0,-53.75,48.25,22,SSP5-RCP8.5,0
280.99485168457034,2,0,-53.75,48.25,24,Control,0
281.38495178222655,2,0,20.25,64.25,20,SSP5-RCP8.5,0
280.85841674804686,1,48,20.25,64.25,21,SSP1-RCP2.6,0.8406206186877936
275.00636901855466,0,0,24.75,68.25,16,Control,0
274.7165161132813,0,0,24.75,68.25,18,Control,0
279.67983093261716,0,0,30.25,67.25,17,SSP5-RCP8.5,0
275.7583801269531,0,0,30.25,67.25,19,Control,0
278.88068237304685,0,0,30.25,67.25,21,SSP5-RCP8.5,0
278.69622192382815,0,0,30.25,67.25,23,SSP1-RCP2.6,0
276.2187774658203,0,0,30.25,67.25,23,Control,0
281.6629333496094,0,0,32.25,64.75,22,SSP5-RCP8.5,0
280.3815948486328,0,0,32.25,64.75,23,SSP5-RCP8.5,0
277.7247314453125,0,0,32.25,64.75,23,Control,0
283.52747802734376,2,10,38.75,58.25,16,SSP1-RCP2.6,0.5
282.5557830810547,1,80,44.75,56.75,17,Control,0.9515449934959718
280.01943054199216,1,82,51.75,63.75,20,SSP5-RCP8.5,0.9569069261918584
280.07862548828126,1,80,51.75,63.75,21,SSP1-RCP2.6,0.9515449934959718
281.0186462402344,1,85,51.75,63.75,23,SSP5-RCP8.5,0.9647094628571464
278.8409729003906,0,0,54.75,65.25,20,SSP5-RCP8.5,0
278.6734619140625,0,0,54.75,65.25,22,SSP1-RCP2.6,0
278.9097534179688,0,0,54.75,65.25,24,SSP5-RCP8.5,0
283.04762268066406,1,89,62.75,59.25,16,SSP5-RCP8.5,0.9746950033224564
281.82606811523436,1,80,62.75,59.25,19,SSP1-RCP2.6,0.9515449934959718
280.0010528564453,1,63,62.75,59.25,24,Control,0.8996702747267908
279.0942687988281,0,0,67.75,64.25,21,SSP5-RCP8.5,0
277.7936157226562,0,0,67.75,64.25,24,SSP5-RCP8.5,0
277.9869659423828,0,0,68.75,63.25,20,SSP5-RCP8.5,0
277.77455749511716,0,0,68.75,63.25,22,SSP1-RCP2.6,0
281.9613372802734,1,89,69.25,58.75,24,SSP5-RCP8.5,0.9746950033224564
275.0042724609375,0,0,69.75,64.25,16,Control,0
277.80458679199216,0,0,69.75,64.25,19,SSP5-RCP8.5,0
277.4698059082031,0,0,69.75,64.25,21,SSP1-RCP2.6,0
278.65648193359374,1,72,70.25,64.25,17,SSP5-RCP8.5,0.9286662482156344
274.9146026611328,0,0,70.25,64.25,24,Control,0
277.6284973144531,2,0,76.75,64.75,16,SSP5-RCP8.5,0
276.47047119140626,0,0,80.75,64.75,22,SSP1-RCP2.6,0
276.59808044433595,0,0,80.75,64.75,24,SSP1-RCP2.6,0
280.0276580810547,1,76,85.25,59.25,18,SSP1-RCP2.6,0.9404067961403956
278.0432891845703,0,0,85.25,59.25,18,Control,0
279.9636932373047,1,79,85.25,59.25,20,SSP1-RCP2.6,0.9488135456452208
279.9180480957031,1,74,85.25,59.25,24,SSP5-RCP8.5,0.934615859865488
280.9567352294922,1,85,100.75,54.25,19,SSP1-RCP2.6,0.9647094628571464
280.7942352294922,1,82,100.75,54.25,21,SSP1-RCP2.6,0.9569069261918584
281.46677551269534,1,87,100.75,54.25,23,SSP5-RCP8.5,0.9697596263093092
279.3197937011719,1,66,100.75,54.25,23,Control,0.9097719677709344
280.43305053710935,1,87,101.75,55.75,17,SSP5-RCP8.5,0.9697596263093092
277.67003173828124,2,0,101.75,55.75,22,Control,0
277.64195556640624,0,0,104.25,50.75,19,SSP1-RCP2.6,0
276.0460693359375,0,0,104.25,50.75,19,Control,0
275.60914611816406,0,0,104.25,50.75,20,Control,0
278.36053466796875,0,0,158.25,57.75,17,SSP5-RCP8.5,0
274.6232666015625,0,0,158.25,57.75,18,Control,0
278.3798126220703,0,0,158.25,57.75,21,SSP5-RCP8.5,0
275.263720703125,0,0,158.25,57.75,22,Control,0
