"Lon" "Lat" "Year" "BNE" "BINE" "BNS" "IBS" "TeBS" "TeNE" "C3G" "HSE" "HSS" "LSE" "LSS" "GRT" "EPDS" "SPDS" "CLM" "Total"
-122.75 59.75 2005 4.033 3.124 0 1.248 0 0 0.034 0 0.059 0 0.001 0 0 0 0 8.499
-117.25 58.75 2005 3.56 0.714 0 1.988 0 0 0.021 0 0.183 0.002 0.007 0 0 0 0 6.473
-112.75 59.75 2005 3.417 1.846 0 0.461 0 0 0.041 0 0.063 0.003 0.007 0 0 0 0 5.839
-108.25 58.75 2005 3.651 0.607 0 0.005 0 0 0.029 0 0.017 0.003 0.008 0 0 0 0 4.319
-103.25 54.75 2005 4.051 1.54 0 1.025 0 0 0.016 0 0.048 0 0.001 0 0 0 0 6.683
-97.75 56.25 2005 2.206 0.638 0 0.094 0 0 0.067 0 0.012 0.002 0.006 0 0 0 0 3.025
-93.75 57.75 2005 0.539 0.057 0 0.002 0 0 0.194 0 0.029 0.006 0.022 0 0 0 0 0.85
-89.75 49.25 2005 4.181 1.095 0 0.073 0 0 0.039 0 0.05 0.001 0.003 0 0 0 0 5.442
-86.25 51.25 2005 2.877 0.608 0 0.302 0 0 0.039 0 0.049 0.001 0.003 0 0 0 0 3.88
-82.25 50.25 2005 2.877 0.44 0 0.846 0 0 0.029 0 0.063 0 0.001 0 0 0 0 4.256
-76.75 49.75 2005 2.172 0.127 0 0.001 0 0 0.102 0 0.017 0.001 0.005 0 0 0 0 2.425
-72.75 54.25 2005 0.162 0.027 0 0 0 0 0.127 0 0.006 0.005 0.011 0 0 0 0 0.339
-65.75 50.75 2005 1.86 0.059 0 0.001 0 0 0.111 0 0.013 0.002 0.005 0 0 0 0 2.052
-58.25 51.75 2005 1.123 0.041 0 0.001 0 0 0.086 0.001 0.011 0.002 0.006 0 0 0 0 1.271
14.25 62.25 2005 3.692 0.191 0 0.001 0 0 0.044 0.02 0.015 0.003 0.006 0 0 0 0 3.972
20.75 65.25 2005 4.64 0.538 0 0.002 0 0 0.045 0.014 0.015 0.002 0.006 0 0 0 0 5.261
25.75 65.75 2005 3.407 0.715 0 0.729 0 0 0.044 0.018 0.164 0 0.001 0 0 0 0 5.078
29.25 61.75 2005 5.137 0.804 0 0.081 0.338 0 0.021 0.015 0.058 0 0.001 0 0 0 0 6.455
32.75 60.25 2005 4.358 1.513 0 1.009 0.972 0 0.021 0.009 0.041 0.002 0.006 0 0 0 0 7.932
35.75 67.75 2005 2.315 0.117 0 0 0 0 0.037 0.009 0.006 0.001 0.002 0 0 0 0 2.487
39.75 57.75 2005 4.415 0.123 0 2.483 0.001 0 0.117 0.006 0.048 0.003 0.011 0 0 0 0 7.207
42.75 65.75 2005 3.092 0.53 0 0.081 0 0 0.089 0 0.072 0.004 0.012 0 0 0 0 3.88
46.25 60.25 2005 3.761 0.428 0 1.277 0 0 0.065 0.003 0.08 0.001 0.005 0 0 0 0 5.62
49.25 62.25 2005 3.221 0.151 0 0 0 0 0.041 0 0.001 0 0.001 0 0 0 0 3.415
52.25 61.75 2005 3.254 0.408 0 0.544 0 0 0.096 0 0.063 0.003 0.01 0 0 0 0 4.379
55.25 65.75 2005 1.318 0.098 0 0.002 0 0 0.16 0 0.03 0.003 0.009 0 0 0 0 1.618
58.75 60.25 2005 1.89 0.086 0 0.001 0 0 0.081 0 0.008 0.003 0.007 0 0 0 0 2.077
61.75 60.25 2005 3.198 0.773 0 0.337 0 0 0.038 0 0.16 0.002 0.005 0 0 0 0 4.514
65.25 59.75 2005 2.984 0.661 0 1.133 0 0 0.026 0 0.109 0 0.002 0 0 0 0 4.915
68.75 58.75 2005 2.941 0.765 0 0.335 0 0 0.069 0 0.035 0.005 0.015 0 0 0 0 4.165
71.75 65.75 2005 1.17 0.041 0 0 0 0 0.13 0 0.005 0.003 0.006 0 0 0 0 1.354
75.75 60.75 2005 1.574 0.316 0 0.998 0 0 0.118 0 0.143 0.003 0.011 0 0 0 0 3.162
79.75 58.25 2005 2.749 0.275 0 1.311 0 0 0.062 0 0.055 0.002 0.008 0 0 0 0 4.463
83.75 61.25 2005 1.562 0.178 0 0.003 0 0 0.123 0 0.025 0.005 0.016 0 0 0 0 1.912
93.25 57.75 2005 2.693 0.605 0 1.481 0 0 0.044 0 0.089 0.001 0.005 0 0 0 0 4.917
102.75 52.25 2005 3.648 0.555 0 0.002 0 0 0.054 0 0.014 0.002 0.007 0 0 0 0 4.282
113.25 53.75 2005 2.412 0.869 0.004 0.011 0 0 0.075 0 0.043 0.005 0.012 0 0 0 0 3.429
139.25 53.25 2005 2.19 0.228 0 0.002 0 0 0.079 0 0.04 0.002 0.007 0 0 0 0 2.549
155.75 60.75 2005 1.971 0.082 0 0 0 0 0.024 0 0 0.001 0.001 0 0 0 0 2.08
44.75 56.75 2005 3.916 0.19 0 2.971 0 0 0.039 0.016 0.128 0.001 0.006 0 0 0 0 7.268
81.75 58.25 2005 2.917 0.054 0 0.906 0 0 0.05 0 0.038 0.002 0.006 0 0 0 0 3.974
-160.25 62.25 2005 1.777 0.192 0 0.003 0 0 0.104 0 0.038 0.003 0.007 0 0 0 0 2.126
-155.25 61.75 2005 1.665 0.189 0 0.001 0 0 0.079 0 0.025 0.002 0.005 0 0 0 0 1.967
-149.75 61.25 2005 6.106 1.072 0 0.005 0 0 0.012 0.014 0.02 0 0.001 0 0 0 0 7.23
-135.25 61.75 2005 4.743 2.098 0 0.009 0 0 0.052 0 0.028 0.005 0.01 0 0 0 0 6.944
-127.25 59.75 2005 5.262 3.028 0 0.237 0 0 0.009 0 0.066 0 0.001 0 0 0 0 8.605
-122.75 60.25 2005 4.05 1.607 0 2.044 0 0 0.025 0 0.069 0.001 0.002 0 0 0 0 7.799
-117.25 59.25 2005 4.329 1.641 0 1.911 0 0 0.014 0 0.011 0 0 0 0 0 0 7.905
-112.75 60.25 2005 2.673 1.476 0 1.479 0 0 0.015 0 0.134 0.002 0.008 0 0 0 0 5.787
-108.25 59.75 2005 3.248 0.355 0 0.003 0 0 0.058 0 0.036 0.005 0.011 0 0 0 0 3.716
-103.25 55.25 2005 4.625 1.375 0 0.114 0 0 0.025 0 0.009 0.001 0.005 0 0 0 0 6.153
-97.75 56.75 2005 1.772 0.264 0 0.024 0 0 0.115 0 0.023 0.004 0.012 0 0 0 0 2.213
-93.25 50.25 2005 3.363 0.558 0 1.946 0 0 0.026 0 0.085 0.001 0.004 0 0 0 0 5.984
-89.75 49.75 2005 3.445 0.641 0 0.034 0 0 0.057 0 0.052 0.003 0.007 0 0 0 0 4.24
-86.25 51.75 2005 2.589 0.487 0 0.147 0 0 0.033 0 0.072 0.001 0.003 0 0 0 0 3.332
-82.25 50.75 2005 2.858 0.579 0 0.468 0 0 0.021 0 0.062 0 0 0 0 0 0 3.989
-76.75 50.25 2005 1.925 0.141 0 0.002 0 0 0.101 0 0.027 0.001 0.004 0 0 0 0 2.202
-72.25 48.75 2005 3.812 0.595 0 1.382 0 0 0.015 0 0.055 0 0.002 0 0 0 0 5.86
-65.75 51.25 2005 0.786 0.038 0 0.001 0 0 0.097 0 0.01 0.004 0.009 0 0 0 0 0.945
-58.25 54.25 2005 0.305 0.032 0 0.001 0 0 0.108 0 0.017 0.005 0.014 0 0 0 0 0.481
14.25 62.75 2005 5.354 0.211 0 0 0 0 0.025 0.006 0.003 0 0 0 0 0 0 5.6
20.75 65.75 2005 5.014 0.288 0 0 0 0 0.029 0.005 0.004 0 0 0 0 0 0 5.34
25.75 66.25 2005 3.062 0.793 0 0.806 0 0 0.054 0.016 0.098 0.001 0.003 0 0 0 0 4.834
29.25 62.25 2005 5.11 1.18 0 0.056 0.001 0 0.043 0.008 0.03 0.001 0.004 0 0 0 0 6.433
32.75 61.25 2005 5.903 0.845 0 0.16 0.001 0 0.04 0.019 0.05 0.001 0.006 0 0 0 0 7.027
36.25 57.25 2005 2.639 0.09 0 0.686 5.577 0 0.008 0 0.012 0 0 0 0 0 0 9.012
39.75 58.75 2005 2.816 0.469 0 2.887 0 0 0.051 0.024 0.171 0.003 0.01 0 0 0 0 6.431
43.25 56.75 2005 4.122 0.069 0 2.603 0.001 0 0.086 0.003 0.01 0.002 0.01 0 0 0 0 6.905
46.25 60.75 2005 3.472 0.445 0 0.994 0 0 0.069 0.004 0.119 0.001 0.005 0 0 0 0 5.109
49.25 62.75 2005 2.245 0.089 0 0.001 0 0 0.058 0 0.01 0.002 0.004 0 0 0 0 2.408
52.25 62.25 2005 2.598 0.112 0 0 0 0 0.045 0 0.007 0.001 0.002 0 0 0 0 2.764
55.25 66.25 2005 0.914 0.05 0 0 0 0 0.071 0 0.012 0.003 0.007 0 0 0 0 1.056
58.75 60.75 2005 1.71 0.13 0 0.001 0 0 0.093 0 0.02 0.003 0.006 0 0 0 0 1.963
61.75 60.75 2005 2.423 0.429 0 1.709 0 0 0.058 0 0.169 0.001 0.003 0 0 0 0 4.793
65.25 60.25 2005 2.973 0.673 0 0.473 0 0 0.051 0 0.175 0.001 0.005 0 0 0 0 4.35
68.75 59.25 2005 3.424 0.779 0 0.106 0 0 0.029 0 0.026 0.002 0.005 0 0 0 0 4.371
71.75 66.25 2005 1.635 0.05 0 0 0 0 0.094 0 0.004 0.002 0.003 0 0 0 0 1.789
75.75 61.25 2005 2.237 0.197 0 0.002 0 0 0.091 0 0.017 0.001 0.004 0 0 0 0 2.549
79.75 59.75 2005 3.058 0.537 0 0.057 0 0 0.047 0 0.034 0.001 0.004 0 0 0 0 3.739
83.75 61.75 2005 1.937 0.175 0 0.004 0 0 0.129 0 0.016 0.003 0.011 0 0 0 0 2.275
93.25 58.75 2005 2.255 0.801 0 0.477 0 0 0.085 0 0.024 0.002 0.007 0 0 0 0 3.651
102.75 52.75 2005 3.298 0.795 0 2.016 0 0 0.057 0 0.061 0.005 0.015 0 0 0 0 6.245
113.25 54.25 2005 1.315 0.059 0 0 0 0 0.04 0 0.005 0.003 0.006 0 0 0 0 1.429
139.25 53.75 2005 3.273 0.301 0 0.002 0 0 0.041 0 0.016 0.002 0.004 0 0 0 0 3.639
156.25 52.75 2005 3.952 0.527 0 0.001 0 0 0.021 0.016 0.019 0.002 0.003 0 0 0 0 4.541
44.75 59.75 2005 3.8 0.53 0 1.894 0 0 0.05 0 0.045 0 0.001 0 0 0 0 6.32
82.25 57.75 2005 2.79 0.259 0 0.813 0 0 0.06 0 0.048 0.003 0.011 0 0 0 0 3.985
-160.25 62.75 2005 1.626 0.157 0 0.002 0 0 0.084 0 0.033 0.002 0.004 0 0 0 0 1.908
-155.25 62.25 2005 2.179 0.119 0 0.001 0 0 0.084 0 0.018 0.003 0.006 0 0 0 0 2.41
-149.75 61.75 2005 5.301 0.558 0 0.002 0 0 0.023 0.029 0.021 0.002 0.002 0 0 0 0 5.937
-135.25 62.25 2005 4.876 4.26 0 0.011 0 0 0.009 0 0.038 0 0 0 0 0 0 9.195
-127.25 60.25 2005 4.527 1.781 0 0.01 0 0 0.082 0 0.045 0.006 0.013 0 0 0 0 6.466
-122.75 60.75 2005 4.183 1.075 0 0.482 0 0 0.068 0 0.095 0.004 0.013 0 0 0 0 5.921
-117.25 59.75 2005 3.484 1.139 0 1.637 0 0 0.038 0 0.115 0.002 0.007 0 0 0 0 6.422
-112.75 60.75 2005 2.906 1.766 0 1.461 0 0 0.03 0 0.074 0.003 0.008 0 0 0 0 6.248
-107.75 54.25 2005 3.407 0.301 0 2.976 0 0 0.024 0 0.137 0.004 0.01 0 0 0 0 6.858
-103.25 55.75 2005 4.332 0.98 0 0.002 0 0 0.027 0 0.018 0.002 0.005 0 0 0 0 5.366
-97.75 57.25 2005 1.278 0.256 0 0.009 0 0 0.14 0 0.039 0.002 0.006 0 0 0 0 1.729
-93.25 50.75 2005 3.159 0.757 0 2.259 0 0 0.01 0 0.087 0 0.001 0 0 0 0 6.273
-89.75 50.25 2005 3.551 0.76 0 0.031 0 0 0.044 0 0.037 0.001 0.002 0 0 0 0 4.425
-86.25 52.25 2005 2.549 0.341 0 0.079 0 0 0.067 0 0.083 0.002 0.008 0 0 0 0 3.129
-82.25 51.25 2005 2.771 0.506 0 0.102 0 0 0.049 0 0.068 0.001 0.002 0 0 0 0 3.499
-76.75 50.75 2005 2.13 0.111 0 0.001 0 0 0.072 0 0.009 0.002 0.006 0 0 0 0 2.332
-72.25 49.25 2005 2.879 0.238 0 0.003 0 0 0.083 0 0.028 0.002 0.009 0 0 0 0 3.241
-65.75 51.75 2005 0.648 0.043 0 0 0 0 0.086 0 0.007 0.003 0.008 0 0 0 0 0.796
-58.25 54.75 2005 0.518 0.035 0 0 0 0 0.111 0 0.013 0.005 0.01 0 0 0 0 0.692
14.25 63.25 2005 5.255 0.413 0 0.001 0 0 0.013 0.017 0.018 0 0.001 0 0 0 0 5.719
20.75 66.25 2005 3.121 0.142 0 0.001 0 0 0.061 0 0.013 0.002 0.004 0 0 0 0 3.344
25.75 66.75 2005 3.065 0.635 0 0.441 0 0 0.046 0.013 0.073 0.001 0.004 0 0 0 0 4.279
29.25 62.75 2005 5.145 0.679 0 0.018 0 0 0.009 0.005 0.013 0 0.001 0 0 0 0 5.869
32.75 61.75 2005 5.51 0.751 0 0.023 0 0 0.028 0.015 0.038 0 0.001 0 0 0 0 6.366
36.25 58.75 2005 3.946 0.41 0 2.728 0.72 0 0.04 0 0.048 0 0.001 0 0 0 0 7.894
39.75 59.25 2005 3.784 0.319 0 3.023 0 0 0.065 0.013 0.059 0.002 0.008 0 0 0 0 7.273
43.25 57.25 2005 4.373 0.225 0 2.485 0 0 0.031 0.012 0.112 0 0.001 0 0 0 0 7.239
46.25 61.25 2005 3.09 0.86 0 1.107 0 0 0.061 0.004 0.136 0.001 0.004 0 0 0 0 5.264
49.25 63.25 2005 1.929 0.106 0 0.001 0 0 0.072 0 0.014 0.002 0.007 0 0 0 0 2.133
52.25 62.75 2005 2.093 0.167 0 0 0 0 0.057 0 0.016 0.001 0.003 0 0 0 0 2.338
55.75 58.25 2005 3.883 0.376 0 2.675 0 0 0.031 0 0.054 0 0.001 0 0 0 0 7.02
58.75 61.25 2005 1.689 0.132 0 0.003 0 0 0.121 0 0.028 0.002 0.007 0 0 0 0 1.982
61.75 61.75 2005 3.065 0.199 0 0.001 0 0 0.044 0 0.009 0.002 0.005 0 0 0 0 3.325
65.25 60.75 2005 2.105 0.419 0 1.95 0 0 0.063 0 0.168 0 0.002 0 0 0 0 4.708
68.75 59.75 2005 2.491 0.25 0 2.388 0 0 0.046 0 0.02 0.001 0.002 0 0 0 0 5.197
72.25 59.25 2005 1.697 0.155 0 2.404 0 0 0.111 0 0.098 0.004 0.015 0 0 0 0 4.483
75.75 61.75 2005 1.987 0.195 0 0.002 0 0 0.137 0 0.044 0.002 0.007 0 0 0 0 2.373
79.75 60.25 2005 1.575 0.258 0 0.76 0 0 0.099 0 0.174 0.001 0.006 0 0 0 0 2.875
83.75 62.25 2005 1.594 0.064 0 0.002 0 0 0.111 0 0.021 0.003 0.01 0 0 0 0 1.805
93.25 59.25 2005 2.015 0.418 0.001 0.005 0 0 0.108 0 0.029 0.002 0.008 0 0 0 0 2.587
102.75 53.25 2005 4.072 0.181 0 1.773 0 0 0.009 0 0.113 0 0 0 0 0 0 6.148
113.75 51.25 2005 3.447 0.487 0.001 1.748 0 0 0.021 0 0.102 0.002 0.005 0 0 0 0 5.814
139.75 48.25 2005 4.754 0.668 0 0.001 0 0 0.016 0.007 0.009 0 0.001 0 0 0 0 5.456
156.25 53.25 2005 4.084 0.55 0 0.001 0 0 0.016 0.023 0.018 0.001 0.001 0 0 0 0 4.694
45.25 57.75 2005 2.962 0.134 0 3.423 0 0 0.095 0.011 0.055 0.004 0.013 0 0 0 0 6.696
82.25 59.25 2005 2.471 0.162 0 0.659 0 0 0.088 0 0.093 0.001 0.005 0 0 0 0 3.478
-160.25 63.25 2005 1.42 0.114 0 0 0 0 0.063 0 0.017 0.003 0.004 0 0 0 0 1.621
-155.25 62.75 2005 3.226 0.793 0 0.022 0 0 0.026 0 0.04 0.001 0.002 0 0 0 0 4.109
-149.75 64.25 2005 3.053 2.025 0 1.051 0 0 0.044 0 0.087 0.004 0.011 0 0 0 0 6.275
-134.75 60.25 2005 4.285 0.933 0 0.005 0 0 0.06 0 0.053 0.005 0.008 0 0 0 0 5.348
-127.25 60.75 2005 3.733 0.339 0 0 0 0 0.039 0 0.005 0.001 0.002 0 0 0 0 4.12
-122.75 61.25 2005 4.621 2.662 0 0.265 0 0 0.019 0 0.071 0.002 0.004 0 0 0 0 7.644
-117.25 60.25 2005 3.452 1.102 0 0.604 0 0 0.043 0 0.156 0.004 0.012 0 0 0 0 5.372
-112.75 61.25 2005 2.798 1.034 0 0.732 0 0 0.026 0 0.132 0.003 0.01 0 0 0 0 4.734
-107.75 54.75 2005 3.34 0.434 0 2 0 0 0.056 0 0.157 0.007 0.023 0 0 0 0 6.018
-103.25 56.25 2005 4.058 0.519 0 0.001 0 0 0.016 0 0.013 0.001 0.001 0 0 0 0 4.61
-97.75 57.75 2005 0.431 0.055 0 0.001 0 0 0.139 0 0.017 0.008 0.023 0 0 0 0 0.674
-93.25 51.25 2005 2.911 0.233 0 1.916 0 0 0.022 0 0.125 0.002 0.006 0 0 0 0 5.215
-89.75 50.75 2005 4.065 0.706 0 0.01 0 0 0.03 0 0.014 0 0.001 0 0 0 0 4.826
-86.25 52.75 2005 2.556 0.494 0 0.11 0 0 0.057 0 0.021 0.001 0.005 0 0 0 0 3.244
-82.25 51.75 2005 2.204 0.277 0 0.09 0 0 0.089 0 0.11 0.003 0.01 0 0 0 0 2.783
-76.75 51.25 2005 1.992 0.129 0 0.001 0 0 0.095 0 0.024 0.002 0.006 0 0 0 0 2.25
-72.25 49.75 2005 2.188 0.183 0 0.002 0 0 0.082 0 0.023 0.001 0.005 0 0 0 0 2.485
-65.75 52.75 2005 0.369 0.042 0 0.001 0 0 0.13 0 0.013 0.003 0.007 0 0 0 0 0.565
-57.75 47.75 2005 5.312 0.627 0 0.004 0.007 0 0.04 0.035 0.029 0.003 0.007 0 0 0 0 6.064
14.25 63.75 2005 3.56 0.112 0 0.001 0 0 0.039 0.022 0.013 0.003 0.006 0 0 0 0 3.756
20.75 66.75 2005 1.932 0.081 0 0.001 0 0 0.082 0 0.012 0.005 0.01 0 0 0 0 2.124
25.75 67.25 2005 2.783 0.549 0 0.214 0 0 0.078 0.008 0.081 0.002 0.009 0 0 0 0 3.724
29.25 63.25 2005 4.299 0.374 0 0.006 0 0 0.036 0.021 0.031 0 0.002 0 0 0 0 4.769
32.75 62.25 2005 3.755 0.251 0 0.006 0 0 0.045 0.025 0.031 0.003 0.008 0 0 0 0 4.126
36.25 59.25 2005 4.696 0.4 0 1.98 0.001 0 0.044 0.01 0.044 0.002 0.006 0 0 0 0 7.182
39.75 59.75 2005 2.639 0.456 0 3.39 0 0 0.046 0.019 0.108 0.003 0.014 0 0 0 0 6.674
43.25 57.75 2005 3.09 0.321 0 4.235 0 0 0.028 0.006 0.058 0 0.001 0 0 0 0 7.741
46.25 61.75 2005 3.32 0.167 0 0.003 0 0 0.068 0.008 0.017 0.003 0.009 0 0 0 0 3.596
49.25 63.75 2005 1.791 0.06 0 0.001 0 0 0.068 0 0.011 0.003 0.007 0 0 0 0 1.942
52.25 63.25 2005 2.015 0.074 0 0 0 0 0.054 0 0.004 0.002 0.005 0 0 0 0 2.155
55.75 58.75 2005 3.704 0.719 0 1.024 0 0 0.032 0 0.096 0.002 0.008 0 0 0 0 5.585
58.75 61.75 2005 2.05 0.228 0 0.008 0 0 0.173 0 0.022 0.002 0.006 0 0 0 0 2.489
61.75 62.25 2005 2.176 0.101 0 0 0 0 0.049 0 0.004 0.002 0.003 0 0 0 0 2.335
65.25 61.25 2005 1.967 0.349 0 1.656 0 0 0.066 0 0.137 0.001 0.003 0 0 0 0 4.179
68.75 60.25 2005 3.337 0.588 0 0.236 0 0 0.066 0 0.056 0 0.002 0 0 0 0 4.284
72.25 60.25 2005 1.887 0.21 0 1.014 0 0 0.08 0 0.125 0.002 0.009 0 0 0 0 3.328
75.75 62.25 2005 1.808 0.248 0 0.002 0 0 0.108 0 0.013 0.002 0.007 0 0 0 0 2.188
79.75 61.25 2005 1.295 0.253 0 0.561 0 0 0.084 0 0.214 0.001 0.006 0 0 0 0 2.413
83.75 62.75 2005 1.286 0.21 0 0.018 0 0 0.151 0 0.054 0.001 0.004 0 0 0 0 1.724
93.75 53.75 2005 3.081 0.243 0 3.042 0 0 0.133 0 0.035 0.003 0.011 0 0 0 0 6.548
102.75 54.75 2005 3.272 0.464 0 0.964 0 0 0.029 0 0.122 0.002 0.006 0 0 0 0 4.859
113.75 51.75 2005 2.223 0.062 2.669 1.376 0 0 0.047 0 0.03 0.004 0.01 0 0 0 0 6.423
139.75 48.75 2005 2.752 0.613 0 0.017 0 0 0.067 0 0.037 0.001 0.002 0 0 0 0 3.488
156.25 53.75 2005 4.264 0.401 0 0 0 0 0.027 0.016 0.012 0.001 0.002 0 0 0 0 4.725
45.25 58.25 2005 3.699 0.183 0 2.224 0 0 0.084 0.013 0.069 0.003 0.01 0 0 0 0 6.286
82.25 60.75 2005 1.869 0.167 0 0.514 0 0 0.064 0 0.099 0.001 0.005 0 0 0 0 2.719
-160.25 63.75 2005 1.522 0.077 0 0 0 0 0.106 0 0.013 0.002 0.004 0 0 0 0 1.725
-155.25 63.25 2005 2.851 0.085 0 0 0 0 0.049 0 0.004 0.001 0.002 0 0 0 0 2.993
-149.75 64.75 2005 3.772 1.669 0 2.068 0 0 0.007 0 0.092 0 0.001 0 0 0 0 7.609
-134.75 60.75 2005 5.237 1.837 0 0.009 0 0 0.019 0 0.057 0.002 0.004 0 0 0 0 7.164
-126.75 56.75 2005 2.165 0.133 0 0 0 0 0.254 0 0.019 0.007 0.008 0 0 0 0 2.585
-122.75 61.75 2005 4.862 2.693 0 0.322 0 0 0.021 0 0.024 0.001 0.003 0 0 0 0 7.926
-117.25 60.75 2005 3.109 1.493 0 1.964 0 0 0.014 0 0.078 0.001 0.004 0 0 0 0 6.665
-112.25 55.25 2005 5.386 0.731 0 2.091 0 0 0.032 0 0.066 0.003 0.008 0 0 0 0 8.317
-107.75 55.75 2005 2.712 0.945 0 2.653 0 0 0.025 0 0.153 0.002 0.006 0 0 0 0 6.495
-103.25 56.75 2005 2.387 0.259 0 0.001 0 0 0.058 0 0.01 0.003 0.007 0 0 0 0 2.725
-97.25 53.25 2005 3.618 0.719 0 1.607 0 0 0.011 0 0.056 0.001 0.004 0 0 0 0 6.016
-93.25 51.75 2005 3.206 0.602 0 0.028 0 0 0.044 0 0.031 0.002 0.007 0 0 0 0 3.92
-89.75 51.25 2005 2.708 0.391 0 0.002 0 0 0.037 0 0.022 0.001 0.004 0 0 0 0 3.165
-86.25 53.25 2005 2.157 0.329 0 0.07 0 0 0.074 0 0.073 0.002 0.008 0 0 0 0 2.713
-82.25 52.25 2005 2.341 0.336 0 0.092 0 0 0.078 0 0.053 0.003 0.009 0 0 0 0 2.912
-76.75 51.75 2005 2.362 0.251 0 0.009 0 0 0.109 0 0.012 0.002 0.005 0 0 0 0 2.75
-72.25 50.25 2005 1.327 0.068 0 0.002 0 0 0.113 0 0.021 0.004 0.009 0 0 0 0 1.544
-65.75 53.25 2005 0.232 0.027 0 0 0 0 0.082 0 0.007 0.004 0.009 0 0 0 0 0.361
-57.75 48.25 2005 5.1 0.217 0 0 0.026 0 0.029 0.014 0.012 0 0.001 0 0 0 0 5.401
14.25 64.25 2005 1.689 0.08 0 0.001 0 0 0.086 0.039 0.017 0.004 0.009 0 0 0 0 1.926
20.75 67.25 2005 1.665 0.108 0 0 0 0 0.066 0 0.011 0.003 0.006 0 0 0 0 1.859
25.75 67.75 2005 3.322 0.67 0 0.049 0 0 0.094 0 0.027 0.002 0.007 0 0 0 0 4.17
29.25 63.75 2005 3.772 0.325 0 0.004 0 0 0.05 0.03 0.035 0.002 0.006 0 0 0 0 4.224
32.75 62.75 2005 3.708 0.135 0 0.002 0 0 0.064 0.017 0.016 0.003 0.007 0 0 0 0 3.951
36.25 59.75 2005 4.562 0.483 0 1.584 0 0 0.059 0.01 0.048 0 0.002 0 0 0 0 6.749
39.75 60.25 2005 3.487 0.619 0 2.214 0 0 0.043 0.001 0.067 0.001 0.004 0 0 0 0 6.435
43.25 58.25 2005 3.903 0.298 0 1.996 0 0 0.066 0.025 0.117 0.002 0.009 0 0 0 0 6.416
46.25 62.25 2005 3.105 0.457 0 0.931 0 0 0.064 0 0.043 0.001 0.003 0 0 0 0 4.604
49.25 64.25 2005 1.844 0.049 0 0.001 0 0 0.066 0 0.011 0.002 0.006 0 0 0 0 1.978
52.25 63.75 2005 2.232 0.204 0 0.042 0 0 0.177 0 0.031 0.004 0.013 0 0 0 0 2.703
55.75 59.25 2005 3.232 0.744 0 1.254 0 0 0.057 0 0.074 0.001 0.003 0 0 0 0 5.364
58.75 62.25 2005 2.195 0.104 0 0.007 0 0 0.165 0 0.009 0.002 0.005 0 0 0 0 2.487
61.75 62.75 2005 2.046 0.079 0 0.001 0 0 0.064 0 0.013 0.003 0.007 0 0 0 0 2.214
65.25 61.75 2005 2.193 0.309 0 0.914 0 0 0.104 0 0.052 0.002 0.006 0 0 0 0 3.581
68.75 60.75 2005 1.563 0.34 0 1.373 0 0 0.11 0 0.179 0.003 0.014 0 0 0 0 3.582
72.25 60.75 2005 1.976 0.128 0 1.057 0 0 0.068 0 0.142 0 0.002 0 0 0 0 3.374
75.75 62.75 2005 1.511 0.134 0 0.004 0 0 0.151 0 0.035 0.004 0.014 0 0 0 0 1.854
79.75 61.75 2005 1.311 0.251 0 0.19 0 0 0.137 0 0.113 0.002 0.009 0 0 0 0 2.012
83.75 63.25 2005 0.469 0.065 0 0.003 0 0 0.219 0 0.082 0.006 0.019 0 0 0 0 0.863
93.75 54.25 2005 3.981 0.846 0 0.186 0 0 0.109 0 0.017 0.001 0.004 0 0 0 0 5.146
102.75 55.25 2005 2.536 0.935 0 1.513 0 0 0.043 0 0.043 0.003 0.007 0 0 0 0 5.079
113.75 52.25 2005 2.93 0.356 0.838 0.246 0 0 0.049 0 0.053 0.003 0.008 0 0 0 0 4.482
139.75 49.25 2005 2.722 0.695 0 0.023 0 0 0.046 0 0.038 0.001 0.004 0 0 0 0 3.53
156.25 54.25 2005 3.927 0.304 0 0.001 0 0 0.032 0.024 0.018 0.002 0.004 0 0 0 0 4.311
45.75 58.25 2005 3.311 0.257 0 2.789 0 0 0.054 0.017 0.121 0.002 0.007 0 0 0 0 6.558
82.75 57.25 2005 1.877 0.283 0 1.977 0 0 0.051 0 0.187 0.003 0.012 0 0 0 0 4.389
-160.25 64.25 2005 0.654 0.042 0 0 0 0 0.179 0 0.015 0.006 0.009 0 0 0 0 0.906
-155.25 63.75 2005 3.073 0.215 0 0.001 0 0 0.054 0 0.018 0.001 0.003 0 0 0 0 3.366
-149.75 65.25 2005 4.288 0.879 0 0.01 0 0 0.062 0 0.058 0.005 0.011 0 0 0 0 5.312
-134.75 61.25 2005 5.568 2.12 0 0.002 0 0 0.022 0 0.013 0.001 0.002 0 0 0 0 7.728
-126.75 57.25 2005 2.116 0.226 0 0 0 0 0.24 0 0.017 0.014 0.016 0 0 0 0 2.628
-122.75 62.25 2005 4.337 2.374 0 0.054 0 0 0.01 0 0.039 0 0 0 0 0 0 6.815
-117.25 61.25 2005 2.7 1.25 0 1.385 0 0 0.023 0 0.158 0.002 0.008 0 0 0 0 5.526
-112.25 55.75 2005 4.43 1.607 0 1.886 0 0 0.019 0 0.1 0.001 0.001 0 0 0 0 8.044
-107.75 56.25 2005 4.591 1.044 0 0.019 0 0 0.023 0 0.042 0.001 0.005 0 0 0 0 5.725
