"Lon" "Lat" "Year" "BNE" "BINE" "BNS" "IBS" "TeBS" "TeNE" "C3G" "HSE" "HSS" "LSE" "LSS" "GRT" "EPDS" "SPDS" "CLM" "Total"
53.25 64.25 2005 2.259 0.227 0 0.056 0 0 0.127 0 0.044 0.002 0.007 0 0 0 0 2.72
56.75 60.25 2005 3.674 0.691 0 0.045 0 0 0.034 0 0.03 0.001 0.002 0 0 0 0 4.477
59.75 59.75 2005 3.446 0.755 0 0.008 0 0 0.078 0 0.038 0.004 0.012 0 0 0 0 4.342
62.75 63.75 2005 2.22 0.43 0 0.1 0 0 0.157 0 0.073 0.003 0.008 0 0 0 0 2.99
66.25 60.25 2005 3.138 0.611 0 0.482 0 0 0.048 0 0.033 0.002 0.005 0 0 0 0 4.318
69.75 60.75 2005 2.776 0.441 0 0.064 0 0 0.097 0 0.026 0.003 0.011 0 0 0 0 3.418
73.25 59.75 2005 1.847 0.21 0 0.898 0 0 0.075 0 0.164 0.004 0.016 0 0 0 0 3.214
76.75 64.75 2005 0.862 0.055 0 0.001 0 0 0.138 0 0.014 0.002 0.005 0 0 0 0 1.077
80.75 64.25 2005 1.063 0.082 0 0.003 0 0 0.189 0 0.032 0.003 0.011 0 0 0 0 1.382
85.75 62.25 2005 1.711 0.256 0.001 0.125 0 0 0.092 0 0.054 0.002 0.004 0 0 0 0 2.246
96.25 57.25 2005 3.014 0.452 0 0.688 0 0 0.033 0 0.035 0.001 0.003 0 0 0 0 4.227
107.75 52.75 2005 3.486 0.516 0.114 1.009 0 0 0.013 0 0.072 0.001 0.004 0 0 0 0 5.216
136.25 51.25 2005 2.367 0.425 0.256 0.044 0 0 0.034 0 0.031 0.002 0.006 0 0 0 0 3.166
141.75 58.75 2005 1.559 0.101 0 0.001 0 0 0.04 0 0.015 0.004 0.008 0 0 0 0 1.727
159.75 53.75 2005 5.314 0.139 0 0 0 0 0.01 0.015 0.008 0 0 0 0 0 0 5.487
62.25 58.25 2005 3.157 0.245 0 2.304 0 0 0.046 0 0.12 0.001 0.004 0 0 0 0 5.877
92.75 54.75 2005 4.266 0.874 0 1.404 0 0 0.015 0 0.02 0 0.001 0 0 0 0 6.581
-158.25 64.75 2005 1.677 0.057 0 0 0 0 0.108 0 0.005 0.002 0.003 0 0 0 0 1.853
-154.25 66.75 2005 2.635 0.159 0 0 0 0 0.039 0 0.002 0.001 0.002 0 0 0 0 2.839
-146.75 66.75 2005 2.935 1.872 0 0.599 0 0 0.035 0 0.122 0.002 0.006 0 0 0 0 5.571
-132.25 61.75 2005 5.306 0.59 0 0.001 0 0 0.045 0 0.01 0.002 0.003 0 0 0 0 5.956
-125.75 64.75 2005 2.472 1.085 0.122 0.011 0 0 0.024 0 0.088 0.003 0.006 0 0 0 0 3.81
-121.25 62.25 2005 4.549 1.649 0.043 0.058 0 0 0.031 0 0.052 0.002 0.007 0 0 0 0 6.391
-115.75 62.25 2005 3.406 0.463 1.424 0.006 0 0 0.009 0 0.136 0.001 0.003 0 0 0 0 5.448
-111.25 57.75 2005 4.669 1.646 0 0.316 0 0 0.022 0 0.018 0.002 0.006 0 0 0 0 6.678
-106.25 53.75 2005 2.357 0.973 0 4.953 0 0 0.022 0 0.122 0.002 0.007 0 0 0 0 8.437
-101.25 51.75 2005 2.761 1.35 0 3.958 0 0 0.013 0 0.083 0.001 0.005 0 0 0 0 8.172
-96.25 56.75 2005 1.815 0.257 0 0.022 0 0 0.088 0 0.06 0.002 0.007 0 0 0 0 2.252
-92.25 52.25 2005 2.876 0.362 0 0.003 0 0 0.045 0 0.025 0.002 0.006 0 0 0 0 3.32
-88.75 51.75 2005 2.827 0.218 0 0.001 0 0 0.064 0 0.011 0.001 0.005 0 0 0 0 3.127
-85.25 55.25 2005 1.387 0.177 0 0.018 0 0 0.152 0 0.033 0.002 0.006 0 0 0 0 1.775
-79.75 50.25 2005 2.766 0.406 0 0.103 0 0 0.059 0 0.069 0.001 0.002 0 0 0 0 3.406
-75.75 53.25 2005 1.108 0.075 0 0 0 0 0.072 0 0.008 0.002 0.005 0 0 0 0 1.271
-70.25 49.75 2005 2.399 0.11 0 0 0 0 0.067 0 0.007 0.001 0.002 0 0 0 0 2.586
-63.25 52.75 2005 0.292 0.024 0 0.001 0 0 0.123 0 0.008 0.005 0.01 0 0 0 0 0.463
-53.75 49.25 2005 4.62 1.001 0 0.003 1.904 0 0.021 0.006 0.011 0.002 0.004 0 0 0 0 7.572
16.25 62.75 2005 5.083 0.664 0 0.003 0 0 0.039 0.023 0.02 0.002 0.004 0 0 0 0 5.838
23.25 63.25 2005 5.469 0.977 0 0.048 0.027 0 0.028 0.015 0.039 0.001 0.004 0 0 0 0 6.607
26.75 67.75 2005 2.703 0.533 0 0.063 0 0 0.102 0.008 0.095 0.001 0.005 0 0 0 0 3.511
30.25 64.25 2005 2.703 0.402 0 0.274 0 0 0.084 0.016 0.105 0.002 0.008 0 0 0 0 3.594
33.75 60.75 2005 4.922 0.902 0 0.104 0.001 0 0.059 0.016 0.034 0.003 0.009 0 0 0 0 6.048
37.25 61.25 2005 3.723 0.632 0 1.328 0 0 0.063 0.015 0.105 0.002 0.006 0 0 0 0 5.874
40.75 62.25 2005 4.399 0.308 0 0 0 0 0.039 0 0.003 0 0.001 0 0 0 0 4.751
44.25 58.75 2005 3.533 0.331 0 2.477 0 0 0.049 0.006 0.055 0.001 0.004 0 0 0 0 6.457
47.25 63.75 2005 1.975 0.09 0 0.001 0 0 0.06 0 0.01 0.004 0.009 0 0 0 0 2.148
50.25 62.25 2005 2.283 0.498 0 1.793 0 0 0.055 0 0.158 0 0.001 0 0 0 0 4.788
53.25 64.75 2005 2.231 0.173 0 0.01 0 0 0.117 0 0.02 0.002 0.008 0 0 0 0 2.561
56.75 60.75 2005 3.347 0.324 0 0.006 0 0 0.055 0 0.034 0.002 0.005 0 0 0 0 3.771
59.75 60.25 2005 3.308 0.319 0 0.003 0 0 0.069 0 0.02 0.003 0.008 0 0 0 0 3.729
62.75 64.25 2005 2.093 0.193 0 0.002 0 0 0.14 0 0.035 0.002 0.004 0 0 0 0 2.469
66.25 60.75 2005 2.584 0.303 0 1.245 0 0 0.051 0 0.154 0 0.002 0 0 0 0 4.34
69.75 61.25 2005 2.53 0.474 0 0.025 0 0 0.062 0 0.025 0.002 0.007 0 0 0 0 3.125
73.25 60.25 2005 1.839 0.251 0 1.075 0 0 0.07 0 0.13 0.002 0.009 0 0 0 0 3.376
76.75 65.25 2005 0.727 0.031 0 0.001 0 0 0.162 0 0.019 0.003 0.007 0 0 0 0 0.949
80.75 64.75 2005 0.229 0.079 0 0.001 0 0 0.167 0 0.033 0.005 0.018 0 0 0 0 0.53
86.25 59.25 2005 2.478 0.233 0 0.007 0 0 0.064 0 0.042 0.002 0.01 0 0 0 0 2.836
96.25 57.75 2005 2.432 0.356 0 0.629 0 0 0.069 0 0.067 0.001 0.003 0 0 0 0 3.557
108.25 48.25 2005 2.261 1.263 0 0.326 0 0 0.088 0 0.048 0.002 0.007 0 0 0 0 3.994
136.25 52.75 2005 2.54 0.173 0.011 0.001 0 0 0.037 0 0.012 0.002 0.006 0 0 0 0 2.783
141.75 59.25 2005 1.097 0.05 0 0 0 0 0.027 0 0.011 0.003 0.004 0 0 0 0 1.192
159.75 55.25 2005 2.499 0.093 0 0.001 0 0 0.05 0 0.012 0.003 0.004 0 0 0 0 2.661
62.25 58.75 2005 1.695 0.225 0 3.814 0 0 0.049 0 0.211 0.002 0.01 0 0 0 0 6.007
92.75 55.75 2005 3.381 0.697 0 1.62 0 0 0.043 0 0.114 0 0.001 0 0 0 0 5.858
-158.25 65.25 2005 0.81 0.054 0 0 0 0 0.165 0 0.015 0.005 0.007 0 0 0 0 1.057
-153.75 57.25 2005 6.584 0.315 0 0.001 0 0 0.021 0.02 0.009 0.002 0.002 0 0 0 0 6.955
-146.25 62.25 2005 4.446 2.019 0 0.024 0 0 0.026 0 0.046 0.001 0.001 0 0 0 0 6.563
-131.75 57.75 2005 2.643 0.221 0 0 0 0 0.101 0.132 0.02 0.004 0.003 0 0 0 0 3.124
-125.25 56.75 2005 5.601 3.255 0 0.001 0 0 0.046 0 0.003 0.002 0.003 0 0 0 0 8.912
-121.25 62.75 2005 2.3 0.917 0.153 0.012 0 0 0.032 0 0.143 0.002 0.006 0 0 0 0 3.565
-115.25 54.25 2005 4.107 2.719 0 6.171 0 0 0.017 0 0.043 0 0 0 0 0 0 13.057
-111.25 58.25 2005 2.483 0.8 0 3.302 0 0 0.01 0 0.154 0 0.002 0 0 0 0 6.75
-106.25 54.25 2005 2.717 1.155 0 1.992 0 0 0.054 0 0.127 0.005 0.018 0 0 0 0 6.068
-101.25 52.75 2005 3.86 0.718 0 2.306 0 0 0.03 0 0.084 0.001 0.005 0 0 0 0 7.005
-96.25 57.25 2005 1.021 0.131 0 0.003 0 0 0.161 0 0.034 0.003 0.011 0 0 0 0 1.365
-92.25 52.75 2005 2.175 0.459 0 0.192 0 0 0.038 0 0.111 0.001 0.003 0 0 0 0 2.978
-88.75 52.25 2005 2.373 0.16 0 0.003 0 0 0.077 0 0.02 0.004 0.011 0 0 0 0 2.648
-84.75 48.25 2005 4.295 0.627 0 0.023 0 0 0.056 0 0.038 0.004 0.008 0 0 0 0 5.051
-79.75 50.75 2005 2.351 0.305 0 0.089 0 0 0.076 0 0.076 0.003 0.008 0 0 0 0 2.907
-75.75 53.75 2005 1.37 0.047 0 0.001 0 0 0.102 0 0.011 0.003 0.009 0 0 0 0 1.544
-70.25 50.25 2005 1.362 0.069 0 0.001 0 0 0.093 0 0.009 0.003 0.008 0 0 0 0 1.546
-63.25 53.25 2005 0.371 0.017 0 0 0 0 0.099 0 0.007 0.003 0.007 0 0 0 0 0.505
-53.25 47.25 2005 4.623 1.797 0 0.019 0.996 0 0.028 0.018 0.052 0.003 0.008 0 0 0 0 7.544
16.25 63.25 2005 3.587 0.188 0 0.001 0 0 0.044 0.028 0.018 0.002 0.005 0 0 0 0 3.873
23.25 63.75 2005 5.97 1.394 0 0.04 0.043 0 0.034 0.001 0.004 0.001 0.002 0 0 0 0 7.489
26.75 68.25 2005 2.133 0.095 0 0 0 0 0.048 0 0.003 0.002 0.003 0 0 0 0 2.284
30.25 64.75 2005 2.958 0.179 0 0 0 0 0.047 0.011 0.007 0.001 0.002 0 0 0 0 3.206
33.75 61.25 2005 5.002 0.786 0 0.015 0 0 0.033 0.027 0.053 0.001 0.003 0 0 0 0 5.918
37.25 61.75 2005 3.302 0.703 0 0.804 0 0 0.064 0.024 0.095 0.003 0.009 0 0 0 0 5.003
40.75 62.75 2005 2.743 0.212 0 0.004 0 0 0.059 0.019 0.037 0.002 0.006 0 0 0 0 3.083
44.25 59.75 2005 3.928 0.475 0 2.342 0 0 0.078 0.006 0.081 0.001 0.002 0 0 0 0 6.911
47.25 64.25 2005 2.247 0.469 0 0.111 0 0 0.115 0 0.127 0.003 0.011 0 0 0 0 3.082
50.25 62.75 2005 2.865 0.586 0 0.838 0 0 0.09 0 0.062 0.002 0.006 0 0 0 0 4.45
53.25 65.25 2005 1.437 0.187 0 0.065 0 0 0.17 0 0.101 0.002 0.007 0 0 0 0 1.97
56.75 61.25 2005 3.535 0.402 0 0.016 0 0 0.118 0 0.019 0.004 0.01 0 0 0 0 4.103
59.75 60.75 2005 2.218 0.095 0 0 0 0 0.05 0 0.007 0.001 0.003 0 0 0 0 2.374
62.75 64.75 2005 1.854 0.164 0 0.001 0 0 0.143 0 0.018 0.001 0.003 0 0 0 0 2.184
66.25 61.25 2005 1.912 0.319 0 1.23 0 0 0.086 0 0.243 0.001 0.004 0 0 0 0 3.794
69.75 61.75 2005 2.195 0.276 0 0.026 0 0 0.085 0 0.069 0.001 0.004 0 0 0 0 2.656
73.25 60.75 2005 1.855 0.102 0 0.644 0 0 0.112 0 0.112 0.003 0.011 0 0 0 0 2.838
76.75 65.75 2005 0.606 0.019 0 0 0 0 0.152 0 0.008 0.002 0.004 0 0 0 0 0.791
80.75 65.25 2005 0.18 0.038 0 0.001 0 0 0.207 0 0.039 0.005 0.016 0 0 0 0 0.486
86.25 59.75 2005 2.032 0.21 0 0.912 0 0 0.107 0 0.067 0.002 0.007 0 0 0 0 3.337
96.25 58.25 2005 2.759 0.136 0.002 0.026 0 0 0.079 0 0.033 0.003 0.008 0 0 0 0 3.046
108.25 48.75 2005 2.876 0.684 0 0.013 0 0 0.091 0 0.048 0.005 0.013 0 0 0 0 3.729
136.25 53.25 2005 1.858 0.15 0.018 0.002 0 0 0.069 0 0.025 0.003 0.011 0 0 0 0 2.137
142.25 47.75 2005 5.074 1.218 0 0.004 0 0 0.049 0.014 0.023 0.002 0.006 0 0 0 0 6.391
159.75 55.75 2005 4.129 0.437 0 0.003 0 0 0.038 0.001 0.019 0.002 0.004 0 0 0 0 4.632
62.75 56.75 2005 3.508 0.077 0 3.856 0 0 0.039 0 0.044 0.001 0.004 0 0 0 0 7.53
92.75 58.75 2005 2.861 0.334 0 0.063 0 0 0.041 0 0.054 0.002 0.005 0 0 0 0 3.361
-158.25 65.75 2005 0.892 0.036 0 0 0 0 0.143 0 0.008 0.005 0.006 0 0 0 0 1.091
-153.75 57.75 2005 5.328 0.599 0 0.002 0 0 0.03 0.034 0.024 0.004 0.005 0 0 0 0 6.025
-146.25 64.25 2005 3.477 2.448 0 0.51 0 0 0.019 0 0.133 0.002 0.005 0 0 0 0 6.594
-131.75 58.25 2005 4.345 1.314 0 0.001 0 0 0.028 0.062 0.074 0.002 0.001 0 0 0 0 5.827
-125.25 57.25 2005 4.829 2.386 0 0.019 0 0 0.024 0 0.028 0.001 0.002 0 0 0 0 7.288
-120.75 58.25 2005 5.116 2.891 0 2.558 0 0 0.006 0 0.022 0 0 0 0 0 0 10.594
-115.25 55.75 2005 4.377 2.72 0 2.336 0 0 0.045 0 0.082 0.003 0.008 0 0 0 0 9.57
-111.25 59.25 2005 3.516 1.407 0 1.379 0 0 0.025 0 0.058 0.003 0.007 0 0 0 0 6.394
-106.25 54.75 2005 3.417 1.568 0 1.916 0 0 0.035 0 0.065 0.002 0.009 0 0 0 0 7.012
-101.25 53.25 2005 3.354 0.553 0 3.821 0 0 0.037 0 0.044 0.002 0.006 0 0 0 0 7.817
-95.75 50.75 2005 4.524 0.259 0 1.717 0 0 0.034 0 0.053 0.002 0.009 0 0 0 0 6.598
-92.25 53.25 2005 2.497 0.339 0 0.1 0 0 0.049 0 0.028 0.003 0.01 0 0 0 0 3.025
-88.75 52.75 2005 2.31 0.212 0 0.002 0 0 0.08 0 0.013 0.003 0.01 0 0 0 0 2.63
-84.75 48.75 2005 4.211 0.881 0 0.034 0 0 0.043 0 0.039 0 0.001 0 0 0 0 5.21
-79.25 48.25 2005 4.255 0.757 0 0.058 0 0 0.036 0 0.02 0.001 0.002 0 0 0 0 5.129
-75.75 54.25 2005 0.86 0.022 0 0 0 0 0.106 0 0.008 0.005 0.009 0 0 0 0 1.01
-70.25 50.75 2005 1.186 0.067 0 0.001 0 0 0.099 0 0.013 0.004 0.009 0 0 0 0 1.378
-63.25 53.75 2005 0.301 0.033 0 0 0 0 0.102 0 0.012 0.004 0.011 0 0 0 0 0.463
-53.25 47.75 2005 4.807 1.639 0 0.014 2.604 0 0.002 0 0 0 0 0 0 0 0 9.066
16.25 63.75 2005 4.035 0.183 0 0.001 0 0 0.033 0.011 0.008 0.001 0.003 0 0 0 0 4.275
23.25 66.25 2005 4.145 0.514 0 0.004 0 0 0.04 0.028 0.037 0.002 0.006 0 0 0 0 4.776
26.75 68.75 2005 1.632 0.08 0 0 0 0 0.054 0 0.013 0.003 0.005 0 0 0 0 1.787
30.25 65.25 2005 2.461 0.122 0 0 0 0 0.04 0.011 0.006 0.001 0.003 0 0 0 0 2.643
33.75 61.75 2005 5.019 0.286 0 0.005 0 0 0.046 0.018 0.023 0.002 0.006 0 0 0 0 5.406
37.25 62.25 2005 3.854 0.402 0 0.355 0 0 0.063 0.022 0.131 0.002 0.006 0 0 0 0 4.836
40.75 63.25 2005 2.93 0.154 0 0.001 0 0 0.053 0.026 0.019 0.001 0.003 0 0 0 0 3.187
44.25 60.25 2005 3.687 0.48 0 2.261 0 0 0.07 0.003 0.037 0 0.001 0 0 0 0 6.538
47.25 64.75 2005 2.885 0.401 0 0.017 0 0 0.062 0 0.025 0.001 0.003 0 0 0 0 3.394
50.25 63.25 2005 2.55 0.308 0 0.327 0 0 0.067 0 0.196 0 0.001 0 0 0 0 3.45
53.25 65.75 2005 1.498 0.111 0 0.002 0 0 0.183 0 0.018 0.002 0.007 0 0 0 0 1.82
56.75 61.75 2005 2.142 0.142 0 0.001 0 0 0.062 0 0.011 0.004 0.01 0 0 0 0 2.373
59.75 61.25 2005 2.042 0.037 0 0 0 0 0.037 0 0 0.001 0.001 0 0 0 0 2.119
62.75 65.25 2005 1.12 0.094 0 0.002 0 0 0.231 0 0.02 0.002 0.005 0 0 0 0 1.473
66.25 61.75 2005 1.889 0.301 0 0.916 0 0 0.135 0 0.142 0.003 0.013 0 0 0 0 3.4
69.75 62.25 2005 1.976 0.141 0 0.121 0 0 0.133 0 0.076 0.002 0.007 0 0 0 0 2.456
73.25 61.25 2005 2.251 0.221 0 0.005 0 0 0.111 0 0.034 0.002 0.007 0 0 0 0 2.631
77.25 56.75 2005 2.37 0.099 0 3.915 0 0 0.055 0 0.058 0.001 0.003 0 0 0 0 6.501
80.75 65.75 2005 0.105 0.054 0 0.001 0 0 0.154 0 0.027 0.006 0.013 0 0 0 0 0.361
86.25 60.75 2005 1.808 0.162 0 0.002 0 0 0.092 0 0.024 0.004 0.015 0 0 0 0 2.107
96.75 54.75 2005 2.929 0.578 0 0.009 0 0 0.097 0 0.027 0.003 0.009 0 0 0 0 3.652
108.25 49.25 2005 2.99 0.984 0 0.096 0 0 0.029 0 0.059 0.003 0.008 0 0 0 0 4.169
136.25 53.75 2005 0.383 0.118 0.051 0.002 0 0 0.208 0 0.04 0.01 0.045 0 0 0 0 0.858
142.25 48.25 2005 5.351 1.255 0 0.01 0 0 0.038 0.029 0.042 0.001 0.002 0 0 0 0 6.728
159.75 56.25 2005 2.384 0.146 0 0 0 0 0.027 0 0.004 0.002 0.003 0 0 0 0 2.568
62.75 57.75 2005 4.247 0.212 0 0.88 0 0 0.042 0 0.144 0.002 0.006 0 0 0 0 5.532
93.25 57.25 2005 2.165 0.372 0 2.296 0 0 0.038 0 0.188 0.002 0.008 0 0 0 0 5.069
-158.25 66.25 2005 0.711 0.037 0 0 0 0 0.153 0 0.01 0.005 0.007 0 0 0 0 0.924
-153.75 58.75 2005 0.052 0.037 0 0 0 0 0.23 0.258 0.003 0.014 0.006 0 0 0 0 0.6
-146.25 66.25 2005 3.584 1.414 0 0.386 0 0 0.018 0 0.149 0.001 0.002 0 0 0 0 5.554
-131.75 58.75 2005 5.231 1.11 0 0.002 0 0 0.033 0 0.035 0.002 0.004 0 0 0 0 6.417
-125.25 57.75 2005 1.756 0.128 0 0 0 0 0.331 0 0.013 0.009 0.014 0 0 0 0 2.251
-120.75 58.75 2005 4.209 1.816 0 2.127 0 0 0.053 0 0.059 0.004 0.012 0 0 0 0 8.28
-115.25 56.25 2005 5.217 1.063 0 3.759 0 0 0.038 0 0.041 0.002 0.008 0 0 0 0 10.129
-111.25 59.75 2005 3.834 1.77 0 0.432 0 0 0.012 0 0.032 0 0.001 0 0 0 0 6.081
-106.25 55.25 2005 2.788 2.259 0 1.036 0 0 0.058 0 0.061 0.007 0.019 0 0 0 0 6.228
-101.25 54.25 2005 2.54 0.896 0 3.156 0 0 0.017 0 0.072 0.001 0.004 0 0 0 0 6.686
-95.75 51.25 2005 3.067 0.701 0 2.458 0 0 0.032 0 0.076 0.002 0.009 0 0 0 0 6.345
-92.25 53.75 2005 2.408 0.405 0 0.042 0 0 0.057 0 0.065 0.001 0.005 0 0 0 0 2.983
-88.75 53.25 2005 2.186 0.2 0 0.003 0 0 0.076 0 0.033 0.003 0.01 0 0 0 0 2.511
-84.75 49.25 2005 4.092 0.661 0 0.059 0 0 0.042 0 0.035 0.001 0.002 0 0 0 0 4.892
-79.25 48.75 2005 2.587 0.558 0 0.861 0 0 0.049 0 0.179 0.004 0.012 0 0 0 0 4.25
-75.75 54.75 2005 0.421 0.022 0 0 0 0 0.159 0 0.007 0.006 0.012 0 0 0 0 0.627
-70.25 51.25 2005 0.563 0.038 0 0.001 0 0 0.078 0 0.013 0.005 0.009 0 0 0 0 0.706
-62.75 50.75 2005 2.162 0.144 0 0.001 0 0 0.073 0 0.019 0.002 0.006 0 0 0 0 2.409
-22.25 64.75 2005 6.254 0.285 0 0 0 0 0.006 0.022 0.013 0.001 0.001 0 0 0 0 6.583
16.25 64.25 2005 3.352 0.118 0 0 0 0 0.048 0.018 0.01 0.002 0.004 0 0 0 0 3.552
23.25 66.75 2005 3.756 0.145 0 0.002 0 0 0.038 0.029 0.025 0.001 0.004 0 0 0 0 3.999
26.75 69.25 2005 1.524 0.108 0 0 0 0 0.047 0 0.007 0.003 0.005 0 0 0 0 1.695
30.25 65.75 2005 2.453 0.075 0 0.001 0 0 0.059 0.011 0.012 0.002 0.006 0 0 0 0 2.62
33.75 62.25 2005 4.488 0.261 0 0.003 0 0 0.032 0.012 0.017 0.003 0.008 0 0 0 0 4.825
37.25 62.75 2005 3.216 0.29 0 0.003 0 0 0.046 0.01 0.02 0.003 0.009 0 0 0 0 3.597
40.75 63.75 2005 2.766 0.843 0 1.251 0 0 0.038 0.008 0.146 0.001 0.003 0 0 0 0 5.056
44.25 60.75 2005 3.851 0.332 0 0.546 0 0 0.068 0.008 0.088 0.001 0.003 0 0 0 0 4.897
47.25 65.25 2005 2.59 0.415 0 0.049 0 0 0.067 0 0.05 0.002 0.006 0 0 0 0 3.179
50.25 63.75 2005 2.791 0.439 0 0.252 0 0 0.114 0 0.027 0.001 0.007 0 0 0 0 3.631
53.25 66.75 2005 0.5 0.051 0 0.004 0 0 0.251 0 0.064 0.004 0.013 0 0 0 0 0.888
56.75 62.25 2005 3.308 0.224 0 0.004 0 0 0.068 0 0.019 0.002 0.006 0 0 0 0 3.63
59.75 61.75 2005 1.204 0.076 0 0.001 0 0 0.066 0 0.012 0.004 0.01 0 0 0 0 1.373
63.25 57.75 2005 3.449 0.267 0 1.968 0 0 0.055 0 0.069 0.003 0.01 0 0 0 0 5.821
66.25 62.25 2005 2.38 0.303 0 0.004 0 0 0.09 0 0.019 0.004 0.011 0 0 0 0 2.811
69.75 62.75 2005 1.785 0.119 0 0 0 0 0.066 0 0.01 0.002 0.005 0 0 0 0 1.987
73.25 61.75 2005 2.051 0.198 0 0.013 0 0 0.124 0 0.046 0.003 0.012 0 0 0 0 2.446
77.25 57.25 2005 2.381 0.219 0 2.202 0 0 0.059 0 0.117 0.002 0.006 0 0 0 0 4.985
81.25 56.75 2005 3.339 0.14 0 1.898 0 0 0.019 0 0.04 0.001 0.003 0 0 0 0 5.441
86.25 61.25 2005 1.7 0.158 0 0.123 0 0 0.095 0 0.085 0.002 0.007 0 0 0 0 2.169
96.75 55.25 2005 2.82 0.61 0 0.457 0 0 0.059 0 0.125 0.003 0.01 0 0 0 0 4.085
108.25 50.25 2005 3.132 0.402 0 2.207 0 0 0.04 0 0.117 0.003 0.011 0 0 0 0 5.912
136.25 54.25 2005 0.726 0.143 0 0.001 0 0 0.168 0 0.023 0.007 0.022 0 0 0 0 1.091
142.25 48.75 2005 5.217 1.043 0 0.01 0 0 0.04 0.002 0.016 0.001 0.004 0 0 0 0 6.332
159.75 58.25 2005 2.369 0.027 0 0 0 0 0.022 0 0.007 0.002 0.004 0 0 0 0 2.432
63.25 56.75 2005 2.96 0.068 0 3.479 0 0 0.059 0 0.091 0.004 0.016 0 0 0 0 6.676
93.75 57.75 2005 2.526 0.24 0 1.918 0 0 0.044 0 0.116 0.001 0.004 0 0 0 0 4.849
-157.75 56.75 2005 5.877 0.921 0 0 0 0 0.002 0.01 0.009 0 0 0 0 0 0 6.819
-153.75 62.75 2005 3.361 0.444 0 0.003 0 0 0.048 0 0.028 0.003 0.005 0 0 0 0 3.891
-146.25 66.75 2005 3.231 1.413 0 0.404 0 0 0.017 0 0.128 0 0.001 0 0 0 0 5.193
-131.75 59.25 2005 3.724 0.192 0 0.001 0 0 0.075 0 0.025 0.001 0.003 0 0 0 0 4.022
-125.25 58.75 2005 3.503 0.252 0 0.001 0 0 0.085 0 0.014 0.005 0.006 0 0 0 0 3.866
-120.75 59.25 2005 4.265 3.247 0 0.478 0 0 0.034 0 0.077 0.004 0.012 0 0 0 0 8.117
-115.25 56.75 2005 4.62 1.251 0 2.675 0 0 0.028 0 0.092 0.004 0.012 0 0 0 0 8.682
-111.25 60.25 2005 3.704 0.949 0 0.212 0 0 0.023 0 0.081 0.001 0.003 0 0 0 0 4.975
-106.25 55.75 2005 4.463 1.797 0 0.445 0 0 0.013 0 0.028 0 0.001 0 0 0 0 6.747
-101.25 54.75 2005 3.084 1.982 0 0.88 0 0 0.011 0 0.022 0.001 0.003 0 0 0 0 5.983
-95.75 51.75 2005 3.403 0.753 0 0.845 0 0 0.027 0 0.136 0.003 0.01 0 0 0 0 5.177
-92.25 54.25 2005 2.486 0.344 0 0.125 0 0 0.063 0 0.059 0.002 0.007 0 0 0 0 3.086
-88.75 53.75 2005 2.28 0.162 0 0.002 0 0 0.056 0 0.016 0.001 0.004 0 0 0 0 2.521
-84.75 49.75 2005 3.856 0.734 0 0.039 0 0 0.022 0 0.03 0.001 0.003 0 0 0 0 4.685
-79.25 49.25 2005 2.877 0.36 0 0.425 0 0 0.06 0 0.094 0.002 0.007 0 0 0 0 3.826
-75.75 55.25 2005 0.185 0.016 0 0.001 0 0 0.167 0 0.015 0.007 0.014 0 0 0 0 0.404
-70.25 51.75 2005 0.724 0.036 0 0 0 0 0.083 0 0.006 0.004 0.008 0 0 0 0 0.861
-62.75 51.25 2005 0.702 0.038 0 0.001 0 0 0.107 0 0.012 0.005 0.01 0 0 0 0 0.874
-21.75 64.25 2005 7.101 0.323 0 0 0 0 0.001 0.015 0.01 0 0 0 0 0 0 7.449
16.25 64.75 2005 2.65 0.086 0 0 0 0 0.063 0.003 0.003 0.002 0.004 0 0 0 0 2.812
23.25 67.25 2005 2.777 0.71 0 0.096 0 0 0.112 0.005 0.132 0.001 0.006 0 0 0 0 3.838
27.25 61.25 2005 5.521 1.455 0 0.149 0.17 0 0.033 0.013 0.064 0.001 0.003 0 0 0 0 7.409
30.25 66.25 2005 2.554 0.151 0 0.001 0 0 0.037 0.003 0.007 0.001 0.003 0 0 0 0 2.758
33.75 62.75 2005 3.722 0.283 0 0.003 0 0 0.031 0.019 0.019 0.002 0.005 0 0 0 0 4.085
37.25 63.25 2005 3.065 0.498 0 0.736 0 0 0.089 0.005 0.077 0.002 0.007 0 0 0 0 4.478
40.75 64.25 2005 2.551 0.597 0 1.352 0 0 0.053 0.003 0.102 0.002 0.005 0 0 0 0 4.664
44.25 61.25 2005 3.602 0.591 0 0.665 0 0 0.067 0.004 0.086 0.001 0.002 0 0 0 0 5.019
47.25 65.75 2005 2.572 0.186 0 0.004 0 0 0.111 0 0.042 0.002 0.006 0 0 0 0 2.922
50.25 64.25 2005 1.573 0.056 0 0.001 0 0 0.053 0 0.008 0.003 0.007 0 0 0 0 1.7
53.75 57.75 2005 3.802 0.208 0 1.394 0 0 0.042 0.012 0.092 0.002 0.008 0 0 0 0 5.559
56.75 62.75 2005 1.467 0.115 0 0.001 0 0 0.058 0 0.012 0.003 0.007 0 0 0 0 1.663
59.75 62.25 2005 1.965 0.153 0 0.003 0 0 0.155 0 0.021 0.002 0.007 0 0 0 0 2.306
